 ps_partkey |    value    
     121599 |  9738072.58
     135754 |  9729829.03
      12367 |  9721261.07
     104906 |  9719354.19
     108701 |  9709370.52
      48615 |  9693982.77
      80566 |  9693448.26
     142353 |  9688785.02
     120378 |  9686613.86
       3952 |  9682366.26
       1616 |  9679097.00
      88058 |  9678724.55
      38952 |  9677348.85
     110563 |  9675929.28
      59045 |  9673729.03
     140407 |  9672652.73
      10764 |  9667403.68
     140586 |  9667293.03
     174476 |  9666596.39
     163963 |  9657160.14
     143847 |  9654443.68
      43493 |  9652761.59
     116030 |  9648410.52
     165382 |  9647589.21
      66766 |  9642694.86
      14552 |  9642364.25
      88133 |  9640044.26
      88817 |  9636261.70
     165642 |  9629358.08
     134055 |  9617807.15
     148698 |  9616581.50
     128209 |  9616292.28
      84965 |  9603618.96
       2661 |  9601330.62
     149895 |  9601306.34
     154423 |  9597745.08
      84792 |  9593873.67
      16380 |  9574377.18
     172717 |  9563221.44
     156480 |  9558390.54
     148492 |  9557633.34
     197020 |  9552708.42
      80287 |  9550792.77
       4123 |  9545991.79
      79814 |  9543141.31
     115357 |  9541525.01
       8047 |  9538535.84
     100753 |  9537191.52
     146245 |  9535447.84
     123583 |  9528657.60
      45151 |  9519966.00
      70079 |  9493950.40
     178583 |  9492708.75
     179564 |  9481952.96
     148875 |  9474385.95
      59108 |  9471800.45
     119757 |  9471310.41
     183590 |  9466038.47
     161455 |  9446631.30
      23823 |  9444238.16
     113645 |  9443563.83
      58831 |  9439896.88
      64177 |  9436410.51
     101351 |  9426951.93
     187002 |  9393944.12
      33706 |  9389695.64
     158491 |  9386955.98
     185715 |  9386652.60
      60143 |  9377391.40
     129267 |  9375930.17
       4886 |  9367899.60
     158154 |  9362062.19
      92890 |  9360665.16
       6240 |  9360353.60
         73 |  9359505.27
      95095 |  9357141.52
      75456 |  9354412.18
      40502 |  9353114.40
     157667 |  9347794.82
     139560 |  9343799.16
     120781 |  9343184.92
     102989 |  9341350.20
      84798 |  9341291.49
     184608 |  9339603.04
     198209 |  9337647.54
     182716 |  9335289.26
      50694 |  9327889.44
     129168 |  9325128.75
     123155 |  9316961.84
     168948 |  9308422.63
       2380 |  9307751.22
     126311 |  9307684.80
      36937 |  9307468.83
      80208 |  9304257.60
      12595 |  9302696.50
      19092 |  9301380.49
     198409 |  9300962.92
     190717 |  9298287.36
     144476 |  9290658.72
      94842 |  9281680.06
      59053 |  9280884.27
      62048 |  9279800.60
      66546 |  9277945.01
      26147 |  9276938.16
     194667 |  9275895.76
      39285 |  9268423.26
     117846 |  9268321.58
     154168 |  9259156.65
     159078 |  9257395.64
     106087 |  9254707.80
     168486 |  9254545.02
      89477 |  9254361.74
      27264 |  9252407.20
     116511 |  9252148.99
      21533 |  9248094.10
      37416 |  9246525.00
     108184 |  9241932.68
      61705 |  9241703.44
      68740 |  9240238.54
      34495 |  9232793.00
     181958 |  9232108.16
     145919 |  9231081.52
     186560 |  9223536.24
       2879 |  9213689.05
     157327 |  9211262.26
      46610 |  9209753.00
     132905 |  9207030.60
     171790 |  9206537.00
     152953 |  9205318.44
      82977 |  9203431.90
     139021 |  9201682.48
     112362 |  9201513.56
      71354 |  9194738.00
       4830 |  9189111.25
     100563 |  9189027.00
      20560 |  9187782.35
     120501 |  9187313.13
     176463 |  9179213.75
      59336 |  9175059.34
     117252 |  9172402.16
     195149 |  9170838.02
      37640 |  9168088.15
     102159 |  9165900.25
     141766 |  9165038.98
      21444 |  9162156.64
     104624 |  9161760.45
      30486 |  9158367.84
     140113 |  9155803.90
      66430 |  9155788.00
     142292 |  9155615.00
      82369 |  9153201.75
      82961 |  9153196.50
      20037 |  9151382.25
     179132 |  9150207.36
      62111 |  9146869.75
      60137 |  9144604.95
      10886 |  9143916.46
     160887 |  9143719.32
     103806 |  9142944.20
     161641 |  9135787.68
      38307 |  9135778.67
      78060 |  9134444.27
        875 |  9130326.89
     135087 |  9126266.44
       3093 |  9124926.60
      67872 |  9124885.44
       8712 |  9121616.36
      20490 |  9118391.80
      42675 |  9117552.95
      54785 |  9112721.41
     114455 |  9112550.52
     129080 |  9112528.26
     133465 |  9112325.00
     106668 |  9108685.68
     178169 |  9107598.02
      52131 |  9106969.16
       8881 |  9105747.66
     147283 |  9105501.15
      30824 |  9099639.17
     199052 |  9095640.75
      15071 |  9090571.44
     168550 |  9090507.71
      53199 |  9080721.86
      80219 |  9079112.88
     147381 |  9079042.19
     148133 |  9076994.92
     113071 |  9076916.67
      47908 |  9071972.49
      78983 |  9067086.85
       1399 |  9066942.79
     171874 |  9059356.44
      96449 |  9057602.05
     171533 |  9057531.75
     172845 |  9054350.36
      24749 |  9054032.02
     167949 |  9049287.60
      75412 |  9047819.81
      48039 |  9047610.00
      11675 |  9045286.74
     160161 |  9044279.07
      33315 |  9038354.65
      62268 |  9037530.06
      29162 |  9029017.44
      63106 |  9028590.48
      71482 |  9028053.37
      55582 |  9027023.93
     146318 |  9025043.40
      65447 |  9024366.00
     140947 |  9023413.05
      28318 |  9021828.24
     150382 |  9019134.09
     189700 |  9015955.30
      36595 |  9014305.92
       2989 |  9013412.04
     162718 |  9004504.32
      83377 |  9003205.54
     172614 |  9000939.24
     114735 |  8999920.58
     144769 |  8993322.25
      16698 |  8991337.95
      82874 |  8989775.15
     159857 |  8986035.65
      17888 |  8979674.41
      73148 |  8977369.95
     145648 |  8977174.56
      17846 |  8970587.50
     181719 |  8967002.40
      50647 |  8963021.79
     175754 |  8962158.90
      52217 |  8960591.20
      53948 |  8959931.89
     198093 |  8959305.60
      85695 |  8958731.04
     171670 |  8958625.00
     138876 |  8955762.64
      69588 |  8948521.12
     186628 |  8947080.00
       7314 |  8946652.41
     124807 |  8942816.00
     143293 |  8937783.21
     129296 |  8935871.51
     146595 |  8934710.40
      57636 |  8934010.80
      31817 |  8933643.50
      77080 |  8930107.74
      57608 |  8925473.28
     193151 |  8921682.00
     196533 |  8920661.00
     155101 |  8918385.60
      53265 |  8917246.80
     179077 |  8916213.69
      77937 |  8915900.50
      68192 |  8909327.80
      51550 |  8908936.86
     148331 |  8908302.60
      98713 |  8906815.84
      22805 |  8906742.74
     109979 |  8905586.48
     120365 |  8902810.70
      79136 |  8900106.66
     120125 |  8899381.50
      36349 |  8898517.02
      81226 |  8896779.62
     104785 |  8896140.79
     103073 |  8894159.00
     171346 |  8891743.35
      10476 |  8891264.22
     109000 |  8890436.65
     112610 |  8889295.59
      30800 |  8884434.45
       1168 |  8881908.96
      91262 |  8877809.70
      45436 |  8874468.12
     154189 |  8873364.00
     132355 |  8873050.45
      32595 |  8870201.69
      49439 |  8867911.05
     131740 |  8866994.30
     112093 |  8864544.84
     147416 |  8862739.20
     136745 |  8854065.18
     164198 |  8853379.86
      43047 |  8850271.20
      32572 |  8849902.74
     175634 |  8849876.64
     167882 |  8849722.55
      90414 |  8844135.16
      49777 |  8843281.90
      59854 |  8841150.66
     174019 |  8837951.44
     132896 |  8834478.64
     158203 |  8833124.50
      27333 |  8832595.00
     105386 |  8829534.63
      57315 |  8829374.90
     123288 |  8828321.14
     140471 |  8827776.00
      10917 |  8826898.11
     139007 |  8824107.60
     189832 |  8821886.20
      40623 |  8819891.22
      39866 |  8819437.32
     177125 |  8819018.05
      58753 |  8818534.01
     116138 |  8818233.06
     184306 |  8816107.16
     123123 |  8809016.04
      70398 |  8808850.30
     112633 |  8807679.27
      69437 |  8807400.24
      47531 |  8804747.01
      98091 |  8799035.18
      61485 |  8791178.40
     101006 |  8790701.01
      87268 |  8789866.54
     159895 |  8789682.20
       5318 |  8789370.32
      91359 |  8788986.40
     168078 |  8788694.40
     181645 |  8787566.61
      75382 |  8784696.36
     105557 |  8782294.29
     101590 |  8776759.76
     146568 |  8776089.15
       5390 |  8774123.58
      70670 |  8773685.10
     173660 |  8773531.11
     133349 |  8773227.88
      51950 |  8772685.13
      38668 |  8771324.60
     191434 |  8770302.82
      41602 |  8769829.68
     132089 |  8769524.18
      29646 |  8766149.00
     120550 |  8765488.60
     163266 |  8763329.25
     192795 |  8762874.30
     144188 |  8761318.80
     197911 |  8760190.08
       1666 |  8757541.84
      78631 |  8756881.67
     120171 |  8755199.62
       1681 |  8753138.40
     117311 |  8752820.15
     184153 |  8751009.12
      70604 |  8750414.18
      75579 |  8749158.84
     173167 |  8746631.33
     103861 |  8745561.00
      38214 |  8743656.73
     114561 |  8743493.31
     179965 |  8740241.91
     163169 |  8738017.86
      82813 |  8737661.40
     197878 |  8735641.12
     153582 |  8734230.09
     197600 |  8729628.75
     159470 |  8726512.40
      70761 |  8725095.10
      70708 |  8719411.86
     193798 |  8719056.90
     182369 |  8716629.86
      76799 |  8714515.21
     143909 |  8712210.00
      49276 |  8711942.75
     142000 |  8711533.60
      83494 |  8710159.85
     148247 |  8705969.94
     191061 |  8699860.80
      32248 |  8698766.14
     132411 |  8696400.13
      10039 |  8690285.28
     121222 |  8687431.30
      54550 |  8685937.50
       8512 |  8681749.95
     115480 |  8681571.34
     166178 |  8680509.38
     192902 |  8678456.19
     145881 |  8677846.71
     117289 |  8677745.88
       5996 |  8677371.78
      30845 |  8676385.20
     149460 |  8675139.38
     114030 |  8675110.73
      74909 |  8675092.08
      27685 |  8672296.21
      26998 |  8672008.84
      99834 |  8667574.26
      40334 |  8667141.42
      16639 |  8664981.90
      88510 |  8664091.32
      37115 |  8662183.72
     186497 |  8662051.44
       2846 |  8659527.40
      94477 |  8659233.66
      98198 |  8655549.87
      15412 |  8650157.83
     159379 |  8646077.44
     138670 |  8645789.02
      79370 |  8645095.50
     155988 |  8644635.09
     138207 |  8638855.68
      80505 |  8629531.68
     177954 |  8628095.63
     158481 |  8626998.80
      52890 |  8625716.85
      93073 |  8623452.30
     193261 |  8621251.36
     122923 |  8619819.20
      76026 |  8616555.72
     112027 |  8613883.18
     138839 |  8610500.87
      16608 |  8609981.70
      93491 |  8609746.00
     175461 |  8605531.92
     162408 |  8605096.36
      43211 |  8601432.48
      17812 |  8601266.71
      99439 |  8600303.09
      77601 |  8599856.34
     108149 |  8597562.50
     104476 |  8594170.53
      21232 |  8593890.89
     108971 |  8591575.60
      38670 |  8588451.16
      20707 |  8588363.28
     127342 |  8587276.80
     140717 |  8584097.72
       4754 |  8583428.28
     101774 |  8580664.09
     132722 |  8579561.11
     136889 |  8579464.26
       4811 |  8578549.45
      94429 |  8578145.10
     153574 |  8574318.97
      80632 |  8573047.93
      95807 |  8570002.27
     120749 |  8569768.14
      21679 |  8568788.31
     154545 |  8567932.48
     139750 |  8563328.88
      38700 |  8562646.05
     186299 |  8560245.37
      81188 |  8560084.86
      54187 |  8556709.00
      66485 |  8548378.72
      68201 |  8546890.23
     172277 |  8546812.04
     144273 |  8546148.51
     111777 |  8544725.34
      68504 |  8544558.83
      88685 |  8543097.50
     122203 |  8542222.09
     106644 |  8541524.86
     181855 |  8540058.50
      58256 |  8539333.08
      26012 |  8538736.80
      46010 |  8538716.84
      13211 |  8537000.01
     151210 |  8535662.48
     161504 |  8535536.78
      47516 |  8534038.48
      22801 |  8530786.20
      95618 |  8529543.74
     142410 |  8523149.67
      68950 |  8522642.15
        834 |  8522135.27
     159854 |  8521971.25
     104766 |  8521394.40
     144167 |  8520296.55
     198534 |  8518589.79
      28096 |  8515064.25
      21045 |  8514967.89
     162257 |  8514534.60
       7289 |  8513280.60
        719 |  8513135.55
      55095 |  8510618.25
      97097 |  8507714.84
     113485 |  8507248.97
     162677 |  8507023.20
     164504 |  8503350.77
      86670 |  8503248.46
      66568 |  8503247.60
     182224 |  8503125.29
      25754 |  8503011.70
     125684 |  8502618.30
     105648 |  8501205.25
      36720 |  8500682.70
      72282 |  8497213.89
     160810 |  8496403.30
     173275 |  8494618.56
     146307 |  8493396.30
      42813 |  8492423.34
     161432 |  8491542.54
     122112 |  8491410.95
       5016 |  8489784.15
      68135 |  8489163.69
      67053 |  8488316.52
      90356 |  8486271.06
      85741 |  8485955.50
      43761 |  8485630.88
      64076 |  8483913.36
      80659 |  8483533.63
     104474 |  8482960.76
     122890 |  8475950.19
     113066 |  8474664.96
     195807 |  8473254.79
     182948 |  8472103.60
     147346 |  8469219.04
     147046 |  8468502.06
      33543 |  8468446.49
      54776 |  8467553.16
     144266 |  8465769.20
      89542 |  8465026.30
     165366 |  8464375.59
      47348 |  8464301.28
     153113 |  8460681.32
       3133 |  8457433.34
      26911 |  8455033.44
      63776 |  8451904.80
     105990 |  8450247.49
     164162 |  8450178.40
      36011 |  8448945.28
      25307 |  8444626.94
      95417 |  8441252.55
     193493 |  8440138.26
     134485 |  8439829.18
      64984 |  8438815.20
     124379 |  8438311.46
     112916 |  8437673.12
      18011 |  8436852.60
      94751 |  8433377.10
     132977 |  8432222.32
      16722 |  8428528.88
      26661 |  8427581.40
      48578 |  8423842.64
     191659 |  8422663.26
     146410 |  8420214.38
      65747 |  8420196.55
      66560 |  8419919.85
       7735 |  8419828.80
      51392 |  8418757.78
      33483 |  8417159.68
      84284 |  8416637.17
     114491 |  8415985.46
      59865 |  8413811.41
      57496 |  8409203.68
     114201 |  8408724.00
     124622 |  8404179.60
      27896 |  8403638.62
      93211 |  8399447.64
      86692 |  8399375.88
     174778 |  8398618.70
      26156 |  8397209.76
      53293 |  8389505.46
      23645 |  8388515.49
     186616 |  8386627.71
      45700 |  8384901.56
      30664 |  8384781.90
     142706 |  8383891.02
       6448 |  8383534.29
     193843 |  8381002.98
     112376 |  8379797.00
      62967 |  8379654.40
     138737 |  8379588.61
     124169 |  8377760.52
     150162 |  8376665.00
      55819 |  8374797.90
     107380 |  8374733.36
     185435 |  8374552.38
     194748 |  8370499.62
      78061 |  8367727.72
     188064 |  8365634.84
     159971 |  8365154.04
      34828 |  8364113.51
     139977 |  8363793.30
      14840 |  8362878.30
      28887 |  8362819.92
      66755 |  8362383.97
     169156 |  8362038.55
     141196 |  8361701.10
      81236 |  8360322.80
     133241 |  8356314.30
      78268 |  8354931.48
     195333 |  8354089.07
      43144 |  8352409.30
       6168 |  8339073.00
      16941 |  8338243.02
      24499 |  8336248.44
     130356 |  8336131.88
      62379 |  8335822.04
      91696 |  8333897.09
     198335 |  8333735.16
      92868 |  8331732.36
      42908 |  8327968.00
      12813 |  8323153.92
      12113 |  8321673.33
     159945 |  8320087.24
     191393 |  8319476.18
     117661 |  8317537.15
     131963 |  8315958.00
     189212 |  8311372.56
     185633 |  8307563.88
     158821 |  8307112.14
      27365 |  8304010.38
      79620 |  8303251.71
      46536 |  8302975.38
      85643 |  8302885.92
      49748 |  8302144.28
      30186 |  8300918.34
      89083 |  8300640.18
     157459 |  8300514.04
     170022 |  8298417.96
      91380 |  8295878.76
     121996 |  8295824.52
     139629 |  8289907.20
     136794 |  8289353.00
      32014 |  8287323.88
     153708 |  8286581.10
      17934 |  8284662.30
     170398 |  8283769.49
     163016 |  8283521.06
     143182 |  8282329.20
     133971 |  8281299.91
     100658 |  8281269.49
      79652 |  8270564.48
     128809 |  8270145.60
       4424 |  8268957.02
     148019 |  8268816.16
      66380 |  8266979.94
     199642 |  8262985.24
      44412 |  8261684.91
     170357 |  8260412.20
     140851 |  8258984.02
     159894 |  8256152.91
     119883 |  8255785.62
     165015 |  8255493.56
      87888 |  8253616.83
     116313 |  8253010.11
     167986 |  8250747.78
      35429 |  8250240.25
      13991 |  8250077.04
      87951 |  8247202.92
     197678 |  8244360.36
     153869 |  8244169.22
     144692 |  8243070.64
     107531 |  8242727.95
     160546 |  8241388.18
      20750 |  8239129.08
     133067 |  8238769.05
     185618 |  8237403.45
     119720 |  8232636.00
      11084 |  8230064.70
     150030 |  8229329.00
     184300 |  8226838.20
      32916 |  8225880.60
      35115 |  8225312.48
     122614 |  8222051.94
      70628 |  8218484.89
      89474 |  8218322.90
      63292 |  8217388.25
      58423 |  8215748.80
      49160 |  8215645.38
      73654 |  8215156.28
      42322 |  8214178.98
     196628 |  8213603.04
     152528 |  8212449.00
     102470 |  8212390.20
     102789 |  8209901.45
     179786 |  8209348.10
       8528 |  8207699.37
     168261 |  8207057.77
      45721 |  8205551.33
      99989 |  8203177.80
     164997 |  8202225.48
      99854 |  8201904.91
      79157 |  8201267.09
(839 rows)

