 ps_partkey |    value    
      35233 | 11944314.60
      51760 | 11938924.15
     370006 | 11928047.04
     161943 | 11921679.60
     362475 | 11850388.62
      67295 | 11841620.84
     251033 | 11833704.94
     173084 | 11833650.03
     185997 | 11822959.40
     375990 | 11807077.28
     305121 | 11794071.92
     186325 | 11786051.24
      66756 | 11767482.60
      54194 | 11755192.75
     331998 | 11743371.24
     379606 | 11723578.11
     106569 | 11715845.16
      68738 | 11711111.57
      25807 | 11703061.46
     392439 | 11702497.14
      33518 | 11693988.64
     349741 | 11688186.21
     204410 | 11677646.13
     245362 | 11665083.62
     235776 | 11654325.78
     282489 | 11619629.08
     275764 | 11599387.92
     214430 | 11598428.68
     375484 | 11585266.35
     139211 | 11583272.96
     338357 | 11582299.86
     179784 | 11578477.68
      86380 | 11534527.38
     296424 | 11532726.90
     393842 | 11518007.52
     292920 | 11496264.60
      52485 | 11480717.70
     200761 | 11478351.26
     136583 | 11461948.18
     301434 | 11456302.73
     169768 | 11455762.44
     108753 | 11448091.84
     182646 | 11436495.79
     180120 | 11420419.46
     273699 | 11420278.38
     283132 | 11417843.55
     164162 | 11416112.80
     296967 | 11408847.12
     196009 | 11362006.98
     141621 | 11341915.35
      62478 | 11336971.77
     196264 | 11321283.08
     277343 | 11318639.47
     130423 | 11317003.92
     121203 | 11286663.76
      41089 | 11276981.76
      99864 | 11276377.10
      22552 | 11270931.55
      41681 | 11257104.24
     209844 | 11255232.33
      64260 | 11237690.57
     377859 | 11207552.08
     343265 | 11197852.10
     189456 | 11168978.78
     207888 | 11166405.45
     381664 | 11165595.04
     380761 | 11164281.63
     177583 | 11137652.82
      69434 | 11135242.98
     178174 | 11120888.48
     393036 | 11066832.21
      56437 | 11065206.40
     171890 | 11063432.70
     260777 | 11060590.50
      68476 | 11056923.72
     330636 | 11028024.77
     354767 | 11006631.22
     145648 | 10990887.21
     257309 | 10982327.35
     367289 | 10969721.41
     158015 | 10969297.79
     225402 | 10942753.60
     133508 | 10923426.40
     365567 | 10908767.49
     281614 | 10906391.07
     131431 | 10884109.82
     260180 | 10859730.88
     163520 | 10850421.52
      26435 | 10843113.01
      11808 | 10838440.27
      83062 | 10833816.81
     312918 | 10769133.13
     319186 | 10764528.33
     195417 | 10750848.64
     306849 | 10726202.76
      92368 | 10691943.72
      89061 | 10687729.76
     213496 | 10674894.62
     323013 | 10669545.74
     141616 | 10655419.46
     342868 | 10651905.32
     141355 | 10647870.66
     238866 | 10647839.25
     116898 | 10639956.39
     241611 | 10639474.80
     121006 | 10638516.46
      76530 | 10635579.96
     334288 | 10618674.38
     207600 | 10614099.60
     244488 | 10612544.21
     216476 | 10603199.66
     143266 | 10595908.53
     289260 | 10586386.85
     164181 | 10582658.40
     267677 | 10577241.16
     395147 | 10574024.12
     280143 | 10563780.87
      51374 | 10562394.33
     176606 | 10558901.88
     276882 | 10557115.64
      72873 | 10546668.88
      90423 | 10537256.08
     382860 | 10535095.31
     332552 | 10526546.01
     193462 | 10523190.36
      43734 | 10521724.19
      62224 | 10520511.06
     272646 | 10516827.66
      25798 | 10506900.54
     265125 | 10503576.17
     234770 | 10495515.21
      41018 | 10491790.92
     338629 | 10462698.09
     257357 | 10452363.66
     313070 | 10406636.76
     166677 | 10400431.22
     331234 | 10396279.11
       6998 | 10393502.84
      32918 | 10379940.73
     149757 | 10377863.08
     342436 | 10377668.25
     395155 | 10371856.49
     310348 | 10353112.96
     131610 | 10342381.64
     169199 | 10307261.42
      51196 | 10293112.50
     393009 | 10287681.07
     134023 | 10260973.05
     318933 | 10249247.64
     228309 | 10241817.85
     186362 | 10231853.12
     354454 | 10226532.24
     384720 | 10210905.38
     237637 | 10195693.84
     345612 | 10194276.76
       3054 | 10183437.76
       8280 | 10176247.43
     386449 | 10151663.32
       1915 | 10144750.53
      93736 | 10131958.48
     389946 | 10126305.44
      19336 | 10123861.10
     214819 | 10119519.89
     360564 | 10118267.16
        426 | 10103079.02
     218280 | 10087949.98
     188397 | 10084605.88
     165243 | 10078233.63
     320219 | 10045007.60
     188146 | 10036603.65
      97658 | 10033510.40
      57601 | 10030802.07
     347424 | 10029089.42
     382474 | 10024917.50
     370674 | 10022640.45
     185129 | 10013446.84
     285605 | 10004264.04
     323373 |  9991448.46
      15990 |  9988902.43
     127325 |  9985340.23
     399748 |  9965670.95
     175903 |  9953250.20
      83833 |  9935338.86
      66337 |  9934930.55
     202925 |  9931724.13
     282456 |  9907690.34
     340824 |  9906042.01
     159706 |  9898895.78
     211567 |  9898310.07
     201914 |  9892438.08
      46449 |  9891561.55
     207339 |  9887470.80
     317919 |  9887317.67
     189178 |  9883061.80
     197271 |  9864766.45
     144009 |  9849591.42
       8092 |  9841067.40
     359775 |  9835050.24
     302038 |  9829966.00
      99826 |  9829755.72
      67200 |  9828690.69
      26163 |  9823407.20
      93609 |  9819420.39
     192782 |  9815260.86
     109549 |  9814360.05
       4136 |  9812463.95
     102255 |  9811104.38
      62546 |  9802531.87
      70438 |  9800211.36
     323038 |  9798964.00
     200632 |  9797682.88
      28353 |  9797316.75
      96078 |  9794762.16
     279123 |  9793256.76
     173755 |  9791116.38
     146908 |  9784449.36
     390614 |  9783799.62
     177474 |  9780798.82
      79339 |  9779579.76
     110220 |  9777762.02
      80113 |  9777148.55
      37295 |  9768582.00
     256343 |  9762420.05
     287931 |  9745337.40
     399967 |  9744476.50
     107933 |  9743240.85
      53543 |  9738904.25
      72218 |  9735710.22
     357555 |  9728740.14
      95481 |  9728718.16
     332607 |  9726196.63
     337777 |  9723467.27
     315811 |  9720838.46
     266412 |  9715407.84
     226086 |  9712625.17
     133377 |  9712304.18
     108701 |  9709370.52
     134417 |  9704228.31
     347888 |  9696842.60
      71145 |  9686804.71
     306393 |  9686549.92
      50674 |  9686023.48
      75376 |  9684604.08
     261439 |  9679731.93
      86174 |  9679107.75
     382430 |  9676548.00
     290426 |  9675975.42
     374527 |  9670406.99
      94394 |  9659721.38
     300510 |  9658425.34
     109849 |  9657602.08
      26597 |  9653930.66
     289434 |  9652545.60
     278360 |  9651839.59
      94276 |  9646694.82
     239992 |  9646372.40
     260648 |  9643628.64
      72569 |  9643526.90
     153033 |  9641426.15
      88133 |  9640044.26
      40376 |  9639358.50
     384828 |  9639337.50
     230331 |  9639210.00
      60658 |  9636093.35
     219546 |  9634923.20
     289814 |  9634439.16
     274363 |  9631530.99
     218998 |  9629692.80
     165642 |  9629358.08
     141635 |  9628994.88
      55497 |  9625796.64
      18518 |  9622777.79
     331863 |  9621777.75
     131323 |  9619147.35
      31353 |  9616739.64
     344538 |  9616511.66
     345420 |  9612675.93
     172106 |  9610471.21
      14136 |  9609762.72
     117836 |  9602262.32
     306701 |  9599348.28
     329163 |  9598782.58
      84792 |  9593873.67
     314758 |  9589986.38
     179864 |  9587271.84
     302481 |  9584254.65
     177638 |  9582238.27
     157482 |  9580174.90
      14834 |  9578645.36
      70873 |  9578171.76
     143062 |  9570262.68
     260980 |  9569054.88
      10426 |  9565791.44
     121147 |  9565085.12
     284302 |  9561068.52
      35112 |  9560438.20
     308375 |  9556763.31
     287182 |  9555388.79
     335655 |  9554484.51
      60082 |  9552924.08
     102048 |  9552716.25
     371702 |  9551493.64
      57222 |  9549627.34
     336798 |  9549506.82
     150140 |  9547606.20
     362862 |  9546738.24
     266867 |  9546615.75
     103013 |  9546040.94
     336584 |  9540836.13
     307496 |  9540671.08
     180573 |  9535260.08
       8644 |  9535053.68
     377282 |  9534684.25
     278557 |  9531520.80
     175664 |  9530038.29
     233982 |  9528959.88
     276269 |  9528200.15
     380447 |  9527914.45
       5378 |  9522828.26
      88506 |  9522346.04
     140888 |  9518469.87
     392662 |  9515534.71
     374213 |  9514584.30
     123901 |  9500634.08
      65815 |  9497483.84
      32554 |  9496892.40
     372898 |  9495318.02
     390563 |  9493740.27
     231345 |  9493313.85
     366852 |  9487771.16
     175624 |  9487433.40
     305399 |  9481833.06
     100341 |  9480771.63
     300751 |  9480231.91
     394250 |  9477641.25
     302508 |  9477458.10
     137404 |  9476920.83
     335572 |  9475752.05
     390784 |  9473129.37
     320083 |  9472601.74
     272607 |  9471463.57
     284996 |  9469249.65
     222369 |  9468551.43
     234103 |  9468111.69
     139777 |  9467831.61
     111326 |  9467058.24
     149847 |  9466886.05
     326427 |  9466525.68
     139269 |  9462647.04
     270538 |  9461585.13
      72705 |  9461220.60
     189758 |  9456214.09
     105471 |  9451589.16
     327152 |  9451174.44
     161455 |  9446631.30
       7014 |  9446124.42
      58831 |  9439896.88
     335481 |  9439704.07
      40917 |  9438102.71
     131630 |  9437479.97
     190481 |  9430519.41
      74633 |  9429373.70
      92010 |  9425975.85
      54714 |  9425872.68
     179488 |  9423455.47
       2888 |  9421189.92
     289951 |  9420691.65
      96184 |  9420272.58
      32843 |  9417542.64
      60916 |  9416873.00
     191654 |  9415840.44
     325235 |  9411282.58
      12913 |  9409136.70
     147430 |  9408356.14
     120113 |  9407001.31
       5467 |  9406788.47
     242566 |  9406218.24
     164099 |  9405551.25
       6057 |  9405359.37
     324200 |  9405255.76
     227883 |  9405092.52
     316556 |  9403638.48
      15379 |  9402473.87
     386377 |  9402111.84
     340557 |  9394948.00
     361478 |  9394210.09
     293014 |  9389848.49
     287971 |  9388884.70
     145754 |  9388468.39
     111611 |  9382792.89
     316828 |  9382395.67
     181046 |  9379863.50
     384830 |  9379537.65
     197498 |  9377024.70
     128248 |  9376026.74
     129267 |  9375930.17
      20381 |  9372823.48
     210966 |  9372271.61
     304104 |  9364092.08
     191384 |  9363375.56
      41621 |  9361101.78
       6240 |  9360353.60
     292985 |  9359645.80
         73 |  9359505.27
     354430 |  9358803.75
      40502 |  9353114.40
     386867 |  9351180.10
     153092 |  9348916.98
      78010 |  9348252.56
      82198 |  9344090.68
      73198 |  9343361.14
     102989 |  9341350.20
     163312 |  9338280.62
     335398 |  9337929.74
     234130 |  9336586.12
     246692 |  9331242.03
      28517 |  9327581.22
     222274 |  9323602.72
     323692 |  9322150.68
     148749 |  9322106.40
     233025 |  9321157.97
     201868 |  9317998.60
     286628 |  9317546.06
       1924 |  9317089.73
     341381 |  9316175.00
     251962 |  9313718.81
     328054 |  9313295.77
     340659 |  9312875.24
     271899 |  9309710.00
     104121 |  9307123.98
     330856 |  9303627.20
     284633 |  9302877.81
      46154 |  9300904.11
     248058 |  9300648.00
      99639 |  9299281.97
     366628 |  9299141.78
     219777 |  9298457.25
     296588 |  9294765.39
      12578 |  9294459.18
      17496 |  9294297.44
      37827 |  9290882.25
     144476 |  9290658.72
     213353 |  9288942.30
     230765 |  9288835.53
     375961 |  9288740.12
     121325 |  9287422.10
      16473 |  9285140.70
     257602 |  9283820.97
     268526 |  9282984.66
      99418 |  9281056.72
     308473 |  9274790.14
     291665 |  9273827.97
      57527 |  9270300.87
     363282 |  9269876.54
     310791 |  9266295.20
     329278 |  9266253.12
     298712 |  9265358.16
     328361 |  9264404.24
     385684 |  9263743.17
     230906 |  9263227.00
      95662 |  9263067.20
     359181 |  9262491.00
     290151 |  9260264.52
     391789 |  9259553.81
     252090 |  9259002.62
      21876 |  9258362.66
     234402 |  9256055.75
     355627 |  9255906.22
     174165 |  9255567.10
     316819 |  9253542.15
      51106 |  9252870.81
      13028 |  9252344.40
     391936 |  9251789.36
     367963 |  9250164.42
      21533 |  9248094.10
     169662 |  9247030.50
      10379 |  9246500.62
     193471 |  9246209.44
     193599 |  9244854.57
     325003 |  9237291.25
     175703 |  9235808.01
     147003 |  9234847.99
     145919 |  9231081.52
     192867 |  9226421.99
     305381 |  9226356.55
     351887 |  9224800.20
     252571 |  9223982.79
     367254 |  9223689.44
     186560 |  9223536.24
     141792 |  9220837.01
     257785 |  9220191.75
     339159 |  9219056.00
      60372 |  9218885.20
     290328 |  9215704.27
     160235 |  9214285.93
      46610 |  9209753.00
     248397 |  9206533.18
     176656 |  9205050.93
     373175 |  9204401.96
     141553 |  9204293.25
      82977 |  9203431.90
     120133 |  9199039.20
     250978 |  9198196.80
     339568 |  9197588.40
     212393 |  9195797.50
     253967 |  9195312.44
     398715 |  9194669.56
     113064 |  9192327.20
     354423 |  9192075.03
     252646 |  9190211.68
     180426 |  9190140.06
       4830 |  9189111.25
     144156 |  9187853.78
     181871 |  9182595.24
     190408 |  9182499.65
     206681 |  9182469.76
     371744 |  9180866.75
      98262 |  9180643.77
      34453 |  9179931.29
     203036 |  9178703.54
      13406 |  9178193.57
     145872 |  9177416.08
      59336 |  9175059.34
     214376 |  9174508.72
     262196 |  9174328.36
     120057 |  9171000.59
     359755 |  9169255.99
     381924 |  9168806.12
      81237 |  9168521.25
     102159 |  9165900.25
     167539 |  9160815.42
     349370 |  9158355.36
     354752 |  9156525.00
      56432 |  9156445.46
     351705 |  9155541.25
      99030 |  9154455.66
      82369 |  9153201.75
      81955 |  9150860.25
     150385 |  9150347.13
     266306 |  9149978.76
      46628 |  9149837.30
     192504 |  9149747.76
     176381 |  9149138.81
     307852 |  9147317.76
      56476 |  9144509.44
     192873 |  9143998.60
     316474 |  9142047.36
     111739 |  9141600.00
     298786 |  9139946.76
     293839 |  9134946.29
     325869 |  9134520.72
     165501 |  9133764.50
     165773 |  9133321.78
     243516 |  9131946.00
     118199 |  9131702.73
     237672 |  9131412.96
     264887 |  9131388.50
     306244 |  9131335.46
     238036 |  9130585.75
     351773 |  9127363.16
       8712 |  9121616.36
     370681 |  9120344.85
     153736 |  9120096.00
     249544 |  9118869.40
      42675 |  9117552.95
     293034 |  9112571.60
     201826 |  9106495.94
       8881 |  9105747.66
      47483 |  9104278.56
      30457 |  9101591.44
     230088 |  9101563.68
     248146 |  9101274.00
      52318 |  9099322.79
     146346 |  9098628.00
     159931 |  9097408.50
     296992 |  9096056.19
     130386 |  9091072.36
     349874 |  9086863.06
     360502 |  9085112.80
     218064 |  9083155.90
     357488 |  9082131.00
     108250 |  9081473.42
     295867 |  9081022.59
     132870 |  9080882.02
      60672 |  9075890.38
      46012 |  9071763.70
     227285 |  9070959.03
      13510 |  9070435.00
     248546 |  9068968.48
     162184 |  9068835.78
       3420 |  9061393.28
      53127 |  9060887.15
     275292 |  9060699.78
     230814 |  9058189.76
     146766 |  9057964.20
      30161 |  9057120.00
     194854 |  9057015.30
     286853 |  9054766.92
     176242 |  9054021.24
     129645 |  9052948.80
     107181 |  9052500.10
     393846 |  9052232.25
      21451 |  9051725.02
     145377 |  9050387.04
       9196 |  9049437.10
     151038 |  9048960.12
     229443 |  9046894.20
      87583 |  9042217.33
     179339 |  9041578.41
     142532 |  9041248.10
     373048 |  9041141.91
      58989 |  9040388.28
     363371 |  9036072.80
     259615 |  9035400.68
      69821 |  9034265.52
     222550 |  9030920.85
      88595 |  9029843.68
      80253 |  9029182.50
     356762 |  9028241.21
      38861 |  9028108.44
       8978 |  9025929.00
     344108 |  9020952.24
     149434 |  9018958.18
     350781 |  9018088.70
     182886 |  9015679.44
     105073 |  9014860.50
       2989 |  9013412.04
      92206 |  9013318.23
      65919 |  9012049.03
      55481 |  9011660.80
     275319 |  9008608.04
     110387 |  9008026.37
      93328 |  9007211.20
     163805 |  9005364.31
     365405 |  9002359.63
      71035 |  9001740.65
      32598 |  8999905.74
      27340 |  8998691.16
     142826 |  8998297.44
     371306 |  8996682.93
     217604 |  8996313.64
     289066 |  8992129.99
      34376 |  8987551.84
     124891 |  8985765.07
     243047 |  8983955.61
      52484 |  8982352.60
     111141 |  8982165.36
     223252 |  8981665.20
      77047 |  8981489.79
     332089 |  8981466.12
     382563 |  8981435.68
      52305 |  8980997.80
      77297 |  8980117.71
     316423 |  8978686.00
     206304 |  8977351.24
     374430 |  8976093.76
     384273 |  8974744.53
      99846 |  8972973.24
     196762 |  8972928.96
     349654 |  8971845.96
     337078 |  8970004.38
      88054 |  8969681.76
     313696 |  8967883.76
     240605 |  8967430.70
      67687 |  8967084.12
     146081 |  8964834.06
     102322 |  8963235.21
      62682 |  8961564.24
      85695 |  8958731.04
     396789 |  8957000.64
      30670 |  8956415.28
     261510 |  8956284.42
     254462 |  8952393.45
     397092 |  8952192.20
       5318 |  8950317.26
     315151 |  8950157.12
      34922 |  8949109.18
     350141 |  8949102.12
     292785 |  8947994.88
      56448 |  8947456.32
     126683 |  8946915.14
     236955 |  8946350.40
     382819 |  8945561.50
     257203 |  8942778.36
     253839 |  8942127.15
     149924 |  8942072.94
      65125 |  8940081.15
      63389 |  8939257.70
     143293 |  8937783.21
     268222 |  8937184.50
     365434 |  8936197.02
     146595 |  8934710.40
      61663 |  8933234.84
      53303 |  8932344.30
      46998 |  8930464.23
     252589 |  8927408.24
     208552 |  8926254.10
     246300 |  8925037.92
     347549 |  8924057.92
     178066 |  8924012.46
       9266 |  8923656.30
     187962 |  8919296.10
     277734 |  8919252.16
     279755 |  8917156.07
       7989 |  8915229.89
     276710 |  8911290.34
      14561 |  8910653.92
     130459 |  8909000.10
     341434 |  8908663.20
     191601 |  8908660.39
     380928 |  8908023.58
     280166 |  8907528.39
     291662 |  8907405.78
     325909 |  8907202.32
     133330 |  8907195.90
     245579 |  8906238.95
     390996 |  8904391.98
      80478 |  8902697.28
     273096 |  8902587.75
      90400 |  8901127.84
      79136 |  8900106.66
      79198 |  8899832.37
     141749 |  8896078.79
     243204 |  8893535.52
      44572 |  8892371.06
     274082 |  8891781.12
     309435 |  8891587.73
     112610 |  8889295.59
     182377 |  8887571.05
     347273 |  8886771.86
     353028 |  8886318.80
      77602 |  8886078.00
     137277 |  8885997.40
     173328 |  8884631.60
      85833 |  8884591.44
     341355 |  8884099.36
      74351 |  8883628.00
      52873 |  8883511.18
     250634 |  8880787.47
      16574 |  8879845.70
     164606 |  8879424.54
     360789 |  8878013.10
     372446 |  8876814.33
     345642 |  8876782.01
      42258 |  8876608.65
     362637 |  8876574.30
     317899 |  8875930.14
     292667 |  8875523.37
      42653 |  8875418.44
     256045 |  8873850.60
     229287 |  8873611.56
     154189 |  8873364.00
     336598 |  8872279.19
     113382 |  8871615.72
     342520 |  8870715.75
     131559 |  8869634.76
      49439 |  8867911.05
     248701 |  8866644.24
     201313 |  8863586.65
     369776 |  8863387.68
      45626 |  8863042.88
     147416 |  8862739.20
     218037 |  8862195.86
     186561 |  8861658.75
      15720 |  8861019.89
     373255 |  8860841.50
     124884 |  8860449.51
     310441 |  8860057.68
     180219 |  8858692.70
     122487 |  8857662.60
     291566 |  8857423.04
     267888 |  8856264.76
     205648 |  8855009.31
     164198 |  8853379.86
     201286 |  8852096.50
     337593 |  8850387.24
      43047 |  8850271.20
      44640 |  8850010.98
     380290 |  8846539.24
     358260 |  8846530.02
     209420 |  8845298.95
     396324 |  8843980.68
     357251 |  8843715.87
     321321 |  8843289.09
      41922 |  8843283.24
      74314 |  8842102.43
     328907 |  8840987.19
     157934 |  8840640.60
     205372 |  8839807.00
     395429 |  8838896.04
     142581 |  8838877.32
     296664 |  8837138.92
     263478 |  8835128.46
     132896 |  8834478.64
     140471 |  8827776.00
     226303 |  8827377.00
     173504 |  8826321.60
     346393 |  8826113.49
     105798 |  8825991.88
     267261 |  8824031.48
     362529 |  8822232.76
      10151 |  8822025.75
      10392 |  8821755.74
      77847 |  8820658.76
      10380 |  8819937.62
     329890 |  8819168.20
     322479 |  8815656.96
     166792 |  8813499.66
      41999 |  8813410.14
     291543 |  8811242.40
     212248 |  8811114.50
     264110 |  8810746.42
     394177 |  8807730.36
     394792 |  8804442.58
     340073 |  8804282.48
      41192 |  8803776.01
     152011 |  8801084.98
     200101 |  8800671.47
     369803 |  8800306.08
      21952 |  8798624.19
     190348 |  8797618.73
     199849 |  8795038.02
     330933 |  8792361.58
     321160 |  8791116.98
     273746 |  8791057.59
     242845 |  8790994.80
     217110 |  8790939.64
      53757 |  8789219.59
     159440 |  8789097.35
     211350 |  8787386.50
     104331 |  8786844.54
     237603 |  8786678.21
     174268 |  8785248.68
     129487 |  8785129.78
     267938 |  8784262.08
     196528 |  8784260.28
        261 |  8784244.07
     333320 |  8783871.33
     260707 |  8783291.52
       8453 |  8783047.86
     173858 |  8781518.94
     340301 |  8780927.77
      19136 |  8779848.52
     164477 |  8778477.56
     117583 |  8776391.60
     146568 |  8776089.15
     157924 |  8775828.72
     174454 |  8774592.78
      38519 |  8773797.12
     295877 |  8773694.02
     150803 |  8773577.40
     334812 |  8769545.20
     316031 |  8766568.43
      29646 |  8766149.00
      60310 |  8765812.60
     163266 |  8763329.25
     256432 |  8758859.24
     283219 |  8756913.78
     120171 |  8755199.62
     238945 |  8754669.33
     129849 |  8753012.94
     360459 |  8752734.37
     284743 |  8752657.04
     384494 |  8751922.00
     249794 |  8751316.00
     392056 |  8749958.66
     242404 |  8745649.26
      11119 |  8744971.75
     216321 |  8744659.37
     325276 |  8743648.00
      69467 |  8743322.15
     334458 |  8742744.08
     258209 |  8742285.76
      94468 |  8740795.96
     283534 |  8740248.90
     203674 |  8738589.12
     260691 |  8737861.14
      78280 |  8737843.95
      82813 |  8737661.40
     386251 |  8737232.52
     326433 |  8735894.50
     337568 |  8735746.15
     236230 |  8735308.00
      37307 |  8734917.56
      50913 |  8734627.04
     184728 |  8732682.63
      46472 |  8732478.02
      33824 |  8731052.90
      94207 |  8728180.58
     231443 |  8727527.25
     215659 |  8727009.16
      13054 |  8726682.52
     391353 |  8726391.60
      28331 |  8723902.32
     265293 |  8723582.10
     127076 |  8722977.90
     180568 |  8719652.90
     254430 |  8719005.51
     185550 |  8718502.94
     274876 |  8717304.40
     277224 |  8716000.86
     224431 |  8715881.39
     101030 |  8715803.08
      59431 |  8715482.28
     354561 |  8714423.31
     379211 |  8713307.37
     181121 |  8709392.97
     326546 |  8708865.87
     244101 |  8705354.50
      73661 |  8704398.26
     242715 |  8703803.64
     230651 |  8702230.07
      39558 |  8699758.20
     127892 |  8699614.80
     226628 |  8698961.90
     161180 |  8697450.88
     206154 |  8695261.32
      31390 |  8693990.30
     380895 |  8692194.29
     117675 |  8691404.10
      72565 |  8689815.93
     175909 |  8689350.03
     337337 |  8688406.70
      91743 |  8687324.36
     111111 |  8686075.97
      60536 |  8684818.56
      81943 |  8681064.20
     232463 |  8679981.44
     374341 |  8679703.60
     243614 |  8678394.76
     317096 |  8678094.44
      17913 |  8677418.75
       5996 |  8677371.78
     303013 |  8676455.85
     275484 |  8675432.52
     149460 |  8675139.38
     208016 |  8674232.20
     210799 |  8672850.68
      26998 |  8672008.84
      10564 |  8667098.22
     397876 |  8666821.24
      82486 |  8663913.03
     181552 |  8663771.90
      72345 |  8663307.66
     254764 |  8663087.46
      68089 |  8661892.00
     227655 |  8661781.44
     190820 |  8661556.25
     137315 |  8661380.25
     127907 |  8660966.64
     232544 |  8660160.00
     304423 |  8659235.26
     175831 |  8658737.00
     281266 |  8656864.20
     230979 |  8654558.79
     279458 |  8650074.40
     247578 |  8649312.41
     138681 |  8649082.77
     369169 |  8647241.28
     388434 |  8646849.44
     318517 |  8643723.95
     290948 |  8643184.35
     157240 |  8640926.65
      88270 |  8639881.99
     211140 |  8639323.28
     383962 |  8638963.08
     319409 |  8638282.62
      40717 |  8638091.06
     100715 |  8635187.20
     230392 |  8635084.89
     261577 |  8632826.64
     252298 |  8632696.86
     270117 |  8630300.33
     150354 |  8630288.15
     363120 |  8629842.00
     341519 |  8628933.95
     166328 |  8628052.77
     356879 |  8626450.56
      58280 |  8625642.33
     313174 |  8624867.56
     134434 |  8624655.08
     284881 |  8624494.13
      40659 |  8623927.20
     303382 |  8620698.24
     181628 |  8618562.78
      58458 |  8618462.10
     313235 |  8617761.89
     327674 |  8614378.85
      54554 |  8614144.36
     255881 |  8613608.56
     238083 |  8612515.68
     354760 |  8612368.64
     249435 |  8611434.64
     215512 |  8611121.35
      23479 |  8609640.93
     156898 |  8609400.61
      76793 |  8608134.88
     170138 |  8607748.62
     221250 |  8605295.20
      25683 |  8605018.20
     147906 |  8604768.00
     250374 |  8603422.72
     216616 |  8603076.63
     315128 |  8601494.92
      72522 |  8601479.98
      43211 |  8601432.48
      77601 |  8599856.34
      45315 |  8599298.94
     256693 |  8598505.65
     238208 |  8598304.83
     349510 |  8597651.72
     133650 |  8597619.27
     174856 |  8597138.12
     325958 |  8596937.93
     396590 |  8596551.01
     375243 |  8595796.85
     297032 |  8594958.42
     379016 |  8594875.00
     104476 |  8594170.53
     190385 |  8593789.72
     196008 |  8591872.84
      20707 |  8588363.28
     269863 |  8584882.84
     140717 |  8584097.72
     280793 |  8583046.74
      70839 |  8582593.07
      50783 |  8580752.00
     336177 |  8579279.64
     370630 |  8578743.75
     263100 |  8578340.08
      11057 |  8576700.12
     324088 |  8576697.87
     158861 |  8576116.05
      88956 |  8574751.90
     233471 |  8573487.46
     238054 |  8571519.84
     275781 |  8571404.25
     235636 |  8570043.95
     172601 |  8569808.18
     190426 |  8567643.58
     157293 |  8567413.76
     306549 |  8565994.75
     202376 |  8564750.85
     288684 |  8562218.10
     373335 |  8558738.85
     248042 |  8558046.98
     248995 |  8557680.78
     161748 |  8556675.54
     221893 |  8554653.80
     232908 |  8554599.99
     111243 |  8553627.55
     296019 |  8553074.66
     345773 |  8552867.98
     361594 |  8551500.55
