 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                             s_comment                                             
   9848.82 | Supplier#000005190        | IRAN                      |     25189 | Manufacturer#3            | Ho GIXxcwcCBwVqH,U7W                     | 20-266-562-4864 | atelets cajole slyly among the final ideas. carefully thin accounts integrate fu
   9836.43 | Supplier#000000489        | IRAN                      |    240488 | Manufacturer#3            | y9NMoYGxDUPfrB1GwjYhLtCeV7pOt            | 20-375-500-2226 |  quickly carefully pending accounts. fina
   9835.11 | Supplier#000007903        | IRAN                      |    247902 | Manufacturer#5            | lYp 8NwPsgD59y0T5w06RVy                  | 20-445-158-6409 |  the slyly unusual packages. unusual realms could have
   9825.95 | Supplier#000007554        | IRAQ                      |    342536 | Manufacturer#2            | Huq0k qKET hByp3RcMcr                    | 21-787-637-9651 | ending, final requests thrash pending, 
   9806.52 | Supplier#000005276        | IRAQ                      |    110260 | Manufacturer#1            | inh0KOhRfLM7WRhdRNvJJDQx                 | 21-834-496-7360 | the slyly unusual theodolites; carefully even accounts use slyly. sl
   9806.29 | Supplier#000000144        | SAUDI ARABIA              |    100143 | Manufacturer#4            | f8tddEKps816HHqNwsKdn3                   | 30-726-423-7363 |  carefully even pinto beans n
   9772.90 | Supplier#000014824        | IRAN                      |    174823 | Manufacturer#3            | eRnK krsvkD45ydRX,xLT                    | 20-463-777-4520 | ar excuses above the ironic, pending pinto beans wake quickly furiously pending
   9763.28 | Supplier#000000982        | IRAN                      |    130969 | Manufacturer#2            | 2GJow4mz8ZkIPUSibA0NZ3OyR5TkfHx0         | 20-884-330-2979 | deas cajole carefully furiously regula
   9755.43 | Supplier#000002439        | EGYPT                     |    122438 | Manufacturer#5            | rXxojWV0VefSK7A0dhF                      | 14-410-168-5354 | p quickly packages. carefully pending pinto beans after the 
   9754.60 | Supplier#000000133        | EGYPT                     |    395113 | Manufacturer#3            | QT,semYwdx                               | 14-731-952-5158 | he quickly express instructions 
   9753.96 | Supplier#000017279        | JORDAN                    |     97278 | Manufacturer#3            | 4VOtV6AkFFArm2gaKygpkoai7Q               | 23-426-387-7295 | lly about the slyly regular theodolites. blithely even deposits cajole c
   9753.96 | Supplier#000017279        | JORDAN                    |    162254 | Manufacturer#4            | 4VOtV6AkFFArm2gaKygpkoai7Q               | 23-426-387-7295 | lly about the slyly regular theodolites. blithely even deposits cajole c
   9751.58 | Supplier#000015627        | EGYPT                     |    215626 | Manufacturer#5            | pCPy4hsiCk3oUrpJHoTHxU4ub3qoo7oi         | 14-386-925-3563 | efully final gifts. carefully brave pinto beans use ca
   9741.50 | Supplier#000010528        | EGYPT                     |     25526 | Manufacturer#3            | r8,X9hTTBJHk,yBjSez                      | 14-839-289-1346 | ely special pains across the express accounts could have to was after the final deposits. fl
   9740.48 | Supplier#000000930        | IRAN                      |    215919 | Manufacturer#3            | jYRHnCNnk55 CODbFLqby,ewwOQa1M           | 20-435-373-1909 | ly unusual asymptotes at the fluffily ironic requests hinder slyly regular 
   9735.65 | Supplier#000003762        | EGYPT                     |     13761 | Manufacturer#3            | WSG6rYnCGTb53M5Xg,vjZtQuQVGeGPPMEt4z     | 14-265-178-5568 | furiously final requests above the carefully ev
   9735.65 | Supplier#000003762        | EGYPT                     |    203761 | Manufacturer#4            | WSG6rYnCGTb53M5Xg,vjZtQuQVGeGPPMEt4z     | 14-265-178-5568 | furiously final requests above the carefully ev
   9735.65 | Supplier#000003762        | EGYPT                     |    318746 | Manufacturer#3            | WSG6rYnCGTb53M5Xg,vjZtQuQVGeGPPMEt4z     | 14-265-178-5568 | furiously final requests above the carefully ev
   9730.47 | Supplier#000010689        | SAUDI ARABIA              |    115673 | Manufacturer#3            | TaTlUbCIhwlQ6xbQJq9zOxXaZlkftHIJyxNNfmC  | 30-832-526-4302 | blithely. platelets haggle bravely s
   9730.21 | Supplier#000009901        | IRAQ                      |    144893 | Manufacturer#5            | 8uN0zqb46 Bve                            | 21-981-827-6340 | olphins. slyly regular platelets doubt slyly. 
   9715.91 | Supplier#000007131        | SAUDI ARABIA              |    317100 | Manufacturer#5            | idB,ZCHCaKXfMZdEGcSu0onzMnavfZrqp0lYcB   | 30-149-781-3330 | bold accounts according to the furiously pending theodolites x-ray furiously 
   9705.00 | Supplier#000002452        | SAUDI ARABIA              |    397432 | Manufacturer#5            | aSYD1SvrdIGV8LxRL QDp5m9dV               | 30-505-249-4504 |  about the blithely express foxes. bli
   9677.67 | Supplier#000011307        | SAUDI ARABIA              |    321274 | Manufacturer#2            | kVI7EgGGEEV8Fc1wR6ezuihEdGp5WgDan7cX     | 30-742-254-9091 | s about the carefully bold requests nag carefully carefully final accounts. packages about the
   9664.68 | Supplier#000004831        | SAUDI ARABIA              |    374794 | Manufacturer#3            | P7etrrqyCmgg5ZDxFIl7 8PanbiO0pJRCrxlGh,s | 30-230-129-4785 |  theodolites use fluffily unusual courts-- carefully unusual dependenci
   9662.33 | Supplier#000016226        | IRAN                      |     66219 | Manufacturer#5            |  AuGFdApI,2QRoG                          | 20-219-531-6493 | he fluffily final theodolites boost slyly across the pending dependencies. special
   9661.47 | Supplier#000019498        | EGYPT                     |    149483 | Manufacturer#2            | 2spv49nehhkpr                            | 14-335-281-6039 | aggle above the express packages
   9650.57 | Supplier#000013400        | JORDAN                    |    293399 | Manufacturer#1            | IohU8owH4T4                              | 23-739-626-1567 | eodolites. quickly regular instructions cajole. silent, even asymptotes integrate blit
   9611.79 | Supplier#000005305        | JORDAN                    |    195286 | Manufacturer#1            | nq0BDIq7RkB3Nlf29acxIE                   | 23-259-536-6169 |  requests haggle slyly ideas. furiously express requests haggle furiously above the ironic theodo
   9595.35 | Supplier#000011204        | IRAN                      |    226192 | Manufacturer#4            | Avc9N8hTKcKynxME3wIMozpYzORl1hIFCiSg     | 20-735-801-7471 | iously regular deposits. deposits ac
   9595.35 | Supplier#000011204        | IRAN                      |    366185 | Manufacturer#4            | Avc9N8hTKcKynxME3wIMozpYzORl1hIFCiSg     | 20-735-801-7471 | iously regular deposits. deposits ac
   9573.99 | Supplier#000019579        | SAUDI ARABIA              |    154571 | Manufacturer#4            | AHaBv5B,2wcBAaNXXenVIxynGO2              | 30-901-105-1572 | deposits integrate quickly thin packages. regular requests boost reg
   9568.38 | Supplier#000010228        | IRAN                      |    265214 | Manufacturer#5            | fHPenw3bKQtO30                           | 20-267-922-8921 |  unwind blithely around the final packages. accounts should
   9563.48 | Supplier#000009720        | IRAN                      |     29719 | Manufacturer#2            | leK82UIpE4GmuwkGpg3stx48r2WGr neoG       | 20-132-178-9010 | ses. carefully regular ide
   9561.71 | Supplier#000017387        | JORDAN                    |    107376 | Manufacturer#1            | jbFBt1 WdjKBIk                           | 23-588-466-5793 | y final accounts sleep. iron
   9557.33 | Supplier#000007367        | EGYPT                     |    227366 | Manufacturer#3            | bTP8DLvaRAB0n                            | 14-234-934-5255 | ep slyly regular accounts-- regular, regular excuses dazzle furiously about the reg
   9505.89 | Supplier#000017397        | JORDAN                    |    287368 | Manufacturer#2            | DYJlQxYTvu5tvC                           | 23-809-357-9381 | ly slow requests wake closely above the accounts. pendin
   9504.53 | Supplier#000010484        | EGYPT                     |    200463 | Manufacturer#2            | w9Ix8I0onb9VsyC0sAl8Phqqs                | 14-873-503-6896 |  pinto beans according to the unusual, bold instructions sleep carefully special instructions. 
   9486.11 | Supplier#000009947        | EGYPT                     |    339914 | Manufacturer#1            | 9xZDbMjIUQRgvE5dtZgiOvz1DB               | 14-628-127-7953 | blithely regular ideas. blithely regular Tiresias are accordin
   9483.99 | Supplier#000010495        | JORDAN                    |    340460 | Manufacturer#4            | vWi8,P41zrCA                             | 23-630-610-2068 | quests wake pending instructions. fluffy accounts serve bold ideas. enticing h
   9461.04 | Supplier#000002718        | JORDAN                    |    352683 | Manufacturer#5            | qAIEvc9S13WI9TtYqU,48gj0                 | 23-700-162-8801 |  even deposits use along the deposits. furi
   9450.15 | Supplier#000002067        | EGYPT                     |    237055 | Manufacturer#4            | 9dO68x0XLMCUDuFk1J6k9hpvLoKx 4qasok4lIb  | 14-252-246-5791 | rding to the regular dolphins. quickly ir
   9445.99 | Supplier#000004274        | SAUDI ARABIA              |    309228 | Manufacturer#1            | VpVZ1PbArLtxZ1ryS,9 j5dzYgTC0Dy0 DWM     | 30-322-776-7259 | packages boost carefully across the carefully special sheaves. c
   9444.52 | Supplier#000019469        | IRAN                      |    184441 | Manufacturer#3            | cs uyLmAO95DSm9E5VEk4Utl9jpNs MgeR3a     | 20-272-599-3156 | nag furiously. carefully even pinto beans use about the theodolites. blithel
   9439.52 | Supplier#000013062        | IRAN                      |     48059 | Manufacturer#2            | wKCiqRGC2gecC3wIGRDkaqbLP2x1             | 20-894-309-4548 | ajole carefully unusual, thin foxes? pinto beans wake throughout t
   9412.89 | Supplier#000016148        | EGYPT                     |    176147 | Manufacturer#4            | TdiwG53UfGvGmeq69NAKHxKiGm,RZ68NLq       | 14-268-996-8559 | ies. slyly regular notornis are along the final, unusual
   9410.80 | Supplier#000010755        | SAUDI ARABIA              |    280726 | Manufacturer#3            | 55bsLQ0wxR 7St                           | 30-137-977-8390 | ly silent accounts. bold, express accounts hinder special, regular asymptotes. blithely spe
   9356.72 | Supplier#000000698        | IRAQ                      |    225664 | Manufacturer#5            | ciim3Adyrh1gqQlOsw0YYeF9gIfUM            | 21-373-751-4459 | y ruthless pinto beans. slyly final pinto bea
   9331.31 | Supplier#000014390        | EGYPT                     |    229378 | Manufacturer#4            | 6b8RlbZnsUhI7ra9qX4oAvOjVTxESBA          | 14-327-414-3091 | egular accounts lose besides the furiously even braids. ironic pinto b
   9327.44 | Supplier#000013029        | SAUDI ARABIA              |    313028 | Manufacturer#5            | 2hoD5bEsXJrxY                            | 30-510-485-8527 | gular theodolites. stealthy, ironic deposits thrash. furiously special 
   9325.30 | Supplier#000015293        | JORDAN                    |    355292 | Manufacturer#4            | 15y4,q4hh,33qpf8Ak7pO4uIh7               | 23-108-886-4503 | riously express theodolites
   9318.43 | Supplier#000000627        | IRAQ                      |    375608 | Manufacturer#4            | k6W51QENyVPe4 6z0ajEMTkEA                | 21-632-574-8701 | l instructions serve slyly regular deposits. carefully busy excuses cajole quickly pending d
   9311.64 | Supplier#000006742        | IRAQ                      |    181732 | Manufacturer#5            | Z5JdKmVw3X                               | 21-591-253-3872 | slyly pending accounts could haggle against the regular pinto beans. express
   9311.16 | Supplier#000002401        | JORDAN                    |     32398 | Manufacturer#4            | MZoiVRB8uOVheBJmKYKScBpZkLYSOe2wQIoDsIX  | 23-883-970-4369 | encies along the even deposits haggle regul
   9227.16 | Supplier#000009461        | EGYPT                     |     39458 | Manufacturer#2            | Eweba 0sfaF,l4sAxXGTgEjzsJsNWWIGjYhFkRWV | 14-983-137-4957 | lly bold packages. carefully express deposits integrate about the unusual accounts. regular, 
   9224.36 | Supplier#000019630        | SAUDI ARABIA              |     44623 | Manufacturer#5            | YPLfjnzwvg b t2ppk8yFOk RX37kY4Xqa       | 30-267-838-7081 | ietly express packages after the quickly express instructions are blithely at the fu
   9224.05 | Supplier#000009164        | SAUDI ARABIA              |    304148 | Manufacturer#2            | rYR92AZU,F                               | 30-533-868-3983 | cing theodolites. quietly pending 
   9214.27 | Supplier#000007142        | SAUDI ARABIA              |    152120 | Manufacturer#2            | bU733FVPdESXm3JpC50PDYF23kmrwNx20JxHBh   | 30-817-222-1916 | . bold instructions affix slyly among the carefully unusual deposits. requests use quickly 
   9199.89 | Supplier#000013487        | EGYPT                     |     38483 | Manufacturer#1            | tz,6HTGRrw4WTQNtXtSAMFGo9xRCOLEMqB48cw1  | 14-154-826-8703 | atelets cajole; final, final
   9195.62 | Supplier#000001942        | EGYPT                     |    201941 | Manufacturer#4            | sSxh15mxkySVE0W,Ot0EWNWkUZiSyDn jCro9L3  | 14-453-767-2173 | s accounts about the slyly bold accounts boost ironic requests.
   9192.96 | Supplier#000015220        | IRAQ                      |    190210 | Manufacturer#2            | 6A NdFz7 rzsxXENVcOkR7v5iJn3LuxE         | 21-249-953-2552 | pending ideas. bold accounts impress sometimes furiously even idea
   9189.14 | Supplier#000008106        | JORDAN                    |    123099 | Manufacturer#2            | fr9i1v,cE4PDKiwEJ5sqX3q 6s8              | 23-981-593-2596 |  fluffily. silent accounts nag 
   9126.96 | Supplier#000007433        | IRAQ                      |    157418 | Manufacturer#1            | JkFXNhxBeouyBAyEPyG05                    | 21-556-118-4183 | xcuses. final requests haggle slyly. carefully furious theodolites about the permanen
   9126.96 | Supplier#000007433        | IRAQ                      |    177416 | Manufacturer#1            | JkFXNhxBeouyBAyEPyG05                    | 21-556-118-4183 | xcuses. final requests haggle slyly. carefully furious theodolites about the permanen
   9126.95 | Supplier#000018007        | JORDAN                    |     62997 | Manufacturer#1            | tsIZuDX7gB S0nk7NW CSmxfkLGT0T           | 23-892-135-4116 |  packages affix carefully ironic pains. regular packages sleep permane
   9038.25 | Supplier#000012406        | IRAN                      |    232405 | Manufacturer#2            | oN0rn5BEGREkcT0cmXG ,IzPfglYfOj,kOzr     | 20-898-918-6708 | nic accounts sleep carefully above the carefully busy instructions. fluffi
   9019.81 | Supplier#000015164        | EGYPT                     |    295163 | Manufacturer#1            | Od71hHGRdW0BajOYK03J3kJUokcfMu1kEc       | 14-875-854-9776 | ully final asymptotes detect quickly against the b
   9013.03 | Supplier#000001663        | JORDAN                    |    356645 | Manufacturer#3            | DNIbw7A8B Ll6nq                          | 23-466-505-1744 | ts integrate blithely. final, regular requests haggle. sometimes special accounts use carefully.
   9007.16 | Supplier#000001747        | EGYPT                     |    386689 | Manufacturer#1            | UyDlFjVxanP,ifej7L5jtNaubC               | 14-141-360-9722 | maintain bravely across the busily express pinto beans. sometimes 
   8991.50 | Supplier#000005806        | IRAQ                      |    325805 | Manufacturer#2            | jUq5LXbXpvpOvclriKO                      | 21-920-603-8709 | s. final deposits x-ray. quickly unusual escapades affix dependencies! carefully ironic de
   8964.91 | Supplier#000017839        | EGYPT                     |    137838 | Manufacturer#5            | WfpeYh9 8f7GWbiitPzW lO                  | 14-515-731-7993 | ts use along the ironic requests. busily exp
   8964.91 | Supplier#000017839        | EGYPT                     |    217838 | Manufacturer#3            | WfpeYh9 8f7GWbiitPzW lO                  | 14-515-731-7993 | ts use along the ironic requests. busily exp
   8964.91 | Supplier#000017839        | EGYPT                     |    317838 | Manufacturer#2            | WfpeYh9 8f7GWbiitPzW lO                  | 14-515-731-7993 | ts use along the ironic requests. busily exp
   8952.99 | Supplier#000009029        | EGYPT                     |    369028 | Manufacturer#4            | tMbcraGBCsx6et j8                        | 14-197-738-5698 | ies. ideas boost ironic instruction
   8924.02 | Supplier#000000602        | SAUDI ARABIA              |    240601 | Manufacturer#3            | xEtByOs0Pydp9y75MSgoy6T R6PT8e           | 30-106-955-5651 | tes. furiously careful pains are. quickly even platelets boost sly,
   8918.11 | Supplier#000005043        | EGYPT                     |    360024 | Manufacturer#1            | 159m5Zd0FUN7kv58w3tyhoD2                 | 14-895-422-1473 | ents against the fluffily regular foxes cajole 
   8908.01 | Supplier#000006675        | IRAQ                      |    171650 | Manufacturer#2            | r86gT qdVa1SToXdwSWGMcEHR                | 21-643-398-5866 | ccounts after the carefully special asymptotes
   8896.57 | Supplier#000001449        | IRAQ                      |     11448 | Manufacturer#2            | NFQzLwdOyj0LqRnlVKF                      | 21-744-540-9302 | ffily ironic realms are quickly according to the blithely regular requests. slyl
   8886.50 | Supplier#000019631        | SAUDI ARABIA              |     79630 | Manufacturer#3            | 90LrdLjOqN635oshgHlSBezoxmucbRgfPTQ1ugu  | 30-302-128-7705 | lyly after the quick packages. blithely even asymptotes nag. regular, express instructions 
(100 rows)

