  p_brand   |          p_type           | p_size | supplier_cnt 
 Brand#44   | ECONOMY BRUSHED TIN       |     45 |          120
 Brand#51   | MEDIUM BURNISHED BRASS    |     28 |          120
 Brand#51   | STANDARD PLATED STEEL     |     45 |          120
 Brand#52   | LARGE PLATED TIN          |     38 |          120
 Brand#52   | SMALL ANODIZED NICKEL     |     38 |          120
 Brand#55   | MEDIUM BRUSHED BRASS      |     45 |          120
 Brand#55   | SMALL POLISHED COPPER     |     45 |          120
 Brand#21   | MEDIUM BURNISHED STEEL    |     38 |          119
 Brand#22   | ECONOMY BURNISHED BRASS   |     28 |          119
 Brand#33   | PROMO BURNISHED NICKEL    |      8 |          119
 Brand#42   | STANDARD ANODIZED TIN     |     28 |          119
 Brand#53   | PROMO POLISHED NICKEL     |     41 |          119
 Brand#11   | LARGE ANODIZED BRASS      |     41 |          116
 Brand#11   | PROMO BURNISHED STEEL     |      8 |          116
 Brand#13   | LARGE BRUSHED TIN         |     41 |          116
 Brand#13   | SMALL BURNISHED BRASS     |     41 |          116
 Brand#13   | SMALL PLATED TIN          |     41 |          116
 Brand#13   | STANDARD ANODIZED TIN     |     43 |          116
 Brand#14   | MEDIUM PLATED NICKEL      |     28 |          116
 Brand#15   | LARGE POLISHED COPPER     |     28 |          116
 Brand#15   | PROMO PLATED COPPER       |     38 |          116
 Brand#21   | ECONOMY ANODIZED BRASS    |     30 |          116
 Brand#21   | PROMO BURNISHED STEEL     |     41 |          116
 Brand#21   | SMALL PLATED NICKEL       |     43 |          116
 Brand#22   | PROMO ANODIZED BRASS      |     45 |          116
 Brand#22   | STANDARD BURNISHED BRASS  |     12 |          116
 Brand#23   | LARGE BRUSHED NICKEL      |     43 |          116
 Brand#23   | MEDIUM BURNISHED NICKEL   |     12 |          116
 Brand#23   | SMALL ANODIZED BRASS      |      8 |          116
 Brand#23   | SMALL BURNISHED BRASS     |     12 |          116
 Brand#24   | ECONOMY PLATED STEEL      |     43 |          116
 Brand#24   | PROMO POLISHED TIN        |     28 |          116
 Brand#24   | SMALL BRUSHED TIN         |     38 |          116
 Brand#25   | MEDIUM BURNISHED COPPER   |     41 |          116
 Brand#25   | PROMO BRUSHED NICKEL      |     41 |          116
 Brand#25   | STANDARD BURNISHED COPPER |     41 |          116
 Brand#31   | ECONOMY BURNISHED STEEL   |     12 |          116
 Brand#31   | LARGE BRUSHED STEEL       |      8 |          116
 Brand#31   | PROMO ANODIZED NICKEL     |     41 |          116
 Brand#31   | SMALL ANODIZED COPPER     |     43 |          116
 Brand#32   | ECONOMY BURNISHED STEEL   |     45 |          116
 Brand#32   | ECONOMY POLISHED TIN      |     38 |          116
 Brand#32   | ECONOMY POLISHED TIN      |     41 |          116
 Brand#32   | LARGE PLATED TIN          |     45 |          116
 Brand#32   | SMALL BRUSHED TIN         |     30 |          116
 Brand#33   | ECONOMY BRUSHED COPPER    |     41 |          116
 Brand#33   | LARGE BURNISHED TIN       |     41 |          116
 Brand#33   | SMALL PLATED STEEL        |     12 |          116
 Brand#33   | SMALL PLATED STEEL        |     43 |          116
 Brand#34   | ECONOMY BURNISHED BRASS   |     43 |          116
 Brand#34   | LARGE POLISHED COPPER     |     12 |          116
 Brand#35   | ECONOMY POLISHED TIN      |     43 |          116
 Brand#35   | STANDARD BRUSHED STEEL    |     12 |          116
 Brand#41   | LARGE PLATED NICKEL       |     43 |          116
 Brand#41   | MEDIUM ANODIZED STEEL     |     41 |          116
 Brand#41   | MEDIUM PLATED STEEL       |     12 |          116
 Brand#42   | ECONOMY ANODIZED NICKEL   |     12 |          116
 Brand#42   | PROMO ANODIZED BRASS      |     45 |          116
 Brand#42   | PROMO BRUSHED TIN         |     38 |          116
 Brand#44   | ECONOMY BURNISHED COPPER  |     41 |          116
 Brand#44   | ECONOMY BURNISHED NICKEL  |      8 |          116
 Brand#45   | ECONOMY PLATED NICKEL     |     41 |          116
 Brand#45   | MEDIUM POLISHED BRASS     |     38 |          116
 Brand#52   | LARGE ANODIZED TIN        |     30 |          116
 Brand#52   | SMALL BRUSHED BRASS       |     30 |          116
 Brand#53   | LARGE PLATED COPPER       |     43 |          116
 Brand#53   | PROMO ANODIZED NICKEL     |     43 |          116
 Brand#53   | SMALL ANODIZED NICKEL     |     12 |          116
 Brand#54   | MEDIUM ANODIZED BRASS     |     28 |          116
 Brand#55   | LARGE BRUSHED STEEL       |     45 |          116
 Brand#55   | LARGE BRUSHED TIN         |     28 |          116
 Brand#21   | SMALL BRUSHED COPPER      |     38 |          115
 Brand#24   | PROMO BRUSHED COPPER      |     38 |          115
 Brand#41   | ECONOMY BRUSHED BRASS     |     38 |          115
 Brand#51   | ECONOMY POLISHED STEEL    |     43 |          115
 Brand#53   | LARGE BRUSHED BRASS       |     41 |          115
 Brand#55   | ECONOMY BRUSHED STEEL     |     12 |          115
 Brand#11   | SMALL POLISHED COPPER     |     43 |          112
 Brand#13   | PROMO BRUSHED COPPER      |     12 |          112
 Brand#13   | STANDARD BRUSHED BRASS    |     28 |          112
 Brand#13   | STANDARD BURNISHED STEEL  |     43 |          112
 Brand#14   | ECONOMY POLISHED COPPER   |     41 |          112
 Brand#14   | MEDIUM POLISHED STEEL     |     41 |          112
 Brand#14   | SMALL BRUSHED TIN         |     45 |          112
 Brand#21   | ECONOMY ANODIZED COPPER   |     30 |          112
 Brand#21   | LARGE POLISHED STEEL      |     28 |          112
 Brand#21   | MEDIUM BRUSHED STEEL      |     38 |          112
 Brand#21   | MEDIUM PLATED COPPER      |     30 |          112
 Brand#21   | MEDIUM POLISHED TIN       |     12 |          112
 Brand#21   | PROMO ANODIZED STEEL      |     43 |          112
 Brand#22   | ECONOMY BRUSHED BRASS     |     38 |          112
 Brand#22   | ECONOMY PLATED BRASS      |     43 |          112
 Brand#22   | MEDIUM ANODIZED NICKEL    |      8 |          112
 Brand#23   | LARGE BURNISHED NICKEL    |      8 |          112
 Brand#23   | SMALL ANODIZED BRASS      |     12 |          112
 Brand#24   | ECONOMY ANODIZED COPPER   |     12 |          112
 Brand#24   | ECONOMY BRUSHED TIN       |     41 |          112
 Brand#24   | MEDIUM BURNISHED STEEL    |     12 |          112
 Brand#24   | MEDIUM POLISHED BRASS     |     45 |          112
 Brand#24   | PROMO PLATED NICKEL       |     43 |          112
 Brand#24   | PROMO POLISHED BRASS      |     28 |          112
 Brand#24   | SMALL BRUSHED COPPER      |     30 |          112
 Brand#24   | SMALL BURNISHED TIN       |     43 |          112
 Brand#24   | SMALL POLISHED NICKEL     |     45 |          112
 Brand#25   | LARGE ANODIZED BRASS      |     45 |          112
 Brand#25   | MEDIUM ANODIZED COPPER    |     43 |          112
 Brand#25   | SMALL BRUSHED BRASS       |     38 |          112
 Brand#25   | SMALL BRUSHED COPPER      |     41 |          112
 Brand#25   | SMALL PLATED BRASS        |     28 |          112
 Brand#25   | STANDARD BRUSHED TIN      |     43 |          112
 Brand#31   | ECONOMY POLISHED STEEL    |     41 |          112
 Brand#31   | ECONOMY POLISHED TIN      |     43 |          112
 Brand#31   | PROMO PLATED STEEL        |     38 |          112
 Brand#32   | STANDARD BRUSHED TIN      |     43 |          112
 Brand#32   | STANDARD PLATED COPPER    |     43 |          112
 Brand#33   | ECONOMY BRUSHED BRASS     |     38 |          112
 Brand#33   | ECONOMY POLISHED COPPER   |     38 |          112
 Brand#33   | LARGE BRUSHED COPPER      |     43 |          112
 Brand#33   | LARGE BRUSHED NICKEL      |     28 |          112
 Brand#33   | PROMO BRUSHED TIN         |     12 |          112
 Brand#33   | PROMO BURNISHED COPPER    |     12 |          112
 Brand#33   | SMALL BURNISHED STEEL     |     41 |          112
 Brand#34   | LARGE POLISHED NICKEL     |     30 |          112
 Brand#34   | PROMO BURNISHED STEEL     |     43 |          112
 Brand#34   | SMALL BRUSHED STEEL       |     41 |          112
 Brand#34   | SMALL PLATED NICKEL       |     28 |          112
 Brand#34   | STANDARD PLATED BRASS     |     43 |          112
 Brand#34   | STANDARD PLATED STEEL     |      8 |          112
 Brand#35   | ECONOMY BRUSHED NICKEL    |     28 |          112
 Brand#35   | ECONOMY BRUSHED NICKEL    |     38 |          112
 Brand#35   | LARGE POLISHED STEEL      |     45 |          112
 Brand#35   | MEDIUM BURNISHED NICKEL   |     45 |          112
 Brand#35   | MEDIUM POLISHED COPPER    |     41 |          112
 Brand#35   | STANDARD ANODIZED STEEL   |      8 |          112
 Brand#35   | STANDARD BRUSHED STEEL    |     43 |          112
 Brand#41   | ECONOMY PLATED TIN        |     38 |          112
 Brand#41   | STANDARD BRUSHED COPPER   |     41 |          112
 Brand#41   | STANDARD PLATED TIN       |     12 |          112
 Brand#42   | ECONOMY ANODIZED COPPER   |     28 |          112
 Brand#42   | ECONOMY BRUSHED STEEL     |     43 |          112
 Brand#42   | MEDIUM BURNISHED STEEL    |     45 |          112
 Brand#42   | MEDIUM PLATED COPPER      |     41 |          112
 Brand#43   | LARGE BURNISHED BRASS     |     12 |          112
 Brand#43   | LARGE POLISHED TIN        |     41 |          112
 Brand#43   | PROMO PLATED BRASS        |     45 |          112
 Brand#43   | PROMO POLISHED BRASS      |      8 |          112
 Brand#44   | ECONOMY BURNISHED BRASS   |      8 |          112
 Brand#44   | LARGE BRUSHED COPPER      |     43 |          112
 Brand#44   | LARGE POLISHED NICKEL     |     43 |          112
 Brand#44   | STANDARD BRUSHED TIN      |     28 |          112
 Brand#51   | LARGE BURNISHED STEEL     |     28 |          112
 Brand#51   | MEDIUM ANODIZED COPPER    |     12 |          112
 Brand#51   | STANDARD BURNISHED COPPER |     41 |          112
 Brand#51   | STANDARD BURNISHED TIN    |     43 |          112
 Brand#52   | ECONOMY BURNISHED STEEL   |      8 |          112
 Brand#52   | MEDIUM POLISHED TIN       |     28 |          112
 Brand#52   | SMALL BRUSHED BRASS       |     41 |          112
 Brand#52   | SMALL BURNISHED STEEL     |     30 |          112
 Brand#52   | STANDARD BURNISHED TIN    |     12 |          112
 Brand#53   | ECONOMY POLISHED STEEL    |     38 |          112
 Brand#53   | PROMO POLISHED BRASS      |     28 |          112
 Brand#53   | STANDARD ANODIZED TIN     |     43 |          112
 Brand#54   | ECONOMY BRUSHED BRASS     |      8 |          112
 Brand#54   | SMALL PLATED COPPER       |     30 |          112
 Brand#54   | STANDARD BRUSHED COPPER   |     38 |          112
 Brand#55   | ECONOMY POLISHED NICKEL   |     38 |          112
 Brand#55   | MEDIUM BRUSHED STEEL      |     12 |          112
 Brand#55   | SMALL PLATED TIN          |     45 |          112
 Brand#55   | STANDARD PLATED NICKEL    |     30 |          112
 Brand#11   | MEDIUM POLISHED STEEL     |     45 |          111
 Brand#13   | LARGE PLATED BRASS        |     28 |          111
 Brand#14   | PROMO POLISHED STEEL      |     30 |          111
 Brand#51   | SMALL PLATED NICKEL       |     28 |          111
 Brand#54   | LARGE ANODIZED STEEL      |      8 |          111
 Brand#54   | SMALL BRUSHED COPPER      |     38 |          111
 Brand#55   | SMALL POLISHED BRASS      |     43 |          111
 Brand#11   | SMALL BURNISHED STEEL     |     28 |          108
 Brand#13   | ECONOMY BURNISHED BRASS   |     45 |          108
 Brand#13   | ECONOMY BURNISHED TIN     |      8 |          108
 Brand#13   | ECONOMY PLATED COPPER     |     38 |          108
 Brand#13   | ECONOMY POLISHED BRASS    |     12 |          108
 Brand#13   | LARGE PLATED STEEL        |     12 |          108
 Brand#13   | PROMO PLATED BRASS        |     45 |          108
 Brand#13   | SMALL BURNISHED NICKEL    |      8 |          108
 Brand#13   | SMALL POLISHED COPPER     |     30 |          108
 Brand#13   | STANDARD BRUSHED BRASS    |     45 |          108
 Brand#13   | STANDARD PLATED TIN       |     12 |          108
 Brand#14   | ECONOMY ANODIZED STEEL    |     45 |          108
 Brand#14   | ECONOMY PLATED TIN        |     43 |          108
 Brand#14   | PROMO PLATED TIN          |     43 |          108
 Brand#14   | PROMO POLISHED TIN        |     45 |          108
 Brand#15   | ECONOMY ANODIZED COPPER   |     41 |          108
 Brand#15   | ECONOMY ANODIZED TIN      |     12 |          108
 Brand#15   | ECONOMY BURNISHED STEEL   |     38 |          108
 Brand#15   | ECONOMY BURNISHED TIN     |      8 |          108
 Brand#15   | LARGE POLISHED STEEL      |     12 |          108
 Brand#15   | MEDIUM ANODIZED COPPER    |     28 |          108
 Brand#15   | MEDIUM ANODIZED TIN       |     30 |          108
 Brand#15   | PROMO ANODIZED BRASS      |     38 |          108
 Brand#15   | PROMO BRUSHED STEEL       |     28 |          108
 Brand#15   | PROMO PLATED STEEL        |     12 |          108
 Brand#15   | SMALL ANODIZED TIN        |     43 |          108
 Brand#15   | SMALL BRUSHED COPPER      |     28 |          108
 Brand#15   | SMALL POLISHED BRASS      |     41 |          108
 Brand#15   | STANDARD BRUSHED TIN      |     41 |          108
 Brand#15   | STANDARD BURNISHED STEEL  |     45 |          108
 Brand#15   | STANDARD PLATED TIN       |     38 |          108
 Brand#21   | LARGE ANODIZED BRASS      |     41 |          108
 Brand#21   | MEDIUM PLATED NICKEL      |     43 |          108
 Brand#21   | PROMO ANODIZED NICKEL     |     41 |          108
 Brand#21   | PROMO ANODIZED TIN        |      8 |          108
 Brand#21   | PROMO BRUSHED BRASS       |     12 |          108
 Brand#21   | PROMO BRUSHED BRASS       |     43 |          108
 Brand#21   | PROMO POLISHED TIN        |     41 |          108
 Brand#21   | SMALL BURNISHED STEEL     |     30 |          108
 Brand#22   | ECONOMY BRUSHED BRASS     |     30 |          108
 Brand#22   | ECONOMY BRUSHED TIN       |      8 |          108
 Brand#22   | ECONOMY BURNISHED BRASS   |     30 |          108
 Brand#22   | MEDIUM PLATED COPPER      |     12 |          108
 Brand#22   | MEDIUM PLATED COPPER      |     43 |          108
 Brand#22   | PROMO ANODIZED BRASS      |     38 |          108
 Brand#22   | SMALL POLISHED BRASS      |     43 |          108
 Brand#22   | SMALL POLISHED COPPER     |     30 |          108
 Brand#22   | STANDARD ANODIZED TIN     |     28 |          108
 Brand#22   | STANDARD PLATED COPPER    |     38 |          108
 Brand#23   | ECONOMY BURNISHED COPPER  |      8 |          108
 Brand#23   | LARGE BURNISHED COPPER    |     43 |          108
 Brand#23   | LARGE POLISHED BRASS      |     43 |          108
 Brand#23   | MEDIUM BRUSHED TIN        |     41 |          108
 Brand#23   | MEDIUM BURNISHED STEEL    |     45 |          108
 Brand#23   | PROMO PLATED COPPER       |      8 |          108
 Brand#23   | PROMO POLISHED COPPER     |     28 |          108
 Brand#23   | SMALL POLISHED NICKEL     |     38 |          108
 Brand#24   | ECONOMY BRUSHED TIN       |     38 |          108
 Brand#24   | LARGE BRUSHED STEEL       |     41 |          108
 Brand#24   | LARGE PLATED TIN          |     12 |          108
 Brand#24   | SMALL BRUSHED TIN         |     28 |          108
 Brand#24   | SMALL BURNISHED STEEL     |     30 |          108
 Brand#24   | STANDARD ANODIZED TIN     |      8 |          108
 Brand#25   | LARGE ANODIZED TIN        |     45 |          108
 Brand#25   | LARGE BRUSHED BRASS       |     43 |          108
 Brand#25   | LARGE BRUSHED STEEL       |     43 |          108
 Brand#25   | SMALL ANODIZED STEEL      |     38 |          108
 Brand#25   | STANDARD BRUSHED BRASS    |     43 |          108
 Brand#25   | STANDARD BURNISHED BRASS  |     12 |          108
 Brand#31   | ECONOMY BRUSHED COPPER    |     30 |          108
 Brand#31   | ECONOMY BRUSHED STEEL     |     45 |          108
 Brand#31   | ECONOMY POLISHED BRASS    |     28 |          108
 Brand#31   | LARGE BRUSHED TIN         |      8 |          108
 Brand#31   | PROMO BRUSHED BRASS       |      8 |          108
 Brand#31   | PROMO BURNISHED STEEL     |     43 |          108
 Brand#31   | SMALL POLISHED BRASS      |     38 |          108
 Brand#31   | STANDARD BURNISHED TIN    |     38 |          108
 Brand#32   | LARGE ANODIZED TIN        |      8 |          108
 Brand#32   | LARGE BURNISHED COPPER    |     28 |          108
 Brand#32   | PROMO POLISHED TIN        |     28 |          108
 Brand#32   | SMALL PLATED STEEL        |     41 |          108
 Brand#32   | SMALL POLISHED NICKEL     |     43 |          108
 Brand#33   | ECONOMY BURNISHED STEEL   |     12 |          108
 Brand#33   | LARGE PLATED NICKEL       |      8 |          108
 Brand#33   | MEDIUM ANODIZED STEEL     |     43 |          108
 Brand#33   | MEDIUM ANODIZED TIN       |     12 |          108
 Brand#33   | MEDIUM POLISHED STEEL     |     43 |          108
 Brand#33   | PROMO BURNISHED NICKEL    |     28 |          108
 Brand#33   | SMALL POLISHED NICKEL     |     30 |          108
 Brand#34   | ECONOMY BRUSHED COPPER    |      8 |          108
 Brand#34   | ECONOMY BRUSHED STEEL     |     38 |          108
 Brand#34   | LARGE BRUSHED STEEL       |     28 |          108
 Brand#34   | PROMO BRUSHED COPPER      |     28 |          108
 Brand#34   | PROMO BRUSHED TIN         |     38 |          108
 Brand#34   | PROMO PLATED BRASS        |      8 |          108
 Brand#34   | SMALL ANODIZED NICKEL     |     41 |          108
 Brand#34   | SMALL PLATED STEEL        |     41 |          108
 Brand#35   | ECONOMY PLATED COPPER     |     38 |          108
 Brand#35   | ECONOMY POLISHED BRASS    |      8 |          108
 Brand#35   | MEDIUM ANODIZED BRASS     |      8 |          108
 Brand#35   | MEDIUM BURNISHED TIN      |     45 |          108
 Brand#35   | SMALL ANODIZED TIN        |     12 |          108
 Brand#35   | SMALL POLISHED TIN        |     41 |          108
 Brand#35   | STANDARD ANODIZED NICKEL  |     28 |          108
 Brand#41   | ECONOMY ANODIZED COPPER   |     12 |          108
 Brand#41   | MEDIUM BRUSHED TIN        |     30 |          108
 Brand#41   | MEDIUM PLATED BRASS       |     12 |          108
 Brand#41   | PROMO BURNISHED BRASS     |     30 |          108
 Brand#41   | PROMO PLATED TIN          |     38 |          108
 Brand#41   | SMALL PLATED TIN          |     38 |          108
 Brand#42   | ECONOMY BRUSHED NICKEL    |     45 |          108
 Brand#42   | LARGE POLISHED COPPER     |     43 |          108
 Brand#42   | MEDIUM ANODIZED COPPER    |      8 |          108
 Brand#42   | PROMO ANODIZED TIN        |     38 |          108
 Brand#42   | PROMO ANODIZED TIN        |     41 |          108
 Brand#42   | SMALL ANODIZED COPPER     |     12 |          108
 Brand#42   | SMALL BRUSHED COPPER      |     38 |          108
 Brand#42   | SMALL PLATED STEEL        |     38 |          108
 Brand#43   | ECONOMY BRUSHED NICKEL    |     28 |          108
 Brand#43   | ECONOMY PLATED BRASS      |     38 |          108
 Brand#43   | MEDIUM BRUSHED BRASS      |     12 |          108
 Brand#43   | MEDIUM PLATED BRASS       |     30 |          108
 Brand#43   | MEDIUM PLATED TIN         |     30 |          108
 Brand#43   | SMALL ANODIZED STEEL      |      8 |          108
 Brand#43   | SMALL PLATED TIN          |     43 |          108
 Brand#44   | SMALL PLATED STEEL        |     12 |          108
 Brand#45   | ECONOMY BURNISHED NICKEL  |     41 |          108
 Brand#45   | ECONOMY POLISHED BRASS    |     30 |          108
 Brand#45   | ECONOMY POLISHED STEEL    |     28 |          108
 Brand#45   | LARGE BRUSHED NICKEL      |     45 |          108
 Brand#45   | LARGE BRUSHED STEEL       |     45 |          108
 Brand#45   | LARGE BURNISHED COPPER    |     12 |          108
 Brand#45   | LARGE PLATED NICKEL       |     45 |          108
 Brand#45   | LARGE POLISHED COPPER     |     38 |          108
 Brand#45   | LARGE POLISHED STEEL      |     30 |          108
 Brand#45   | MEDIUM BURNISHED NICKEL   |     28 |          108
 Brand#45   | MEDIUM BURNISHED TIN      |     38 |          108
 Brand#45   | MEDIUM POLISHED TIN       |     38 |          108
 Brand#45   | PROMO ANODIZED BRASS      |      8 |          108
 Brand#45   | SMALL BRUSHED STEEL       |     28 |          108
 Brand#45   | STANDARD BURNISHED TIN    |     43 |          108
 Brand#51   | LARGE PLATED NICKEL       |     38 |          108
 Brand#51   | LARGE POLISHED NICKEL     |     41 |          108
 Brand#51   | PROMO ANODIZED NICKEL     |      8 |          108
 Brand#51   | PROMO ANODIZED TIN        |     41 |          108
 Brand#51   | PROMO PLATED COPPER       |     30 |          108
 Brand#51   | PROMO PLATED TIN          |     28 |          108
 Brand#51   | PROMO POLISHED BRASS      |     12 |          108
 Brand#51   | SMALL BRUSHED STEEL       |     45 |          108
 Brand#51   | STANDARD BURNISHED BRASS  |     12 |          108
 Brand#52   | ECONOMY BURNISHED NICKEL  |     30 |          108
 Brand#52   | ECONOMY PLATED BRASS      |     12 |          108
 Brand#52   | ECONOMY PLATED BRASS      |     45 |          108
 Brand#52   | MEDIUM BURNISHED NICKEL   |     30 |          108
 Brand#52   | MEDIUM POLISHED BRASS     |     45 |          108
 Brand#52   | PROMO BRUSHED NICKEL      |     30 |          108
 Brand#52   | PROMO BRUSHED STEEL       |     45 |          108
 Brand#52   | SMALL ANODIZED COPPER     |     30 |          108
 Brand#52   | SMALL ANODIZED COPPER     |     38 |          108
 Brand#52   | SMALL BURNISHED COPPER    |     45 |          108
 Brand#52   | SMALL BURNISHED STEEL     |     38 |          108
 Brand#52   | STANDARD PLATED NICKEL    |     45 |          108
 Brand#53   | LARGE PLATED NICKEL       |     30 |          108
 Brand#53   | PROMO POLISHED NICKEL     |     28 |          108
 Brand#53   | SMALL PLATED COPPER       |      8 |          108
 Brand#54   | LARGE BURNISHED TIN       |     43 |          108
 Brand#54   | PROMO BRUSHED NICKEL      |     45 |          108
 Brand#54   | SMALL POLISHED BRASS      |     28 |          108
 Brand#55   | ECONOMY ANODIZED TIN      |     45 |          108
 Brand#55   | ECONOMY BRUSHED BRASS     |     38 |          108
 Brand#55   | MEDIUM BRUSHED COPPER     |     30 |          108
 Brand#55   | MEDIUM BRUSHED NICKEL     |     28 |          108
 Brand#55   | PROMO BRUSHED BRASS       |     30 |          108
 Brand#55   | PROMO BRUSHED STEEL       |     41 |          108
 Brand#55   | SMALL ANODIZED STEEL      |     30 |          108
 Brand#55   | SMALL BURNISHED BRASS     |     38 |          108
 Brand#11   | PROMO BURNISHED BRASS     |     41 |          107
 Brand#13   | MEDIUM POLISHED TIN       |      8 |          107
 Brand#15   | MEDIUM PLATED TIN         |     45 |          107
 Brand#21   | ECONOMY BURNISHED TIN     |      8 |          107
 Brand#23   | STANDARD PLATED TIN       |     41 |          107
 Brand#25   | LARGE PLATED COPPER       |     41 |          107
 Brand#31   | PROMO ANODIZED BRASS      |     45 |          107
 Brand#32   | LARGE ANODIZED TIN        |     38 |          107
 Brand#33   | SMALL BRUSHED NICKEL      |     30 |          107
 Brand#42   | PROMO BURNISHED STEEL     |     41 |          107
 Brand#52   | STANDARD BURNISHED STEEL  |     38 |          107
 Brand#53   | SMALL BRUSHED COPPER      |     38 |          107
 Brand#54   | STANDARD ANODIZED BRASS   |     38 |          107
 Brand#11   | ECONOMY ANODIZED BRASS    |      8 |          104
 Brand#11   | LARGE POLISHED COPPER     |     41 |          104
 Brand#11   | LARGE POLISHED TIN        |     28 |          104
 Brand#11   | MEDIUM BURNISHED STEEL    |      8 |          104
 Brand#11   | PROMO BURNISHED COPPER    |     12 |          104
 Brand#11   | PROMO BURNISHED STEEL     |     30 |          104
 Brand#11   | SMALL BURNISHED COPPER    |     45 |          104
 Brand#11   | SMALL BURNISHED STEEL     |     30 |          104
 Brand#11   | STANDARD PLATED NICKEL    |     28 |          104
 Brand#13   | ECONOMY ANODIZED STEEL    |     41 |          104
 Brand#13   | ECONOMY POLISHED BRASS    |     38 |          104
 Brand#13   | ECONOMY POLISHED BRASS    |     43 |          104
 Brand#13   | ECONOMY POLISHED NICKEL   |     28 |          104
 Brand#13   | LARGE ANODIZED NICKEL     |     12 |          104
 Brand#13   | MEDIUM ANODIZED BRASS     |     12 |          104
 Brand#13   | MEDIUM BURNISHED NICKEL   |      8 |          104
 Brand#13   | MEDIUM PLATED BRASS       |     45 |          104
 Brand#13   | MEDIUM POLISHED BRASS     |     41 |          104
 Brand#13   | MEDIUM POLISHED TIN       |     12 |          104
