 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               
   9978.37 | Supplier#000017396        | CANADA                    |    997359 | Manufacturer#2            | spIK1m8MVncS4X96ZPw,GouR5C9tA eA3aDD     | 13-373-848-9889 | onic platelets affix quickly regular accounts. silent foxes print slyly about th
   9977.19 | Supplier#000004464        | UNITED STATES             |   1544406 | Manufacturer#5            | q4ujOwFkYY1N                             | 34-684-820-7614 | lly. ironic theodolites at 
   9975.41 | Supplier#000017653        | ARGENTINA                 |   1077613 | Manufacturer#1            | FHa4bHphlOQnLcnBb0OmDj                   | 11-417-735-5840 | ise carefully. quickly final theodolite
   9975.10 | Supplier#000072118        | PERU                      |   1252102 | Manufacturer#4            | a4skJxR4mUu68kknjnrMQrq49j7ZUA3          | 27-768-646-5732 |  idle theodolites. slyly unusual accounts affix slyly above the furiously express ideas. f
   9974.45 | Supplier#000017174        | ARGENTINA                 |   1497137 | Manufacturer#1            | Nz2mGOM,UDqlGrmh6,gZwj4Fu6PrgUQ5         | 11-729-305-3083 |  deposits. furiously ironic theodolites about the slyly f
   9969.28 | Supplier#000043272        | CANADA                    |   1023235 | Manufacturer#4            | bRzB84hAf6ESv3BMVbBw9mN3cDCgqRqyj2FvE    | 13-682-972-9363 | . blithely bold foxes poach furiously i
   9967.59 | Supplier#000018870        | PERU                      |   1478815 | Manufacturer#2            | hwB04ilx,UFt                             | 27-404-186-6388 | y pending packages. deposits haggle b
   9966.64 | Supplier#000022877        | PERU                      |     22876 | Manufacturer#5            | O0Mg bo7SJzdsNbeSCeGDfj6dEADCMvk         | 27-913-724-2629 | p carefully regular foxes. furiously regula
   9961.94 | Supplier#000073308        | BRAZIL                    |     73307 | Manufacturer#1            | PxS8y8udJ6oh                             | 12-387-954-3952 | ctions haggle. instructions use. quickly eve
   9960.06 | Supplier#000055916        | UNITED STATES             |    935915 | Manufacturer#2            | pIRvOiz7oN2L1CrhfEXAC0AMo                | 34-678-188-6184 | beans. instructions sleep even, unusual instructions. furiously even dep
   9955.15 | Supplier#000039730        | CANADA                    |   1379712 | Manufacturer#1            | dhNXUet1Q96lsh35uABpZwVUz90CQY4Sl        | 13-174-394-7431 | ly even dinos are furiously fluffily even requ
   9952.19 | Supplier#000021234        | UNITED STATES             |    741233 | Manufacturer#1            | uTp8g5HV4fHLbgkMlr0BfZI                  | 34-875-257-9915 |  slyly bold accounts cajole fluffily instructions. expr
   9946.62 | Supplier#000026894        | BRAZIL                    |   1486839 | Manufacturer#4            | zsuYhA9n6CathESYr,BSZu5twMC4b            | 12-208-934-3709 |  quickly. blithely silent ideas hinder slyly. ironic 
   9938.15 | Supplier#000020170        | ARGENTINA                 |    660169 | Manufacturer#3            | Ec0hTPfQaUHibAbZMkTf4JcpgNVir9dI65vp     | 11-132-642-9447 | usly even dependencies use express instructions. carefully express
   9935.30 | Supplier#000036589        | PERU                      |    296579 | Manufacturer#4            | xk3tq6p,i3PRi5L2MSqZ,0IF2                | 27-141-194-4187 | ld frets. carefully bold requests sleep carefully silent pinto beans. 
   9930.61 | Supplier#000041647        | CANADA                    |    201646 | Manufacturer#5            | a1oNcKXj118mJt,NdPQm2Md                  | 13-839-115-6488 | fluffily special dinos. enticingly final forges sleep quickly? car
   9929.34 | Supplier#000057849        | PERU                      |    697848 | Manufacturer#3            | 2FPHR9w9TPG4n75q,9XfXuBzZCr6fSv9Vxu      | 27-243-309-5348 | fix accounts. theodolites are blithely ac
   9926.57 | Supplier#000017817        | UNITED STATES             |    257816 | Manufacturer#3            | XBkbJIJVgvZ WJ                           | 34-183-673-3948 | efully bold deposits. final notornis nag. slyly express platelets among the ironic warhorses
   9926.57 | Supplier#000017817        | UNITED STATES             |    997780 | Manufacturer#5            | XBkbJIJVgvZ WJ                           | 34-183-673-3948 | efully bold deposits. final notornis nag. slyly express platelets among the ironic warhorses
   9916.92 | Supplier#000068336        | ARGENTINA                 |   1508335 | Manufacturer#1            | JEaUCAYgslfDp                            | 11-511-395-1475 |  instructions. pending packages are. final, regular Tiresias cajol
   9915.69 | Supplier#000026553        | CANADA                    |    926519 | Manufacturer#4            | I5SXoksUBmiOTR08SuZdgKsqjiSVL6zy9NoT4eCp | 13-282-129-3527 | ular foxes haggle blithely. furi
   9915.24 | Supplier#000000049        | UNITED STATES             |   1539991 | Manufacturer#1            | Nvq 6macF4GtJvz                          | 34-211-567-6800 | the finally bold dependencies. dependencies after the fluffily final foxes boost fluffi
   9912.59 | Supplier#000046430        | CANADA                    |     86427 | Manufacturer#5            | eCK,OVPzLDGWpgDcA2aH                     | 13-481-445-6102 | y final requests cajole bravely. quickly ironic requests cajole gifts. special, even accounts 
   9902.23 | Supplier#000053346        | ARGENTINA                 |   1593288 | Manufacturer#5            | O9txJfcSJj1pFvSb4fQrd                    | 11-962-527-1793 | even packages serve. deposits near 
   9900.08 | Supplier#000003941        | CANADA                    |    243940 | Manufacturer#2            | Pmb05mQfBMS618O7WKqZJ 9vyv               | 13-668-659-3631 | ithely quickly bold accounts. bold pinto beans about the furious dependencies cajole qu
   9896.86 | Supplier#000060914        | UNITED STATES             |   1040874 | Manufacturer#4            | Oo2PLDmWuMj1LPL92yJHYxvGKpQ              | 34-116-998-1488 | regular forges haggle against the carefully pending theodolites. fluffily bold accou
   9894.00 | Supplier#000060795        | BRAZIL                    |     20794 | Manufacturer#2            | IpX1n4xZs,lwsAilaFwCgrWvM0ELJS3JuCoK1    | 12-330-177-7100 | uctions haggle blithely according to the carefully even requests. quickly express warthogs afte
   9891.83 | Supplier#000057239        | PERU                      |   1057212 | Manufacturer#2            | lL3OmZ25vVbpcBSb3 0fUlUVsMzyDJfQt        | 27-380-512-6878 |  even requests. carefully furious foxes cajole. carefully bold deposits 
   9889.03 | Supplier#000050166        | ARGENTINA                 |   1450129 | Manufacturer#3            | x5wtwqs7lz2QOlZxpEthE9                   | 11-698-272-2505 | he slyly regular packages are sl
   9888.83 | Supplier#000048717        | BRAZIL                    |    768716 | Manufacturer#2            | MXt5jJb,W0Frsd9c2xAElK4                  | 12-991-466-8612 | ts after the slyly even accounts wake 
   9888.50 | Supplier#000036179        | ARGENTINA                 |   1036154 | Manufacturer#2            | 9czMHL 6g8A3pJXyvTQVRbu6sY4QwCXXBi       | 11-585-131-1356 | y bold deposits are blithely final packages. deposits wake sl
   9888.02 | Supplier#000060316        | ARGENTINA                 |    980291 | Manufacturer#2            | R5WdU0qWoS2xBoOmVGF1yC M                 | 11-715-977-7408 | ckages: furiously express excuses cajol
   9880.98 | Supplier#000026003        | CANADA                    |   1405951 | Manufacturer#3            | pXpIi1EZSh,B3z3oJL8GyNvO9fcbxNcoS1BKZIQ  | 13-375-465-1645 |  furiously bold platelets. silent packages integrate slyly against the quickly final d
   9872.08 | Supplier#000008998        | PERU                      |    608983 | Manufacturer#4            | cTCn79ziEcQz66KkdD Gil,VvaDHdXli         | 27-988-387-1160 |  deposits. even, fluffy theodolites believe above the carefully regular instructions. foxes sleep. f
   9867.70 | Supplier#000054426        | ARGENTINA                 |    954392 | Manufacturer#1            | VdrkTBFwSWolfzJQIQfDA8lznhmX             | 11-492-182-2252 | theodolites snooze carefully. furiously pending fo
   9861.36 | Supplier#000019597        | PERU                      |    699580 | Manufacturer#5            | 7uENaOfuDV5f6                            | 27-172-151-5967 | theodolites sleep carefully at the quickly regular ideas. unusual p
   9859.20 | Supplier#000077781        | PERU                      |    297777 | Manufacturer#4            | mqYkqPRdbRyYPzWCyaEYXF6f51               | 27-672-780-4665 | the instructions. furiously regular requests sleep. 
   9849.39 | Supplier#000061714        | BRAZIL                    |    281710 | Manufacturer#5            | 4T1Hs0qDwJPe1jW3LoD,NvK                  | 12-228-530-3883 | fter the blithely regular requests are blithely bol
   9841.07 | Supplier#000036907        | PERU                      |    496900 | Manufacturer#2            | tLHR1Tc z38aKSLyo91YC297TiX              | 27-879-189-8023 | efully even packages. quickly regu
   9827.77 | Supplier#000060866        | UNITED STATES             |    920854 | Manufacturer#2            | giYAw1 01gbwLVTTmenejBnWP I7NibHc7DIbzl  | 34-621-215-3160 | inst the final, even pinto beans. slyly final deposits wake blithely. slyly slow 
   9827.21 | Supplier#000060039        | CANADA                    |   1400021 | Manufacturer#4            | HTUAzyLk4Squk                            | 13-659-617-4970 | blithely even requests after the carefully pending requests should 
   9826.92 | Supplier#000013620        | PERU                      |    653619 | Manufacturer#5            | 1aqQVJZUCvks                             | 27-541-425-9639 | nts detect fluffily blithely even ideas; furiously regular dependencies wake
   9826.29 | Supplier#000054754        | PERU                      |    674745 | Manufacturer#2            | mwiz,wLGgc3R9jMGKfZsmYJoutnJjMfveQNQYE   | 27-125-877-6341 |  slyly about the final instructions. slyly express 
   9822.20 | Supplier#000015448        | UNITED STATES             |    435432 | Manufacturer#3            | jfvwHjrCG7KzIZe5C1JRIWVDLW6kcahZxP       | 34-375-321-7835 | even asymptotes wake slyly along the slyly brave foxes. finally unusual dependencies 
   9821.42 | Supplier#000025766        | UNITED STATES             |    105765 | Manufacturer#2            | EAbQ,mJ7RBwsoBeaNy                       | 34-890-128-1732 | riously express pinto beans. regular requests around the special requests subla
   9817.53 | Supplier#000005510        | UNITED STATES             |    625502 | Manufacturer#2            | f 0PMKZD0h                               | 34-332-810-7526 |  warhorses. furiously regular packages boost above the quickly unusual acco
   9816.88 | Supplier#000037376        | ARGENTINA                 |   1557375 | Manufacturer#2            | WnLOLOCp CFcv48SRNsiM4xK7tHDmfA          | 11-446-910-3895 | pending ideas are. quickly ironic excuses cajole a
   9814.17 | Supplier#000032850        | UNITED STATES             |    652841 | Manufacturer#4            | xjbvrdPLhosLrFwu5avC                     | 34-683-330-1497 | ess deposits wake furiously
   9811.05 | Supplier#000039834        | CANADA                    |     19833 | Manufacturer#5            | JwNF7apFRQiXORAmAq2toE1jAR               | 13-380-895-8414 | requests against the express requests affix along the blith
   9810.71 | Supplier#000026149        | PERU                      |   1106122 | Manufacturer#4            | IYG7P4soFeWQISry                         | 27-824-467-6341 | ly. blithely even packages sleep slyly quickly pending packages
   9809.85 | Supplier#000077335        | CANADA                    |    777325 | Manufacturer#2            | TIiJg9HbQHS4Ng2S8oe5XFX 2zPITP           | 13-415-324-2646 | re according to the regular, bold courts. express reque
   9808.76 | Supplier#000079424        | CANADA                    |    179417 | Manufacturer#5            | ebVQHXul011qG9,TVXA6ni7xoJ1z0w6il        | 13-630-330-1260 | foxes haggle slyly alongside of the final pains. blithely ironic requests across the 
   9808.76 | Supplier#000079424        | CANADA                    |    579402 | Manufacturer#5            | ebVQHXul011qG9,TVXA6ni7xoJ1z0w6il        | 13-630-330-1260 | foxes haggle slyly alongside of the final pains. blithely ironic requests across the 
   9807.59 | Supplier#000076757        | BRAZIL                    |    616749 | Manufacturer#3            | 2MJiRkLdSLQM7YOBXI5TDb1AAb,ip            | 12-266-781-8268 | hely final waters between the slyly 
   9806.69 | Supplier#000028830        | ARGENTINA                 |    988829 | Manufacturer#2            | DAcagW5EKA6jhg2,d                        | 11-720-268-7507 | hely. blithely unusual dolphins are. express, unusual deposits against the fluffily unu
   9803.42 | Supplier#000043566        | CANADA                    |   1043539 | Manufacturer#4            |  U,azwuyit,qPrKqPpzNhXghKKJ              | 13-959-837-4409 | ng requests cajole quickl
   9803.42 | Supplier#000043566        | CANADA                    |   1463547 | Manufacturer#3            |  U,azwuyit,qPrKqPpzNhXghKKJ              | 13-959-837-4409 | ng requests cajole quickl
   9796.32 | Supplier#000011064        | ARGENTINA                 |    631056 | Manufacturer#5            | i,,2sV20NnRVUEbe                         | 11-230-949-2847 | sleep carefully furiously regular deposits. furiously silent
   9794.35 | Supplier#000027376        | ARGENTINA                 |   1347343 | Manufacturer#3            | r2GLx7,5RPpL,tEJ3Vh4dCyAVQW  o77ovI0m    | 11-634-423-9163 | nusual ideas nag quickly slyly even deposits. quickly ironic theodo
   9791.18 | Supplier#000058622        | ARGENTINA                 |    578607 | Manufacturer#4            | GTz947BOJFEcsKE                          | 11-775-439-1044 | gle furiously. furiously final ideas wake. ironic, even req
   9787.45 | Supplier#000014829        | BRAZIL                    |   1434811 | Manufacturer#5            | kqgBRBzGvTM0gC7cgStkIyToJ0               | 12-207-435-8867 | gainst the accounts. carefully final requests about the slyly regular packages sleep quickl
   9782.14 | Supplier#000072553        | UNITED STATES             |   1132510 | Manufacturer#1            | k5sY1C4OpIkPXNhqhc1                      | 34-116-696-5087 | regular accounts sleep blithely regular theodolites. furi
   9778.94 | Supplier#000051864        | PERU                      |   1171863 | Manufacturer#5            | 2jWzEc42EpDsotBGk2,Ig32W4zAxnFYt         | 27-399-326-4624 | slyly sly packages. regular ideas doze slyly alon
   9778.03 | Supplier#000035184        | CANADA                    |    635169 | Manufacturer#3            | 0VTxxwn6CaGz1Ux9LW76th                   | 13-296-875-3970 | long the deposits solve blithely blithely idle instructions
   9770.02 | Supplier#000006365        | ARGENTINA                 |    646364 | Manufacturer#3            | S2UJO3tr6vmWCjhkGdqTkZ                   | 11-662-645-2588 | e blithely ruthless accounts. carefully special ideas boost blithely regula
   9769.31 | Supplier#000007184        | ARGENTINA                 |   1447183 | Manufacturer#4            | AKfsS0cnFq64dK                           | 11-750-116-8427 | ily blithely regular packages. fluffi
   9764.26 | Supplier#000066968        | CANADA                    |   1466931 | Manufacturer#4            | orzeXUOEUhavTiWtM                        | 13-132-380-4472 | silent hockey players nag against the furiously special instructions. ironic instructions s
   9762.86 | Supplier#000069194        | CANADA                    |    949193 | Manufacturer#2            | zlzFni4HACBt                             | 13-722-197-7311 | sts after the pending, express hockey players unwind c
   9762.82 | Supplier#000010841        | BRAZIL                    |   1250810 | Manufacturer#5            | EDvGHn,D0infjcB5HAgD3xnpsve J9z,lGzf6ysb | 12-270-953-8383 | sts breach furiously along the express, regular asymptotes. blithely busy packages sleep furiously f
   9760.83 | Supplier#000016750        | BRAZIL                    |    216745 | Manufacturer#1            | vNgHbiXQHkRZA9cfEmlGsPzI                 | 12-753-887-2942 | ct. final ideas sleep. unusual courts are against the express instructions. sl
   9760.83 | Supplier#000016750        | BRAZIL                    |   1036737 | Manufacturer#4            | vNgHbiXQHkRZA9cfEmlGsPzI                 | 12-753-887-2942 | ct. final ideas sleep. unusual courts are against the express instructions. sl
   9760.78 | Supplier#000070318        | UNITED STATES             |   1270317 | Manufacturer#5            | q5Ypj4gjT4                               | 34-726-355-4193 | s. regular pinto beans are slyly. carefully ironic requests nag aft
   9760.15 | Supplier#000064890        | CANADA                    |    124888 | Manufacturer#5            | rMpq SL0Bhkstil LPMy02                   | 13-468-699-3716 | ording to the furiously silent depths cajole depe
   9759.75 | Supplier#000056429        | PERU                      |    696428 | Manufacturer#4            | uUV30PJ5w5                               | 27-510-778-1300 | carefully carefully ironic foxes. carefully exp
   9751.14 | Supplier#000000775        | BRAZIL                    |    620767 | Manufacturer#1            | tmhWTbbv9lv                              | 12-946-153-9942 | final foxes around the blithely reg
   9742.13 | Supplier#000058098        | CANADA                    |    718073 | Manufacturer#3            | Xyu3YyPDasV,SAIiKHkQM                    | 13-653-342-4558 | lets nag. quickly pending instructions cajole care
   9734.96 | Supplier#000009148        | ARGENTINA                 |   1009123 | Manufacturer#4            | 5m5950, qkiXoBfGSXvF6h,EH,mxA6j1nr       | 11-849-244-8989 | escapades cajole above the blithely ironic ideas. 
   9729.47 | Supplier#000065112        | PERU                      |    965075 | Manufacturer#5            | PA1,ksyKVNfcXpw1OIdXR3LQQ451wRY9         | 27-519-800-5696 | ake fluffily across the accounts. unusual braids g
   9728.14 | Supplier#000076602        | CANADA                    |    396601 | Manufacturer#4            | fMmXgjRn,pCENfhzt9Z9                     | 13-804-519-1485 | ep sometimes after the acc
   9727.61 | Supplier#000017372        | ARGENTINA                 |    437356 | Manufacturer#1            | gFMiZgceKPFBNSsek2a,PBbB bBVMBFrW        | 11-699-242-8915 | regular foxes-- even pinto beans boost across the dependencie
   9726.45 | Supplier#000039020        | PERU                      |     99018 | Manufacturer#1            | PnorLsQitBGneYmI5C8DaT7hIGzGGG           | 27-739-397-3019 | ual foxes. quickly even request
   9724.36 | Supplier#000023757        | UNITED STATES             |    483750 | Manufacturer#1            | 4HK7P5RrXtThjPEDrVNAkHEetSL              | 34-448-745-6629 | otornis. ironic, express pinto beans against the
   9722.56 | Supplier#000024014        | CANADA                    |   1423979 | Manufacturer#1            |  Ntp2ga5uIK                              | 13-392-322-7998 | ding, ironic deposits according to the final platelets cajole slyly at the regular, unusual
   9716.96 | Supplier#000063679        | BRAZIL                    |    683670 | Manufacturer#4            | 2Ew2iDFO9hheYuB                          | 12-500-520-3631 | jole furiously? carefully regular accounts among the regular packa
(100 rows)

