 ps_partkey |    value    
    1682333 | 15358811.64
    2351430 | 15356969.88
       6736 | 15354958.92
     993069 | 15353423.30
    2007492 | 15347443.22
    2935887 | 15346029.96
    3064841 | 15340511.74
     939683 | 15337120.71
    1923204 | 15333124.18
     704015 | 15332579.98
    2275368 | 15329029.08
    1166822 | 15307007.95
     487829 | 15302576.45
    1782796 | 15292657.95
    1186677 | 15286740.06
    2651692 | 15272741.29
     633886 | 15261569.30
    1247045 | 15259018.43
    1810046 | 15258405.25
     708911 | 15240770.07
    2296837 | 15226787.98
    2045606 | 15217325.75
    1131290 | 15202290.59
    3048912 | 15200124.32
    2962219 | 15196959.95
    1680161 | 15188522.06
     698470 | 15176220.32
     774528 | 15168474.60
    2670429 | 15163522.48
    1074182 | 15152089.36
    1541227 | 15145616.80
    1728682 | 15145546.92
     338620 | 15143143.03
     831512 | 15124117.58
     548946 | 15123826.03
    1550988 | 15102444.30
     724989 | 15066457.04
    1329922 | 15050971.28
    2739186 | 15042956.06
    2382650 | 15041925.30
     570850 | 15029523.28
     270556 | 15026524.04
     351186 | 15023243.30
    3027619 | 14973186.20
    2680692 | 14962168.70
    1974418 | 14958378.78
    2208894 | 14950628.38
      85642 | 14950197.87
     792562 | 14947099.14
    2703880 | 14941470.80
    1198806 | 14931288.44
     778736 | 14930966.07
     423842 | 14930190.42
    1736257 | 14914835.10
     745330 | 14876114.42
      99777 | 14865318.15
    1803416 | 14808499.05
    3165075 | 14798396.78
    2436206 | 14789634.48
    2504629 | 14778472.83
     652898 | 14769518.35
    1475789 | 14767566.83
    2916535 | 14759708.59
     190842 | 14752109.06
    2835393 | 14709490.68
    2211657 | 14695114.07
    2484720 | 14686466.39
    2224388 | 14649846.78
    1769471 | 14612930.07
     128920 | 14607813.00
     892342 | 14594617.80
    2099112 | 14586651.53
    1177599 | 14584693.38
     666034 | 14568993.72
    2468651 | 14565099.60
     609626 | 14546713.45
    1954217 | 14546037.51
     694011 | 14540877.40
    2707932 | 14540519.00
     375435 | 14530966.21
    2942800 | 14523965.13
    1296762 | 14518430.19
      62291 | 14512753.44
     231031 | 14501613.32
     430721 | 14491075.68
    1855428 | 14480882.42
    2095246 | 14478082.38
    1187680 | 14475136.52
     846651 | 14466909.64
    2829401 | 14458431.41
    1500290 | 14443412.22
    1166362 | 14427020.80
    3063910 | 14420940.49
    1334429 | 14416263.55
     954212 | 14410941.08
     448983 | 14405834.49
    1870546 | 14404706.08
    2782735 | 14403832.95
    2046926 | 14403349.20
    1240701 | 14398121.15
    2717053 | 14394536.10
    1484216 | 14392236.60
     464231 | 14384375.64
     382598 | 14381563.68
    2485438 | 14368740.37
    2632367 | 14368303.34
     250779 | 14362565.62
    2727928 | 14358467.17
     489154 | 14355550.44
    3030766 | 14353511.70
     269836 | 14349579.34
    1274046 | 14334956.34
    1215272 | 14334609.75
     968946 | 14330233.65
    2737853 | 14322253.30
     631766 | 14303751.45
     457222 | 14300213.01
    2063419 | 14300036.07
    1972434 | 14290735.85
      84993 | 14289009.67
     339288 | 14285433.24
     162706 | 14278482.57
     768844 | 14273969.07
     698295 | 14252714.48
    3045996 | 14248517.09
    1779742 | 14243191.84
     198366 | 14242564.30
      70546 | 14237385.05
     840383 | 14230855.20
    2956183 | 14220919.90
    2722568 | 14214236.69
    2556112 | 14212546.11
     287948 | 14208089.36
    3065433 | 14207093.04
    2123805 | 14205412.22
    1289189 | 14199556.95
    2447947 | 14195083.27
    2197424 | 14180623.50
    1373678 | 14180123.42
     944925 | 14169953.80
    2833542 | 14167380.82
    2776218 | 14163090.92
    2852830 | 14157284.82
    2475959 | 14155976.88
    1238754 | 14152463.96
    2491095 | 14151435.75
    1804682 | 14146093.59
       8950 | 14139247.80
    1159077 | 14138243.00
    2428018 | 14136382.66
    2533761 | 14129561.71
    1083576 | 14127174.87
    1081379 | 14095256.18
    2753697 | 14088028.00
    1866205 | 14077805.36
     461885 | 14072478.22
    1838744 | 14068132.86
    1231050 | 14062196.72
    2283692 | 14057887.81
    1108012 | 14053970.09
    1305535 | 14049560.89
     864298 | 14048611.96
     445511 | 14048271.51
    2985472 | 14045828.80
     150382 | 14043551.25
      71472 | 14040102.15
     475815 | 14039747.02
     509827 | 14028421.18
    2909620 | 14010609.76
     542593 | 13994716.62
    1771178 | 13994184.74
    2812375 | 13993636.81
    1758766 | 13976540.62
     682671 | 13974256.14
     966677 | 13970016.18
     499211 | 13967741.73
     527228 | 13946987.39
    2526362 | 13932971.38
    1439162 | 13926966.08
    2491571 | 13911617.88
    1465933 | 13906701.18
    2417601 | 13892119.74
     865903 | 13889383.76
     683998 | 13881795.96
    2348880 | 13871832.54
    2765153 | 13868525.04
     921365 | 13865278.12
    1766657 | 13849003.52
     954603 | 13830193.80
    1186538 | 13828830.25
     349461 | 13826352.16
    2657159 | 13825658.66
     118702 | 13820142.82
    1735321 | 13803873.06
    1837326 | 13802204.36
    1192240 | 13801759.86
    3173802 | 13786407.71
    1860646 | 13786352.04
    1792770 | 13777279.28
    3151322 | 13776822.80
    1115251 | 13771422.86
     290137 | 13770018.06
    2486419 | 13768695.09
     631721 | 13767538.64
     106046 | 13766180.74
    3177443 | 13755970.62
    1013821 | 13755395.06
    2231837 | 13747028.74
     499614 | 13744769.16
    1336533 | 13738005.15
    2385923 | 13726774.16
    2516570 | 13711966.48
     196867 | 13710022.29
    2228942 | 13706518.45
     754552 | 13694046.60
    2142671 | 13693982.27
    2228092 | 13686838.65
    2767828 | 13686052.56
    1973180 | 13685370.84
    2784241 | 13683715.72
     295250 | 13680414.04
    2143854 | 13677694.69
    2739205 | 13676013.68
    1282948 | 13673373.70
    3063864 | 13673083.62
    1901753 | 13669521.27
    1718361 | 13668971.22
    1131635 | 13656958.86
    3185960 | 13655444.76
    1929469 | 13644678.31
     737807 | 13641948.74
     393115 | 13640026.84
     456703 | 13639819.69
    2817071 | 13637144.42
    2502955 | 13634754.00
    2676853 | 13633962.54
    2325620 | 13630703.71
    1300701 | 13619952.70
    2358185 | 13616521.52
     588949 | 13615335.25
    1397429 | 13609239.99
     755944 | 13607478.77
     666087 | 13607310.86
     565642 | 13604519.10
    1702379 | 13601513.00
    2046437 | 13599573.85
    2863907 | 13598132.21
    2080820 | 13592696.81
     190544 | 13590982.50
    3073691 | 13589891.20
     439112 | 13589047.56
    2343708 | 13581967.40
    1036737 | 13571976.22
    1453320 | 13571963.12
    3007676 | 13568807.55
    3113352 | 13567432.56
    2129072 | 13567069.15
    1948960 | 13564769.26
     192206 | 13556675.23
    1743408 | 13556269.48
    3120388 | 13556203.41
    2765747 | 13555028.16
     896398 | 13549627.10
    1953701 | 13545856.33
    1019197 | 13538142.38
    2953485 | 13534146.15
      32941 | 13527353.68
    1903937 | 13523983.28
    3110457 | 13515313.04
    2347195 | 13512308.43
    1082294 | 13493660.12
    1544732 | 13485620.80
    2300412 | 13483256.75
     622701 | 13470416.40
    1951591 | 13469772.44
    2635116 | 13464532.88
    1087067 | 13462693.71
    1034214 | 13462491.10
    1678183 | 13453742.61
    2875604 | 13448223.62
     330379 | 13447108.76
     931463 | 13446271.08
     242983 | 13444024.62
     763889 | 13440747.76
     708637 | 13440324.54
    2378022 | 13429766.35
      95727 | 13429265.97
     974952 | 13424476.36
    2513419 | 13423905.40
    1227221 | 13420923.62
     167949 | 13417327.62
     887697 | 13410129.42
    1552193 | 13409449.00
    2094960 | 13402579.74
    1584887 | 13398406.28
    3138764 | 13391086.94
    1943091 | 13389181.72
     818399 | 13382098.32
     262553 | 13381473.11
    2615211 | 13381174.02
    2472731 | 13379629.88
    1982291 | 13372705.62
    2087879 | 13370134.52
     148092 | 13369568.45
    1490321 | 13364818.36
    1034157 | 13362008.32
    2038020 | 13352044.98
    2996083 | 13345340.24
     246681 | 13343170.60
    1108661 | 13343147.05
     952689 | 13340621.41
     792139 | 13339427.94
    2913528 | 13336295.02
    1335990 | 13332548.39
     735281 | 13330280.95
     569261 | 13330007.28
    2943987 | 13323367.33
    1376149 | 13311092.96
     781075 | 13307829.44
     887120 | 13305088.05
    1883051 | 13296106.32
    2773225 | 13293687.76
     109551 | 13293489.02
    2352814 | 13291690.50
     808389 | 13288291.74
    2747020 | 13287654.82
     173883 | 13277248.52
    1385512 | 13271868.61
     862147 | 13267125.24
    1894430 | 13258445.05
    2734179 | 13254130.89
    3053745 | 13244700.55
    1384216 | 13243561.26
    2683679 | 13240119.67
     650373 | 13235807.92
    1167395 | 13234421.88
    2127076 | 13234007.15
    2676390 | 13227681.95
    1954208 | 13219076.91
    2333300 | 13216342.86
    1782282 | 13210315.06
     245633 | 13210064.53
    2080988 | 13209676.44
    1659696 | 13202482.41
    1824876 | 13198082.94
    1176437 | 13195941.55
     856183 | 13194103.25
    1018503 | 13192686.06
    3034316 | 13189844.46
    1942618 | 13189825.16
    2762488 | 13187597.77
    2920410 | 13185639.69
    1289914 | 13183444.76
    1221352 | 13178885.11
    2222899 | 13176185.88
    1229255 | 13168188.63
    3192636 | 13163742.88
      43223 | 13162985.44
      36845 | 13160862.37
    2051586 | 13160136.38
    1532506 | 13159372.24
    2119105 | 13158542.92
    3129513 | 13142971.06
    1713542 | 13139447.14
     678736 | 13134752.20
    3164268 | 13134492.47
     431183 | 13129979.75
    2591386 | 13128406.64
     968987 | 13124669.58
    1652338 | 13122949.40
     259194 | 13121727.75
    1280708 | 13113644.01
     410055 | 13113367.61
    1390470 | 13112622.53
     461122 | 13109665.23
    1105640 | 13107555.50
     693827 | 13106513.76
    2189259 | 13106034.83
     290024 | 13100804.88
    2956372 | 13097723.08
     216277 | 13093591.42
     606142 | 13088059.46
    1442268 | 13074430.31
    2349799 | 13073192.72
    2732913 | 13072559.10
    2972992 | 13070940.45
     995900 | 13063636.96
    1306826 | 13063227.60
    2316381 | 13054861.82
     618783 | 13054547.30
    1851525 | 13047414.26
    2326896 | 13047046.26
    2668342 | 13040665.00
    2510104 | 13033718.03
    2016950 | 13029776.94
     169720 | 13029766.45
    3075244 | 13026686.28
    1419777 | 13022376.96
     232072 | 13021037.66
    1736393 | 13021036.22
    1709216 | 13017875.18
    2593697 | 13012863.14
    1306455 | 13012202.36
    2877006 | 13010990.15
    2664494 | 13007749.60
     876375 | 12998432.30
    2978527 | 12998150.22
    2512042 | 12997626.96
    2787898 | 12995357.49
    2512059 | 12981489.83
    1918230 | 12980504.34
    1518946 | 12979534.81
     869826 | 12973346.14
    1392183 | 12966034.14
    1645427 | 12961601.89
    1727465 | 12960036.70
    2015056 | 12957368.97
    2827815 | 12956004.16
    1735507 | 12951352.67
    2882845 | 12948818.43
    2735730 | 12948262.88
     463649 | 12945810.22
      66692 | 12942382.10
    2979160 | 12941832.54
    2810178 | 12939228.61
    1604238 | 12936654.62
     744737 | 12927804.69
     239541 | 12926401.17
    1846129 | 12922336.61
     729235 | 12915921.36
    1202583 | 12915271.26
     914677 | 12913522.07
    1701744 | 12910827.36
    1138865 | 12906204.75
    1889756 | 12902488.40
    1089046 | 12893931.64
     880706 | 12892418.48
    1915905 | 12890832.32
    3144617 | 12882243.57
    2429948 | 12877862.48
    2863262 | 12877820.67
     967483 | 12867442.92
      66933 | 12865503.81
      56108 | 12858159.64
    1592465 | 12847021.32
    2383004 | 12845237.58
    2525981 | 12842334.21
     268364 | 12842211.39
     553515 | 12837154.44
    1192461 | 12835350.25
    2146397 | 12834797.23
     191188 | 12829837.00
    2909878 | 12823093.10
    1527456 | 12820640.55
    2645160 | 12817950.30
    2360221 | 12809932.80
      63913 | 12809334.14
    2995317 | 12806832.82
    1567132 | 12801722.48
     333070 | 12797180.61
     743047 | 12791178.70
    2179835 | 12790478.78
    2415319 | 12789186.25
     901755 | 12782285.82
      59112 | 12779263.62
    1394747 | 12778690.73
    2066099 | 12778104.11
    3003192 | 12777775.85
    1160145 | 12775992.50
    2950528 | 12769750.00
     352568 | 12768119.38
    2074935 | 12759926.00
    2014541 | 12750581.13
    3176781 | 12742012.14
    1742272 | 12740013.74
    2329199 | 12737148.56
    2906543 | 12735165.85
    2137196 | 12728184.07
     133599 | 12723244.47
    1120911 | 12720759.69
      55200 | 12717724.98
    3028499 | 12714816.75
    1119167 | 12711832.13
     927290 | 12711338.92
    2805159 | 12711021.31
    1666861 | 12710574.52
    2384195 | 12710024.78
    1887746 | 12709043.91
    2317057 | 12708793.62
    2301034 | 12704449.32
    1417509 | 12693280.05
    1170771 | 12692939.04
     208098 | 12682309.49
    1202934 | 12668058.81
    1109580 | 12667529.94
       4924 | 12665109.21
     246207 | 12663384.66
    3036521 | 12658834.59
    1068906 | 12658017.74
     841419 | 12634633.95
      49877 | 12630988.16
     559494 | 12630052.28
     669772 | 12628975.89
    2150714 | 12624293.66
    2526112 | 12615769.77
    3119116 | 12615372.46
     994151 | 12615332.45
     405451 | 12611577.88
    3052921 | 12609961.80
    1934570 | 12609274.08
     661804 | 12604447.31
    2052270 | 12603031.86
     412714 | 12599871.67
    1133675 | 12595458.60
    2415484 | 12594335.09
     686353 | 12592265.92
    1585997 | 12589409.76
    1548215 | 12585900.79
    2131626 | 12583362.40
    1235651 | 12578869.62
    1592892 | 12575437.64
    2435630 | 12573053.01
    2219350 | 12569255.96
    2994241 | 12563723.89
    1398953 | 12553373.17
    1840239 | 12552845.41
    1066531 | 12542266.02
    2079400 | 12535871.84
     830267 | 12532452.00
    2571468 | 12527913.48
    1761018 | 12526776.72
    2839959 | 12524958.40
    2200398 | 12517740.60
    2589914 | 12515330.68
      29513 | 12511830.39
     197678 | 12510717.13
     898954 | 12510597.26
    1512874 | 12504613.75
    2739726 | 12502284.35
    2889163 | 12495028.54
    2378266 | 12492315.60
     198124 | 12484449.62
    2639689 | 12474610.65
     358358 | 12474312.39
    1870053 | 12470358.75
    2990397 | 12464509.56
    2136230 | 12463366.03
    2052830 | 12451242.83
    1149483 | 12450495.57
     652873 | 12450354.11
     559739 | 12447878.24
     166687 | 12447250.67
     520493 | 12446698.44
    1274556 | 12441234.96
     139735 | 12440136.12
     631463 | 12437458.71
    1866515 | 12436003.90
     581737 | 12435462.66
    2164258 | 12435274.26
    1613049 | 12431299.38
    2392587 | 12427069.14
      74220 | 12426657.08
     165434 | 12423655.33
    2623811 | 12422919.12
    1438961 | 12419973.40
    2203713 | 12418887.36
    2850134 | 12418668.08
      90743 | 12407266.04
    1536482 | 12405684.30
     440257 | 12402388.05
    2470989 | 12401555.33
    2308562 | 12401340.04
     182041 | 12396832.80
    2561434 | 12395531.17
     472141 | 12392065.42
    1485657 | 12388011.28
    2955807 | 12386046.54
    2651411 | 12380770.74
     224226 | 12380454.55
     278855 | 12379567.15
    1854234 | 12377793.97
     696579 | 12368528.76
    2078509 | 12366843.11
    1416947 | 12365483.76
    2991819 | 12365479.17
     427549 | 12365475.39
    2616276 | 12365373.19
    2648015 | 12361936.20
    2560985 | 12360328.47
    2241944 | 12358465.82
    1617568 | 12353789.68
    2698116 | 12352981.56
     818121 | 12345157.15
     651574 | 12342515.18
     801550 | 12341535.65
    2327706 | 12339869.17
     117006 | 12339834.88
    2555566 | 12338647.96
     195275 | 12328513.49
    2313079 | 12326912.87
    1570129 | 12326071.94
    2267261 | 12324766.06
    1846311 | 12323046.60
    2131560 | 12320938.11
    2634002 | 12318488.49
    1438161 | 12317999.87
    1120564 | 12316374.57
     598624 | 12314853.96
    1504474 | 12313500.47
    2213686 | 12313180.51
     254471 | 12311309.43
    2876189 | 12310585.45
    2128464 | 12309588.26
    2030557 | 12308924.04
     817993 | 12308871.95
    3030496 | 12307700.17
     264950 | 12305926.73
    1107209 | 12303682.21
     860178 | 12301706.08
     832776 | 12293919.72
    1709373 | 12281599.53
    1671806 | 12278818.76
    2762817 | 12276459.73
    2341817 | 12270032.07
     659048 | 12269382.82
     107553 | 12267531.14
    1733614 | 12262808.15
    1443211 | 12260792.84
     427992 | 12259176.90
    2561959 | 12256083.90
    1752931 | 12255712.80
     901360 | 12255518.16
    1936955 | 12254634.74
    2585681 | 12253451.28
    2463759 | 12252882.36
    2099269 | 12252698.31
    2812482 | 12247324.88
     548909 | 12233992.20
    1029824 | 12229868.63
    1781624 | 12227083.14
    3109073 | 12225202.08
     845482 | 12224791.76
    1514643 | 12223399.62
    1719144 | 12217827.08
     686674 | 12205133.48
    2469550 | 12204204.95
     257478 | 12201141.49
    1882500 | 12201042.37
     841375 | 12197426.84
    2128842 | 12194838.97
    3093623 | 12193717.36
    2522780 | 12190511.52
    1008947 | 12189964.56
     945182 | 12187189.11
     741071 | 12186275.58
    1496518 | 12181035.58
    1118527 | 12176025.90
     606820 | 12170677.28
    2597130 | 12169682.39
    2003187 | 12166212.18
    3100801 | 12163779.53
    1588412 | 12162823.98
     935324 | 12162756.90
    1578798 | 12162059.62
    2953445 | 12161792.16
    2934011 | 12157180.20
    1208286 | 12156600.96
     395412 | 12154307.25
    1620173 | 12147574.10
     904920 | 12146948.94
    1601386 | 12143684.52
     896541 | 12140224.00
    1765420 | 12136910.38
     789984 | 12136182.79
    1009879 | 12125881.62
     646678 | 12121652.40
    2999505 | 12120947.06
    2670817 | 12119614.61
    2149786 | 12117314.98
     771105 | 12114204.76
    2538463 | 12111303.39
    2939243 | 12110783.23
     343079 | 12109511.38
      77006 | 12107079.69
     177817 | 12094460.73
     568732 | 12093335.46
     174496 | 12090904.76
    2686650 | 12087518.26
    2188359 | 12086947.39
    1368807 | 12082432.71
    1730128 | 12081773.70
    3002523 | 12081061.29
     892259 | 12078327.02
     602237 | 12078183.35
    2464034 | 12075396.90
    2376440 | 12070965.90
    2570025 | 12069353.07
    3085953 | 12068620.41
    1019214 | 12067225.42
    1955295 | 12065734.64
      96032 | 12065463.36
     871517 | 12063607.62
     852226 | 12061434.41
    2546790 | 12060410.75
    1596354 | 12056880.29
     521410 | 12056831.51
    1644441 | 12052635.56
     186064 | 12050846.30
    1925627 | 12048376.22
     168956 | 12047344.83
    1373388 | 12044871.81
    2759822 | 12043280.33
    2023019 | 12034468.75
     143921 | 12033414.75
    1715677 | 12030942.86
     732341 | 12030120.05
    1784654 | 12029652.57
     155906 | 12026040.81
    1061752 | 12024637.62
     722708 | 12023875.08
    2608947 | 12023320.36
    1678806 | 12021630.55
    2633780 | 12019758.84
    2102835 | 12019404.44
    2545417 | 12018089.55
    1655960 | 12017638.52
     426539 | 12017495.61
     111627 | 12015720.43
     509253 | 12015027.84
    1781529 | 12013657.04
     269946 | 12012598.16
    2325819 | 12010571.70
    2313528 | 12010222.62
    1274049 | 12009063.00
     927255 | 12005399.74
    2365243 | 12004687.59
     479579 | 12004431.60
    2918777 | 12002303.87
     805938 | 12001530.30
     324475 | 12001288.66
     965937 | 12000957.90
    2180207 | 11999852.75
    1413686 | 11999800.12
    1675896 | 11996452.48
    1402984 | 11995598.50
    2912533 | 11986456.94
     342923 | 11983016.31
    2357284 | 11979321.91
    2808099 | 11978592.99
    1648920 | 11977347.46
    2861116 | 11976490.94
     357431 | 11975566.63
    1157139 | 11974295.72
    1479454 | 11969317.98
     744220 | 11968898.43
    2789309 | 11967948.50
    2876412 | 11967198.40
    2985662 | 11965461.31
    2908415 | 11965338.12
     343924 | 11963795.74
     589259 | 11963317.83
     425919 | 11962721.90
    2990530 | 11960308.00
    1800130 | 11957637.89
      16693 | 11957472.37
    1266691 | 11953157.44
     526200 | 11952069.16
     952771 | 11951901.80
    1793227 | 11949210.85
    2685176 | 11946783.26
    2822912 | 11946639.50
    2509790 | 11946132.96
    1878112 | 11945391.65
    1685739 | 11941004.17
    3118124 | 11939749.00
     752301 | 11936107.14
     278645 | 11935793.56
    1770529 | 11935561.76
     503754 | 11935465.88
    1520806 | 11934497.96
    3143437 | 11933372.35
    3060789 | 11931162.87
    1601757 | 11928818.86
    1984054 | 11925521.43
    1456691 | 11924811.58
     242717 | 11924420.43
    2721549 | 11922436.90
    1059919 | 11914670.39
    1688418 | 11912088.23
    1726088 | 11911997.72
    2895051 | 11910236.84
    2344911 | 11904636.16
    1552188 | 11900394.14
     619208 | 11898925.61
     332579 | 11898905.51
    2769595 | 11898585.50
     806623 | 11895799.92
    1731400 | 11894962.24
    1514272 | 11888323.86
    3026525 | 11887294.27
     297099 | 11885508.06
    2179313 | 11883959.47
    1186678 | 11880492.40
    1720398 | 11878887.97
     655245 | 11878275.62
    2770661 | 11877798.14
      34056 | 11874432.69
    3035227 | 11873603.16
    1481290 | 11872977.15
     188884 | 11872615.20
     518142 | 11869836.81
    3196183 | 11868856.69
    2544004 | 11868684.64
    2305452 | 11862936.78
     870405 | 11861960.34
    1874067 | 11861697.84
     958822 | 11858701.55
     525639 | 11857082.56
    2030270 | 11856999.14
    2986725 | 11856498.63
    3049163 | 11856228.83
    2916204 | 11853730.07
     835680 | 11851148.06
     826658 | 11848285.01
     150557 | 11845683.27
      17833 | 11844427.06
     860514 | 11840897.17
    2859106 | 11837788.73
     830566 | 11835980.46
    1162279 | 11835335.22
    2627827 | 11834438.40
    1628621 | 11828130.99
    1979247 | 11821129.32
    3004906 | 11820277.91
    2938807 | 11817129.74
    2434997 | 11817049.12
    3056745 | 11816946.53
     511673 | 11816322.87
    3128684 | 11812588.94
    3158439 | 11806128.11
    2420808 | 11804583.58
    2512355 | 11795759.55
     647888 | 11794778.58
    1912046 | 11794593.90
    1627070 | 11794559.79
    1089636 | 11792445.86
    1154262 | 11786587.01
    1065525 | 11775794.72
    1106117 | 11773013.60
    1549797 | 11768602.81
    1227040 | 11763000.00
     388220 | 11757829.44
     550528 | 11754375.12
     179784 | 11753774.70
     209811 | 11751557.78
     477866 | 11750964.20
     796386 | 11747453.82
    2506659 | 11747451.06
    2016541 | 11746366.89
    1828904 | 11744531.01
     143789 | 11744288.08
    2671354 | 11741537.28
    1712492 | 11740472.72
    1045985 | 11739334.88
    1607947 | 11738663.07
    2910997 | 11737986.00
     330161 | 11737024.33
    2490121 | 11736330.08
    2026839 | 11733022.86
    1919128 | 11730916.17
    1625324 | 11730544.68
    2375472 | 11729280.98
    2999640 | 11729159.36
    2778213 | 11729066.46
    1667044 | 11727126.72
    1361543 | 11723902.90
    1871572 | 11723704.40
    2624453 | 11723585.52
    1267047 | 11717260.69
     918614 | 11716530.48
    1272850 | 11713546.15
     192438 | 11709776.58
    3138823 | 11708020.83
     235191 | 11706097.63
     344299 | 11704127.57
     870839 | 11703370.00
    3118183 | 11700083.05
    1984482 | 11690851.60
    1542600 | 11685070.29
    2151091 | 11683009.20
     158912 | 11682615.13
     384603 | 11681702.22
    3031064 | 11678211.44
    1558813 | 11677971.69
    2628800 | 11677313.89
    1752163 | 11677190.40
    2295204 | 11675067.86
    3074253 | 11674489.41
    1148937 | 11673771.66
      52056 | 11672129.96
    2234467 | 11671986.90
    2156234 | 11668076.21
    2132321 | 11664580.44
     141071 | 11662971.38
    1507181 | 11660108.58
    1597361 | 11654312.70
    2271640 | 11653833.33
     618155 | 11653002.17
    2273217 | 11648269.38
     839426 | 11638213.00
    2807274 | 11638165.45
     170138 | 11637403.42
    1095235 | 11632533.38
    2455755 | 11630856.36
     734184 | 11629243.90
     660399 | 11628017.24
    1286824 | 11627187.16
    1136324 | 11615264.22
    2789404 | 11613851.73
    2267322 | 11611585.30
     302591 | 11610943.74
     302705 | 11608467.54
     853072 | 11607659.27
    1298608 | 11607512.76
     513484 | 11602498.69
    1201008 | 11598369.05
     419520 | 11593580.46
    1945561 | 11591717.54
    3095573 | 11589378.73
     611870 | 11587545.41
     125437 | 11583238.25
     169698 | 11582460.16
     265641 | 11581077.78
    3004255 | 11580988.34
    1615403 | 11580550.82
    1983854 | 11574491.70
    3054307 | 11572098.41
     376424 | 11571441.30
    1784229 | 11564806.59
    1349246 | 11563987.86
    2290540 | 11563569.04
    1759114 | 11561723.45
    3012420 | 11559222.51
     893082 | 11554776.18
    2332964 | 11552840.68
    2527355 | 11548693.20
     760913 | 11548519.59
    2260276 | 11548203.08
    1543702 | 11548200.10
     968144 | 11548102.28
    2016441 | 11547730.85
    1490149 | 11540110.46
    1776748 | 11537318.71
     722151 | 11535773.55
    2864741 | 11533472.24
    3153738 | 11532949.88
    1007394 | 11530103.21
      74067 | 11529615.93
    3078927 | 11528442.97
    1395148 | 11528312.36
    1577105 | 11527831.34
    2290865 | 11525437.73
    1750828 | 11523879.35
    2859387 | 11523766.99
     746514 | 11515645.32
     818611 | 11512737.90
     783253 | 11510150.20
    1178239 | 11507299.39
    1050570 | 11507175.09
    1493491 | 11498116.16
    1825502 | 11496547.81
     496215 | 11495529.39
      46766 | 11495486.56
     745658 | 11495304.60
    2561018 | 11494189.14
    2431849 | 11492692.86
     917263 | 11491564.72
     728542 | 11488815.91
    2214609 | 11486270.87
    1527791 | 11484892.71
    1703720 | 11484550.74
    1292935 | 11483250.56
    2279133 | 11481434.80
    1533657 | 11480571.09
     223088 | 11473329.60
    1630979 | 11472968.74
    1540897 | 11472674.69
    1261789 | 11470941.59
     622620 | 11470076.30
     974891 | 11469821.16
    2798018 | 11466440.87
    1586283 | 11465857.41
    3040577 | 11461863.38
     319502 | 11461832.83
    3110416 | 11461817.57
    2358315 | 11459886.39
     650212 | 11459777.04
    2260371 | 11457875.45
    3193390 | 11457282.67
