          s_name           |                s_address                 
 Supplier#000007516        | MXUTfa53VDJlZZz ET JU5Doou
 Supplier#000007590        | 2Wd3NCI8YFjJZVskPHI4 RrkY9vju1
 Supplier#000007629        | Gxgg8RLTzAnWvf
 Supplier#000007695        | p5djXFw2hnJuaFW
 Supplier#000007703        | odtP Txyybda
 Supplier#000007813        | W2fHvGh7zpl
 Supplier#000007941        | Tf7nhtroLcf
 Supplier#000007975        | qBAFcyc7T3oUEE4TjoUmw,7vRHlNGCDwqLr2
 Supplier#000008009        | sFHIdVSVGrziHMFvRSAvq44JiYFvJZhO6,zBTYi
 Supplier#000008049        | foQ57pmI4dMmhxf6SIkFcsun
 Supplier#000008120        | R2WCFL3A2qo VhrjfAG
 Supplier#000008158        | zCtCwYnWirA5cB7y09LYPoDdIRl9Em436kf
 Supplier#000008212        | 5,7CjHr2y7F8MHWN4orESPcfkKYbMzK70Y9
 Supplier#000008240        | kFOt9kVFENwW
 Supplier#000008272        | rjuHAwxY92lo W5nTHeuKq3H
 Supplier#000008355        | nvgZOmTqsyNs1nlHOEYgk73J
 Supplier#000008450        | 2EySLcI4F9ySNU7lbhtqNFP9XiAcBS
 Supplier#000008494        | 8Lb41M39FM9oULM,2LG
 Supplier#000008542        | YPhfijxCiFKkm8,S
 Supplier#000008617        | PQqLpfsDoVloc qIy5Kmu,ooCuE0bR8M9n5AO16
 Supplier#000008732        | se9LZxoJ6lPB Zole9,nJqgf7iJkwS
 Supplier#000008959        | 5DAHB95,c7Z9t9zjVx78DtgqMtljpBRVz Z
 Supplier#000008991        | jS19kC4v8fdR
 Supplier#000009086        | nU6wxt80ORwxECbKGo9pX
 Supplier#000009121        | RTS0DIWKkYEtASj9s7fFRiJFCHIjz4S3
 Supplier#000009146        | lR2SxF36dZW6FMwBHXDg0exr
 Supplier#000009210        | sa U,SZL7BsDag12dYnXvYB9Ss2qm
 Supplier#000009212        | zmYL6C8D,yYVE4
 Supplier#000009239        | qcH0lm FlDTsIthnjRa
 Supplier#000009289        | lAIhcH3 p,ij2ci,YjLmNmUbEnNa3OtrJ55PzE
 Supplier#000009388        | Y85UWL2NPa
 Supplier#000009631        | FJECow3o,khLY5f2sc
 Supplier#000009651        | wAez7p,lbPHySWeSDNRbfl4
 Supplier#000009654        | 5MNils0QhV2F3Sv,IfxOvuNBvssyh3
 Supplier#000009669        | FR7KpOYuSAbzO 
 Supplier#000009678        | wQMgFCRlfs7KPO0liWtEhn7XMxkJM
 Supplier#000009744        | JwOGS,Zk gNI 2PE9LSfX7L
 Supplier#000009859        | QR0E5htVvlb4qLK50
 Supplier#000009906        | gYu, 3VzqrurtbsOpnt5,CQHy,hkRHOc
 Supplier#000009918        | CIoHYKkKdjMBH6
(165 rows)

