 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                             s_comment                                              
   9723.05 | Supplier#000026056        | CANADA                    |    296048 | Manufacturer#3            | b1xRS0vVodTdvB9eVLfq5                    | 13-899-397-9280 |  serve quickly across the regular ideas. f
   9722.56 | Supplier#000024014        | CANADA                    |    363995 | Manufacturer#4            |  Ntp2ga5uIK                              | 13-392-322-7998 | ding, ironic deposits according to the final platelets cajole slyly at the regular, unusual
   9705.67 | Supplier#000033241        | ARGENTINA                 |    363213 | Manufacturer#1            | VhoShIS49B5iYtpIcj8aCbEE9ZWzYmj,         | 11-758-595-8108 | e fluffily ironic accounts. blithely regular frets affix
   9699.43 | Supplier#000021510        | ARGENTINA                 |    291502 | Manufacturer#5            | pc,lTyEe6mL9                             | 11-407-726-7944 | ly final foxes wake carefully after the unusual
   9697.71 | Supplier#000009700        | ARGENTINA                 |    369699 | Manufacturer#4            |  UTdFgLjpAb3                             | 11-622-840-3751 |  quickly even foxes. deposits around the regular theodolites use furiously blithely r
   9697.71 | Supplier#000009700        | ARGENTINA                 |    729699 | Manufacturer#3            |  UTdFgLjpAb3                             | 11-622-840-3751 |  quickly even foxes. deposits around the regular theodolites use furiously blithely r
   9695.70 | Supplier#000013091        | CANADA                    |    593062 | Manufacturer#2            | VxRSXX,1hKX,Vz                           | 13-576-819-9536 | s wake carefully daringly even packages. foxes are. sil
   9685.37 | Supplier#000002843        | ARGENTINA                 |    252824 | Manufacturer#3            | FPBWGrodgNgZ7FZ0pHjDquoJbjflt1h6yP       | 11-544-776-8269 |  furiously final deposits! bold instructions above the even p
   9681.10 | Supplier#000006765        | BRAZIL                    |    516752 | Manufacturer#3            | q3Y7IQR6N3tp Br04nwI4Rq                  | 12-265-854-7709 | as haggle furiously pending, bold packages. blithely final ideas s
   9677.78 | Supplier#000027254        | PERU                      |    507253 | Manufacturer#2            | yGBHTsrKx9kBcJ                           | 27-463-179-4458 |  beans are fluffily. slyly ironic packages sleep fluffily even requests. slyly final 
   9672.75 | Supplier#000028306        | BRAZIL                    |    298298 | Manufacturer#5            | VJnkerrt 7HraHSuGFCJlHVTNCwcY08t         | 12-791-189-3555 | s are carefully slyly final accounts. bravely express requests at the expres
   9672.75 | Supplier#000028306        | BRAZIL                    |    338297 | Manufacturer#1            | VJnkerrt 7HraHSuGFCJlHVTNCwcY08t         | 12-791-189-3555 | s are carefully slyly final accounts. bravely express requests at the expres
   9661.94 | Supplier#000035971        | BRAZIL                    |    365943 | Manufacturer#5            | 7EGd5nMP,bl cWAkhnxs6f0BYKGW77Fbm        | 12-216-591-4058 | arefully even theodolites. silent deposits across the blithely pending requ
   9661.37 | Supplier#000007180        | PERU                      |    707145 | Manufacturer#1            | iN4nfTIHEPRQ2uNas9XKRxZisFyDyWtV 44Kq    | 27-918-420-2750 | final, final requests haggle quickly along the special packages. even dependencie
   9661.37 | Supplier#000007180        | PERU                      |    777122 | Manufacturer#4            | iN4nfTIHEPRQ2uNas9XKRxZisFyDyWtV 44Kq    | 27-918-420-2750 | final, final requests haggle quickly along the special packages. even dependencie
   9658.96 | Supplier#000029815        | UNITED STATES             |    219809 | Manufacturer#3            | 2gI,,VUa4OPjHbcpi5xiD2tO                 | 34-391-718-5693 | ccounts about the furiously ironic warthogs haggle fluffily special deposits! accounts 
   9650.64 | Supplier#000021744        | UNITED STATES             |    651727 | Manufacturer#1            | JwbTxfiXmDELnMwWuAm5EvpdJcw1y07IE        | 34-732-762-6849 | ironic deposits nod across the b
   9649.18 | Supplier#000004822        | PERU                      |    614776 | Manufacturer#5            | jco9lnR1Lh9ODQr0OaIyC                    | 27-296-896-6951 | s. silent, final theodolites haggle. furiously ironic a
   9646.08 | Supplier#000036527        | UNITED STATES             |    636526 | Manufacturer#5            | W2MTWxbRnTuS9lZ w3iAQjpnDxfzSn           | 34-370-538-1918 | ages according to the furiously 
   9632.56 | Supplier#000026733        | ARGENTINA                 |    516696 | Manufacturer#2            | CE0MH0mHxVNe                             | 11-291-449-3865 | equests sleep. furiously regular accounts cajole across the asymptotes.
   9620.98 | Supplier#000010133        | UNITED STATES             |    770132 | Manufacturer#5            | dtNp9WghhjUmKcs,5x                       | 34-988-807-5061 | l requests. slyly pending foxes about the ironic packages promise according to t
   9609.83 | Supplier#000017786        | PERU                      |    137785 | Manufacturer#1            | 2t5oTADa0Yq6BDRl,                        | 27-376-297-6790 | telets boost quickly packages
   9605.48 | Supplier#000039524        | CANADA                    |    249505 | Manufacturer#2            | D0cPjKIRYImExGefGJg8vVn                  | 13-408-905-7454 | s sublate quickly even ideas? special excuses are furiously. furiously
   9601.20 | Supplier#000032550        | UNITED STATES             |    332533 | Manufacturer#4            | DMtSeAqhH72S                             | 34-586-292-8228 | fily express instructions. slyly express accounts sleep qui
   9596.86 | Supplier#000033605        | BRAZIL                    |    613574 | Manufacturer#3            | VQ0,9fw8R2o2                             | 12-655-143-4972 | g the even, ironic excuses! blithe
   9595.12 | Supplier#000018882        | UNITED STATES             |     18881 | Manufacturer#3            | 4avTNf29ZfkbBR7IVw                       | 34-962-591-5561 | alongside of the blithely 
   9595.12 | Supplier#000018882        | UNITED STATES             |    668833 | Manufacturer#4            | 4avTNf29ZfkbBR7IVw                       | 34-962-591-5561 | alongside of the blithely 
   9584.92 | Supplier#000005192        | CANADA                    |    685191 | Manufacturer#5            | JDp4rhXiDw0kf6RH                         | 13-136-480-6518 | iously regular dolphins affix fluffily special instructions. quic
   9583.71 | Supplier#000006059        | CANADA                    |    126058 | Manufacturer#3            | 4m0cv8MwJ9yX2vlwI Z                      | 13-203-160-5573 | e requests. regular accounts integrate slyly. quick accounts mold. ironic grouches detect 
   9581.03 | Supplier#000022670        | BRAZIL                    |    382669 | Manufacturer#5            | 36kzWqMYMRDcSkWOikGzGhhu45UQaEexveuXq    | 12-726-570-8892 | r instructions across the ideas wake blithely according to the fluffily ironic packages. regular
   9581.03 | Supplier#000022670        | BRAZIL                    |    582669 | Manufacturer#2            | 36kzWqMYMRDcSkWOikGzGhhu45UQaEexveuXq    | 12-726-570-8892 | r instructions across the ideas wake blithely according to the fluffily ironic packages. regular
   9562.70 | Supplier#000020384        | PERU                      |    340383 | Manufacturer#3            | CpJmkWO3OrH0SIYQqj9msZDaAJL              | 27-233-647-5028 | phins among the furiously express acco
   9562.70 | Supplier#000020384        | PERU                      |    680349 | Manufacturer#3            | CpJmkWO3OrH0SIYQqj9msZDaAJL              | 27-233-647-5028 | phins among the furiously express acco
   9551.29 | Supplier#000025862        | PERU                      |    255855 | Manufacturer#4            | jwq8rEekDZTFeodiLrPl8Iw XR8F8            | 27-297-437-1209 | s wake quickly furiously silent excuses. even platelets sle
   9546.15 | Supplier#000012465        | PERU                      |     42463 | Manufacturer#2            | VDBIVwc0ZtHxhA5Z                         | 27-779-400-3193 | uickly express accounts. excuses run along the slyly ironic accounts.
   9539.77 | Supplier#000011785        | UNITED STATES             |     41783 | Manufacturer#2            | TEczch45gK0FyyCQO2WvcuQuaxO8HCfIfXSCIK   | 34-243-181-7484 | thogs. Tiresias above the instructions sleep regular, unusual deposits. qu
   9539.77 | Supplier#000011785        | UNITED STATES             |    141775 | Manufacturer#1            | TEczch45gK0FyyCQO2WvcuQuaxO8HCfIfXSCIK   | 34-243-181-7484 | thogs. Tiresias above the instructions sleep regular, unusual deposits. qu
   9537.39 | Supplier#000020438        | UNITED STATES             |    690420 | Manufacturer#1            | 2h6ySzfwrrkAhLj79qpFYwdwRps6Y47L7C9pbC   | 34-964-609-2717 | requests. pending foxes sleep quickly silent pinto beans. pending accou
   9535.47 | Supplier#000019013        | PERU                      |    598984 | Manufacturer#4            | 1Ag8rGqAUlyTWg5eLTtyYKYymQzT5TNv68h0w0yB | 27-542-453-8860 | l requests wake fluffily alongside of the
   9529.03 | Supplier#000013236        | ARGENTINA                 |    203230 | Manufacturer#2            | VYWjLSBWD3HUnYMIMGfHVS8MaQ               | 11-338-704-3890 | c dependencies cajole carefully.
   9529.03 | Supplier#000013236        | ARGENTINA                 |    333235 | Manufacturer#5            | VYWjLSBWD3HUnYMIMGfHVS8MaQ               | 11-338-704-3890 | c dependencies cajole carefully.
   9515.39 | Supplier#000008326        | BRAZIL                    |    768325 | Manufacturer#5            | guSNtiNA5pR1P5b4scyzK                    | 12-631-356-6254 | ly ironic requests. furiously pending deposits use even deposits. express, bold
   9514.41 | Supplier#000015492        | CANADA                    |    685474 | Manufacturer#3            | o6UKflyQWEyb9DwndN2eyHgfYLbsENSehD       | 13-374-346-1536 | le quickly among the accounts. b
   9496.49 | Supplier#000013714        | BRAZIL                    |    653713 | Manufacturer#5            | mjvJDG6gu8,g4n0Qd6xEbGoCNgVL05K6fHblQKNd | 12-960-333-1418 | lyly express hockey players
   9486.63 | Supplier#000003528        | CANADA                    |    293506 | Manufacturer#1            | qJB,nuoxi0AGuX,9Z3tzDK                   | 13-249-999-5949 | ress fluffily. quickly special platelets sleep. ironic, final wa
   9482.19 | Supplier#000014731        | ARGENTINA                 |    364721 | Manufacturer#3            | Pmv1OMjthcKZKCXJx                        | 11-175-219-8934 | uickly bold accounts. unusual accounts wake furiously 
   9479.16 | Supplier#000010039        | ARGENTINA                 |     10038 | Manufacturer#4            | AR,gFFZiLlWL28Z7iYdN0                    | 11-239-851-7273 | fluffily regular accounts wake furiousl
(100 rows)

