 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                              
   9445.20 | Supplier#000007491        | SAUDI ARABIA              |     74983 | Manufacturer#2            |  rgpN2KQE6A0gul0q4ZVpD5S                 | 30-642-433-1399 | packages wake blithely against the carefully da
   9403.33 | Supplier#000009984        | JORDAN                    |    104963 | Manufacturer#1            | rLkAcZoRIttWlBOXvI8qA                    | 23-878-425-8047 | ffily unusual packages cajole against the fluffily final deposits. express, unusual packages ab
   9324.00 | Supplier#000002707        | SAUDI ARABIA              |    195149 | Manufacturer#1            | xMXO5KpIsdXt,mJ5                         | 30-127-723-4248 | tect. carefully regular deposit
   9318.47 | Supplier#000003834        | SAUDI ARABIA              |    178799 | Manufacturer#4            | cxGQnW3nShks59xA5bPoaC bIvcBWUt          | 30-823-353-6520 | regular instructions. express packages run slyly pending
   9315.33 | Supplier#000003009        | IRAN                      |    197970 | Manufacturer#2            | oTbwfQ,Yfdcf3ysgc60NKtTpSIc              | 20-306-556-2450 | the carefully special requests. express instructions wake 
   9311.64 | Supplier#000006742        | IRAQ                      |     99214 | Manufacturer#1            | Z5JdKmVw3X                               | 21-591-253-3872 | slyly pending accounts could haggle against the regular pinto beans. express
   9261.13 | Supplier#000000664        | EGYPT                     |     68157 | Manufacturer#1            | ln6wISAnC8Bpj q4V                        | 14-244-772-4913 | ly special foxes cajole slyly ironic reque
   9224.05 | Supplier#000009164        | SAUDI ARABIA              |    116652 | Manufacturer#3            | rYR92AZU,F                               | 30-533-868-3983 | cing theodolites. quietly pending 
   9182.83 | Supplier#000001445        | IRAN                      |    188926 | Manufacturer#1            | DhcB aCCxE,4rEWuOU5WWYTebpx9             | 20-769-712-3738 | tes across the regular pinto beans sleep according to
   9132.92 | Supplier#000007878        | IRAN                      |     32871 | Manufacturer#3            | aq6T3tUVq1,                              | 20-861-274-6282 |  waters cajole ironic, ironic requests. furi
   9132.92 | Supplier#000007878        | IRAN                      |     42869 | Manufacturer#4            | aq6T3tUVq1,                              | 20-861-274-6282 |  waters cajole ironic, ironic requests. furi
   9095.81 | Supplier#000007722        | IRAN                      |     65215 | Manufacturer#4            | 6YZe90,pRYjhIxqq4mS9vlr4Am5 BInGPdF      | 20-165-286-1721 | thely ruthless requests print according to the sometimes enticing theodol
   9069.84 | Supplier#000008110        | JORDAN                    |     25607 | Manufacturer#1            | rsgtLhjl9jmUPTSuHXaHje,8K0Y2             | 23-629-103-7093 | uests cajole up the slyly
   9027.15 | Supplier#000009925        | EGYPT                     |     19924 | Manufacturer#5            | 1bFKWACLGwkA                             | 14-172-754-5545 | heodolites affix. instructions use deposits. fluffily bold dolphins sleep slyly ironic accoun
   9027.15 | Supplier#000009925        | EGYPT                     |     97415 | Manufacturer#3            | 1bFKWACLGwkA                             | 14-172-754-5545 | heodolites affix. instructions use deposits. fluffily bold dolphins sleep slyly ironic accoun
   8975.97 | Supplier#000001665        | SAUDI ARABIA              |     34155 | Manufacturer#4            | ZH9hZfa0baJVYmfXu3uoudL X                | 30-377-968-5888 | carefully final requests haggle quickly special, unusual packages. packages 
   8896.57 | Supplier#000001449        | IRAQ                      |     11448 | Manufacturer#2            | NFQzLwdOyj0LqRnlVKF                      | 21-744-540-9302 | ffily ironic realms are quickly according to the blithely regular requests. slyl
   8887.18 | Supplier#000000670        | SAUDI ARABIA              |     43157 | Manufacturer#3            | z2NRPuuVeu1jmuuyzoMOlpoCI6P              | 30-364-864-1141 | arefully fluffily even pinto beans. pinto bean
   8880.71 | Supplier#000003975        | IRAN                      |     46462 | Manufacturer#2            | CT9,kyMKXk6XPAs13gMhMs6Ist,FT7zA         | 20-270-703-9793 | gle furiously multipliers. express warthogs use fu
   8855.24 | Supplier#000000994        | EGYPT                     |     68487 | Manufacturer#3            | 0qF9I2cfv48Cu                            | 14-183-331-6019 | sits boost blithely final instructions. ironic m
   8846.35 | Supplier#000005446        | EGYPT                     |    190407 | Manufacturer#2            | Nusoq0ckv9SwnJZV8Rw2dUqE,V0ylm Bon       | 14-468-853-6477 | deposits. ironic, bold ideas wake. fluffily ironic deposits must have to sleep furiously pending 
   8823.84 | Supplier#000001703        | EGYPT                     |    144160 | Manufacturer#5            | cWe6NOKoU2JXIhHAGzUwsZ5                  | 14-921-609-7101 | al deposits grow. accounts above the final instructions sleep regular excuses. 
   8788.46 | Supplier#000003437        | IRAN                      |     18434 | Manufacturer#1            | JfgZDO9fsP4ljfzsi,s7431Ld3A7zXtHfrF74    | 20-547-871-1712 | ickly unusual dependencies. carefully regular dolphins ha
   8771.29 | Supplier#000002802        | IRAN                      |    197763 | Manufacturer#1            | ioeBm2a9ag5MCFn026MUWYP                  | 20-649-761-9820 | l foxes. ironic ideas are after the slyly ironic 
   8717.99 | Supplier#000009405        | IRAQ                      |     44396 | Manufacturer#4            | IY1x8B2MaqzWuk1KzA6FJua                  | 21-778-728-5704 | al packages. slyly even theodolites doubt blithely. slyly regular asymptotes a
   8702.46 | Supplier#000002312        | SAUDI ARABIA              |     82311 | Manufacturer#3            | 07FKNPQjr1kFmSFQZ0wJ                     | 30-972-442-8281 | he quickly busy pinto beans breach above the blithely express requests; express, ironic dependen
   8659.37 | Supplier#000005604        | IRAN                      |    178052 | Manufacturer#5            | RBi1ab0lYokQsmhcPLIuKOlJ3GX0xZbYX        | 20-836-715-9065 | pecial asymptotes? carefully f
   8638.54 | Supplier#000008528        | IRAQ                      |    168527 | Manufacturer#1            | O,BS rNVx7CsdlsjUgZ5fNN6yx0z2Bz          | 21-265-460-1770 | he furiously regular ideas. carefully ironic dug
   8634.88 | Supplier#000001757        | EGYPT                     |    199237 | Manufacturer#3            | CJh,bMlz8mGtATv12                        | 14-574-969-3525 | ctions boost blithely express sentiments. express, pending packag
   8622.81 | Supplier#000004397        | JORDAN                    |     74396 | Manufacturer#1            | Bn4snYDe,bbYwt9xwsUAh1sIg3OcpcFGI        | 23-383-919-8740 | y after the pinto beans. quickly pending pinto beans
   8552.27 | Supplier#000007405        | IRAQ                      |     32398 | Manufacturer#4            | dTwfunl43XW25C94xZtQRbs                  | 21-638-228-1861 |  slyly final accounts about the carefully ironic pains wake
   8548.11 | Supplier#000008020        | EGYPT                     |     53009 | Manufacturer#2            | M5v6sVUveGK3vsHe0bwHyPAEPsQ5             | 14-500-236-4745 | ang. carefully ironic requests cajole fluffily across the regular, unusual requests. quickl
   8515.25 | Supplier#000006048        | IRAQ                      |    138508 | Manufacturer#3            | OyHRSoJAGXxmO,qdDs6EEWZ7s                | 21-547-295-8299 | g the regular waters. carefully even r
   8514.61 | Supplier#000007796        | IRAQ                      |     67795 | Manufacturer#4            | CCT1dU6BWEuQqkx2ncjUv0Pivw6Dn5V1,z,tA    | 21-378-272-7968 | e at the regular accounts. carefully regular a
   8473.01 | Supplier#000003912        | IRAQ                      |      3911 | Manufacturer#5            | Op7,1zt3MAxs34Qo4O W                     | 21-474-809-6508 | es. regular, brave instructions wa
   8448.94 | Supplier#000001416        | JORDAN                    |     51415 | Manufacturer#3            | PYA5L32bQcST4 vGIH,VEEbSIuAxk            | 23-420-251-7666 | inal deposits. special dependencies boost slyly final ideas. eve
   8434.37 | Supplier#000005479        | EGYPT                     |    182960 | Manufacturer#1            | 01UuytFPeu6tQC6YsE679vJKyuTNozBjaq4By    | 14-197-899-2987 | asymptotes above the quickly ironi
   8396.49 | Supplier#000000436        | SAUDI ARABIA              |     60435 | Manufacturer#4            | MV8Xu3m,93IINpPlE                        | 30-253-200-6170 | . carefully regular request
   8327.74 | Supplier#000004085        | EGYPT                     |    141570 | Manufacturer#2            | 0yclYyDPd9l8ZTc                          | 14-901-186-4338 |  even dependencies. special deposits cajole carefu
   8262.82 | Supplier#000007480        | EGYPT                     |     12477 | Manufacturer#2            | ubM2xuLS0u                               | 14-851-119-1838 | ly final requests; furiously special packages
   8149.32 | Supplier#000004362        | IRAQ                      |    171844 | Manufacturer#3            | fBx,Kkc,fj5URrbe 5H0mjBEU5Bv9rtv78qGCh   | 21-779-912-8841 |  ironic accounts maintain quickly after the ironic deposits. bold, regular request
   8123.98 | Supplier#000005917        | IRAN                      |     78395 | Manufacturer#3            | Em39ZTxHfW5HMRmmYFNaYGfK05rr0SC          | 20-534-254-1886 | ges. regular instructions are care
   8115.93 | Supplier#000004586        | IRAQ                      |    117052 | Manufacturer#3            | IdiDj6697TbZsAr0L9r8,t                   | 21-349-331-2117 | lay carefully pending pinto beans. quickly express platelets c
   8096.36 | Supplier#000002169        | IRAQ                      |    152168 | Manufacturer#4            | JKBnBaxV,0z4lwgBupYpPWIIaoCPUG           | 21-931-513-1870 | ely permanent pinto beans are above the requests! quickly final pearls are regular, ironic requ
   8008.36 | Supplier#000003366        | JORDAN                    |     73365 | Manufacturer#5            | iev0jGXt7AL5A9cTl7GCeO0lG8S              | 23-320-193-4544 |  wake carefully pending depths. carefully regular packages cajole idly da
   8000.05 | Supplier#000000718        | SAUDI ARABIA              |     25713 | Manufacturer#4            | W9byXRtqvNdPivnxG76r6                    | 30-551-841-7946 |  around the pending, special excuses are against the final instructions. regular deposits 
   7992.38 | Supplier#000008301        | SAUDI ARABIA              |    125788 | Manufacturer#1            | 8fT54G,7Oz3TuT6FBePq1g6C9J3kqVAps9kiB    | 30-544-874-4257 | lyly regular excuses haggle furiously. ironic pa
   7992.38 | Supplier#000008301        | SAUDI ARABIA              |    180746 | Manufacturer#3            | 8fT54G,7Oz3TuT6FBePq1g6C9J3kqVAps9kiB    | 30-544-874-4257 | lyly regular excuses haggle furiously. ironic pa
   7954.83 | Supplier#000005842        | SAUDI ARABIA              |    148299 | Manufacturer#3            | USS85,wP8t QZmSeKzfP7F2Nxim,nsA4MXvOeDVe | 30-375-408-7853 | quests hang slyly furiously ironic dolphins. slyly final acco
   7928.18 | Supplier#000004709        | EGYPT                     |     27202 | Manufacturer#4            | H1jn0h7u5BU83CBFXiEo AOJ43k9Ivi          | 14-541-103-5050 | ly even accounts. carefully regular orbits nag furiously slyly ironic foxes. pending, regular foxes
   7915.67 | Supplier#000002978        | SAUDI ARABIA              |    142977 | Manufacturer#1            | mY6Qc8LjRe3w1Ynou3lq3wq3                 | 30-157-522-5634 | ly quickly bold requests. carefully ironic courts engage never against the carefully f
   7910.16 | Supplier#000002102        | IRAQ                      |    197063 | Manufacturer#5            | 1kuyUn5q6czLOGB60fAVgpv68M2suwchpmp2nK   | 21-367-198-9930 |  accounts after the blithely
   7890.01 | Supplier#000006843        | IRAQ                      |     16842 | Manufacturer#4            | JDyLWm,Nn8,Pkfx,9zB,iWgq 4               | 21-443-521-5425 | al, regular pinto beans sleep furiously above the ironic, even pinto b
   7890.01 | Supplier#000006843        | IRAQ                      |    111820 | Manufacturer#4            | JDyLWm,Nn8,Pkfx,9zB,iWgq 4               | 21-443-521-5425 | al, regular pinto beans sleep furiously above the ironic, even pinto b
   7874.99 | Supplier#000002457        | IRAN                      |     97438 | Manufacturer#3            | iPOyBsGzl,I4 cRkMelt4PRpNzFx9 dkGC1Eu    | 20-752-453-1043 | ing foxes boost slyly finally express theodolites-- even, regular ideas kindle. e
   7871.86 | Supplier#000003519        | SAUDI ARABIA              |    171001 | Manufacturer#1            | DmV0LiZ8s,x pTRq34                       | 30-276-122-2717 | nt orbits use carefully pending excuses! carefully regular dinos h
   7865.65 | Supplier#000006115        | EGYPT                     |    193595 | Manufacturer#1            | kc7CCSyKhgkPCsz                          | 14-778-204-8677 | iously regular packages cajol
   7862.57 | Supplier#000002462        | EGYPT                     |    149947 | Manufacturer#3            | HTn6CKSBFVq9P5b0                         | 14-751-339-3389 | olites boost furiously whithout the quickly r
   7851.05 | Supplier#000001120        | SAUDI ARABIA              |      1119 | Manufacturer#1            | q0wqSfqabg2SIqziLb1Y YM                  | 30-865-209-5361 | ornis. foxes against the unusual dependencies cajole furiously i
   7850.78 | Supplier#000005623        | IRAN                      |    155622 | Manufacturer#3            | zUY7Q10jg,65EIgm6                        | 20-610-482-9710 | ake blithely from the slyly silent pinto beans. furiously regular ideas nag blithely. carefully
   7844.31 | Supplier#000006987        | IRAQ                      |     96986 | Manufacturer#2            | UH1zBxTNjTminnmHRe h YUT1eR              | 21-963-444-7397 | nag quickly carefully regular requests. ironic theo
   7838.94 | Supplier#000003374        | SAUDI ARABIA              |     98355 | Manufacturer#3            | T8wXAoMSrOzT4js6Bs                       | 30-429-470-7719 | x slyly furiously special foxes. pending, express deposits cajole carefully
   7821.52 | Supplier#000006452        | EGYPT                     |     41443 | Manufacturer#1            | J7l NvAtBy                               | 14-248-932-7645 | integrate carefully even packages-- ironic packages about th
   7783.86 | Supplier#000000644        | IRAN                      |     13140 | Manufacturer#3            | 70mM6 QN882bcuY                          | 20-367-561-9783 | regular accounts. quickly final theodolites sl
   7776.86 | Supplier#000000944        | JORDAN                    |     98434 | Manufacturer#3            | tUVVFs351nHm                             | 23-452-536-7876 | pinto beans. quickly express requests haggle
   7741.42 | Supplier#000000899        | IRAQ                      |    175864 | Manufacturer#2            | oLlkiVghtro IwzcwFuzwMCG94rRpux          | 21-980-994-3905 | equests wake quickly special, express accounts. courts promi
   7729.96 | Supplier#000001396        | JORDAN                    |    141395 | Manufacturer#1            | G,oUQvwTiNudoQX                          | 23-927-155-8644 | ct carefully regular ideas. furio
   7719.51 | Supplier#000005848        | SAUDI ARABIA              |     95847 | Manufacturer#4            | xxheHzTSroSqvL,Jt4bni7n1                 | 30-144-868-2228 | y even epitaphs haggle fluffily along the blithely regular r
   7712.58 | Supplier#000001605        | JORDAN                    |     46596 | Manufacturer#1            | A5Jf2STTfJObp eGoChS0KYYNhe1vJsJ8V       | 23-611-695-5721 | theodolites cajole at the fluffily reg
   7659.41 | Supplier#000003909        | IRAQ                      |    163908 | Manufacturer#3            | TjJ21ZlzfN                               | 21-203-379-9975 | final theodolites maintain alongside of the ironic, express requests. package
   7650.69 | Supplier#000005200        | EGYPT                     |    177648 | Manufacturer#1            | ZfiCku6sEozvAiFOOZOR                     | 14-673-857-2664 |  fluffily pending theodolite
   7619.85 | Supplier#000000460        | SAUDI ARABIA              |     80459 | Manufacturer#2            | lGEBJPLJaDwOhZpc7DQMY,PTUEv6BVBUsOGK0oF  | 30-851-458-4942 | ar theodolites use carefully about
   7599.20 | Supplier#000006596        | SAUDI ARABIA              |     84087 | Manufacturer#5            | k8qeFxfXKIGYdQ82RXAfCwddSrc              | 30-804-947-3851 | ously unusual deposits boost carefully after the enticing
   7568.83 | Supplier#000003013        | EGYPT                     |     48004 | Manufacturer#5            | LPjXyEI0Vb7,                             | 14-108-315-4034 | gside of the slyly special braids. quickly even accounts cajole amo
   7567.32 | Supplier#000003802        | IRAQ                      |    158771 | Manufacturer#2            | PjcKEJb 9DODZXC                          | 21-686-265-6697 | ng requests are after the regular packages. carefully i
   7559.07 | Supplier#000007587        | EGYPT                     |    135073 | Manufacturer#1            | bjs0ZkBH7B6p0                            | 14-637-776-3429 | e quickly final pinto beans sleep quickly regular packages. carefully regular accounts serve
   7540.44 | Supplier#000000772        | IRAQ                      |    175737 | Manufacturer#1            | GxfKyTzgm 6bVmhZPQ6nUMCx5NSsl0 ATg1WccX  | 21-367-987-9338 | uietly quick packages! furiously bold pinto beans haggle carefull
   7526.59 | Supplier#000006216        | IRAN                      |     76215 | Manufacturer#5            | xnmHrDgTArHIkpTWFCe2WEPjdZsGDgkU0GF9     | 20-826-360-5123 | pending accounts about the regular frays use blithely along the unusual deposits! regular deposits 
   7456.45 | Supplier#000007594        | JORDAN                    |     20087 | Manufacturer#5            | ,MDKhwTsZPA1SiXYj,KXdJeru3j6S            | 23-516-704-8928 | er the furiously final requests. 
   7455.92 | Supplier#000003312        | JORDAN                    |    145769 | Manufacturer#3            | EJLnCuuCYgvPJ9AxZlBui4hlCowVP1M          | 23-218-781-4515 | ily unusual theodolites. express packages under the blithely ironic accoun
   7445.03 | Supplier#000009802        | IRAQ                      |     37298 | Manufacturer#5            | y6wLN KiZuTf5HT9Hbm0BELn1GUTD6yl         | 21-116-708-2013 | nic requests. pinto beans across the carefully regular grouches snooze among the final pin
(100 rows)

