 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               
   9970.01 | Supplier#000047297        | UNITED STATES             |   3727274 | Manufacturer#4            | K2XFsSTJYfZgk s6                         | 34-636-282-3414 | inal deposits. furious, sly
   9967.34 | Supplier#000051252        | ARGENTINA                 |   4611209 | Manufacturer#4            | pqcJb,K YfRBOYNTgrW4EADPh                | 11-446-925-9938 | inal forges. regular, regular th
   9966.64 | Supplier#000022877        | PERU                      |     22876 | Manufacturer#5            | O0Mg bo7SJzdsNbeSCeGDfj6dEADCMvk         | 27-913-724-2629 | p carefully regular foxes. furiously regula
   9966.35 | Supplier#000118311        | BRAZIL                    |   4118286 | Manufacturer#1            | l8VMGkpwo,WhnzXUlzRF3Y6WrPk              | 12-541-502-1948 | g the blithely regular depos
   9966.26 | Supplier#000111112        | BRAZIL                    |   3071084 | Manufacturer#4            | 7UVmiE,E31zz39Cl9G4WIvuu8dIjqWx          | 12-472-341-2135 | the special requests. carefully silent instructions cajole closely arou
   9964.74 | Supplier#000113752        | UNITED STATES             |   5073721 | Manufacturer#3            | 5iVRBbDu3uMn4wz67VrVXEqURUTV6wk,LiU      | 34-836-649-7520 |  blithely. furiously ironic courts nag according to the
   9964.63 | Supplier#000136006        | UNITED STATES             |   2455984 | Manufacturer#5            | YOjzFbHKCufTSsnFkd                       | 34-759-629-2338 | refully regular deposits haggle slyly express platelets. ironic instructions wake quick
   9964.23 | Supplier#000079103        | CANADA                    |   4799088 | Manufacturer#1            | 4BCifx0Wryaq1AiVqVkTCAK                  | 13-140-810-9525 | ously. quickly bold asymptotes cajole quickly fluffily bold asymptotes. fox
   9962.41 | Supplier#000160603        | UNITED STATES             |   3440572 | Manufacturer#2            | CCKdCDX7kaXVYNFMOYyJLxylwj3cuT           | 34-762-422-5628 |  carefully ironic pearls. slyly regular deposits acro
   9961.94 | Supplier#000073308        | BRAZIL                    |     73307 | Manufacturer#1            | PxS8y8udJ6oh                             | 12-387-954-3952 | ctions haggle. instructions use. quickly eve
   9961.71 | Supplier#000297769        | CANADA                    |   1257768 | Manufacturer#2            | HTUukfeiO,s1mRPU5hhGVdvv3eZVZ10cALNyQKQ  | 13-540-622-8366 |  special, final requests across the carefully special deposits sleep bli
   9961.11 | Supplier#000244699        | CANADA                    |   5204666 | Manufacturer#1            | XKQty,TZdaL                              | 13-153-588-7725 | kages sleep furiously final, express theodolites. pending, unusual packages according to 
   9960.81 | Supplier#000249834        | CANADA                    |    969824 | Manufacturer#1            | yT LkIcRAw,X0XNBEeuJdmcp4EQoUOS5H        | 13-617-822-6642 | ly furiously pending packages. fluffily pending accounts across
   9960.73 | Supplier#000246914        | PERU                      |   1046907 | Manufacturer#1            | 2bzcqGH Dl,QbYhXkcMq                     | 27-276-625-4152 | fully. final courts across the deposits nag along 
   9960.57 | Supplier#000196458        | BRAZIL                    |   4676457 | Manufacturer#3            | 5SYOmgF7VD5tAMRQQPyn0rwyVweg             | 12-861-699-3141 | r tithes. fluffily regular foxes at the packages sleep along the unusual, ironic requ
   9959.88 | Supplier#000005696        | BRAZIL                    |   3045677 | Manufacturer#3            | a8mRYpNQHaBi0x5TYejuHPn,cb               | 12-622-757-1711 | ages. furiously final courts boost slyly slyly ironic accounts. unusual packages cajole. stealth
   9959.38 | Supplier#000067942        | UNITED STATES             |    947939 | Manufacturer#3            | OV3q1nz1WynMGkVo3KNdDHty6w6L 4i0Sj       | 34-377-267-9892 | xpress deposits. quickly ironic dugouts sleep blithely. regularly final requests alo
   9959.38 | Supplier#000067942        | UNITED STATES             |   6147941 | Manufacturer#5            | OV3q1nz1WynMGkVo3KNdDHty6w6L 4i0Sj       | 34-377-267-9892 | xpress deposits. quickly ironic dugouts sleep blithely. regularly final requests alo
   9958.72 | Supplier#000144157        | CANADA                    |    784156 | Manufacturer#5            | dpCN7jJ77YFUeYowP5kTsHr4                 | 13-792-686-4999 | gular deposits detect. final deposits haggle furiously after the quickly even deposits. quickly unus
   9958.72 | Supplier#000144157        | CANADA                    |   6144137 | Manufacturer#5            | dpCN7jJ77YFUeYowP5kTsHr4                 | 13-792-686-4999 | gular deposits detect. final deposits haggle furiously after the quickly even deposits. quickly unus
   9954.99 | Supplier#000050830        | CANADA                    |   1250826 | Manufacturer#3            | 1oQ8iygPTdCBtz3Mf4Ol,N4wlVzAbqt          | 13-121-628-3805 | nding theodolites. carefully express inst
   9954.28 | Supplier#000050449        | BRAZIL                    |   4130436 | Manufacturer#3            | Q86rmIYPDA3WPH4TjVYnI1Rr3TgQ854Bur       | 12-387-814-2885 | silent foxes across the furiously final deposits cajole bli
   9954.04 | Supplier#000224691        | PERU                      |   6144652 | Manufacturer#4            | znj3Xfwcj7                               | 27-766-578-3178 | regular gifts. packages around the carefully ironic re
   9952.79 | Supplier#000207795        | ARGENTINA                 |   1647784 | Manufacturer#3            | rm,lOwNoKjqj                             | 11-987-801-7297 | xes wake about the stealthily final 
   9952.77 | Supplier#000239154        | ARGENTINA                 |   2719145 | Manufacturer#4            | fNbvsjTOf1y                              | 11-654-583-5467 | y regular requests haggle slyly. special, express Tiresias across the carefully pending d
   9952.28 | Supplier#000272351        | CANADA                    |   3312330 | Manufacturer#2            | 0AFUaMNmsIvT                             | 13-943-222-9138 | across the slyly even accounts. final
   9951.82 | Supplier#000133462        | BRAZIL                    |   1013458 | Manufacturer#1            | lUNz848GaLFJf33                          | 12-530-722-6938 | sly special packages. blithely special accounts integrate fluffily silent theodolites. c
   9951.82 | Supplier#000133462        | BRAZIL                    |   3013461 | Manufacturer#1            | lUNz848GaLFJf33                          | 12-530-722-6938 | sly special packages. blithely special accounts integrate fluffily silent theodolites. c
   9950.62 | Supplier#000204952        | PERU                      |   6044897 | Manufacturer#2            | DcYvexOV,E,MIGg1Ot38RoZ56Pi              | 27-438-157-6191 | y unusual ideas above the unusual escapades nag carefully express foxes; furiously ruthles
   9950.49 | Supplier#000209044        | ARGENTINA                 |   3409043 | Manufacturer#5            | GkY95bHW6VDLcANzUNU6cx AOSX6pf           | 11-528-952-4763 | s detect final pinto beans. quickly pending deposits sleep alongside of the quickly ex
   9946.87 | Supplier#000301326        | PERU                      |   3581292 | Manufacturer#4            | 3WbmMuKXkUjujrH8 RmROp6jGkNtR cC48rGP    | 27-616-101-4571 |  ironic foxes are fluffily ironic accounts. slyly ironic 
   9946.75 | Supplier#000173859        | PERU                      |   2573842 | Manufacturer#4            | PVvYKNcd9,JsnEaA6QcQ65gdXAvCU            | 27-117-151-9027 | le furiously-- slyly bold instructi
   9946.68 | Supplier#000176386        | PERU                      |   3936373 | Manufacturer#5            | YgdnBAeusoq556tXzbx                      | 27-868-428-1716 |  requests. quickly pending package
   9945.80 | Supplier#000282961        | ARGENTINA                 |    762956 | Manufacturer#5            | 9ETJhhoTsK7OEp9g3GKKqYxigZk3kN           | 11-569-915-6660 | y bold ideas cajole furiously about the blithely spec
   9943.45 | Supplier#000233758        | CANADA                    |    393755 | Manufacturer#1            | G0,nZTo9 cCLxtD                          | 13-330-917-8358 | . busily regular instructions sleep slyly. carefully re
   9942.77 | Supplier#000307507        | ARGENTINA                 |   5027491 | Manufacturer#4            | BmHeDp wxFcQOK5wCgkeAuOnFTmwfhdHlVZ      | 11-786-868-5576 | ate. unusual requests after 
   9942.18 | Supplier#000140228        | ARGENTINA                 |    860221 | Manufacturer#2            | DMjMbfkb02EHFrXGWLE5wx4Mq8               | 11-174-497-1298 | usly even theodolites use. fluffily bold the
   9942.09 | Supplier#000248871        | UNITED STATES             |   3048861 | Manufacturer#5            | RyGmInE85vbgyxYDO4FMYKgkwbWvVDmmG        | 34-104-640-3110 | ress ideas wake blithely even, regular foxes. furiously ironic foxes are blithely blith
   9941.93 | Supplier#000105707        | ARGENTINA                 |     25706 | Manufacturer#4            | HgeCvog,hQmQyV6,GyhT                     | 11-329-574-6993 | eposits. slyly special asymptotes sleep blithe
   9940.75 | Supplier#000057959        | CANADA                    |   3497948 | Manufacturer#3            | 3rnf15LYfF81q                            | 13-700-281-7343 | usly along the furiously silent reques
   9938.62 | Supplier#000262013        | PERU                      |   1302000 | Manufacturer#2            | q21fFU9spdWKCLjdkom5j                    | 27-277-688-7062 | ayers haggle blithely among the carefully regular requests.
   9938.15 | Supplier#000020170        | ARGENTINA                 |    660169 | Manufacturer#3            | Ec0hTPfQaUHibAbZMkTf4JcpgNVir9dI65vp     | 11-132-642-9447 | usly even dependencies use express instructions. carefully express
   9938.15 | Supplier#000020170        | ARGENTINA                 |   3380149 | Manufacturer#2            | Ec0hTPfQaUHibAbZMkTf4JcpgNVir9dI65vp     | 11-132-642-9447 | usly even dependencies use express instructions. carefully express
   9938.12 | Supplier#000118689        | ARGENTINA                 |   3638688 | Manufacturer#1            | n180FBeqV6K FYknqjSd                     | 11-395-880-5915 | le slyly final excuses. blithely ironic foxes use furiously special accounts. silent foxes sleep ag
   9938.10 | Supplier#000083357        | ARGENTINA                 |   3443336 | Manufacturer#5            | 7wb6iOHpRkgE,mqyrDzcckkexToZTR94         | 11-501-299-4731 |  silent dinos across the blithely pending ideas will have to wake carefully across the furiousl
   9937.78 | Supplier#000303039        | ARGENTINA                 |   2143032 | Manufacturer#3            | TMDrTCp1NxufEdnCWr90MW06J8               | 11-370-524-4689 | rls sleep blithely even dependencies. carefully express deposi
   9937.78 | Supplier#000303039        | ARGENTINA                 |   2303017 | Manufacturer#2            | TMDrTCp1NxufEdnCWr90MW06J8               | 11-370-524-4689 | rls sleep blithely even dependencies. carefully express deposi
   9937.76 | Supplier#000248483        | CANADA                    |    568482 | Manufacturer#3            | cbrWxDZltXPKJRY,TbJK07                   | 13-970-457-2018 | ges wake slyly. fluffily even grouches boost quickly final requests. spec
   9937.00 | Supplier#000300109        | PERU                      |   4940078 | Manufacturer#5            | OptZsfowrm NTjhRDyBY0Tjik1GjxkqV3Q       | 27-732-854-8512 | around the carefully ironic foxes. final dugouts along the bold excuses breach u
   9936.53 | Supplier#000192456        | PERU                      |     32455 | Manufacturer#2            | EYpOGgI7C88jVopn7MQsUw2QG3H8CQxNBqT D    | 27-407-990-8656 | dencies wake for the blithely special ideas. quickly ev
   9936.46 | Supplier#000088013        | CANADA                    |    888008 | Manufacturer#5            | 9J8MLXqaES8JAKq9CL                       | 13-890-644-8924 | ording to the blithely special requests grow fluffily agai
   9935.49 | Supplier#000206549        | ARGENTINA                 |   3006539 | Manufacturer#1            | LKbpNmaDrOlVMfs9                         | 11-532-889-5854 | egular deposits sleep blithely express deposits. special, final i
   9935.30 | Supplier#000036589        | PERU                      |   4116576 | Manufacturer#5            | xk3tq6p,i3PRi5L2MSqZ,0IF2                | 27-141-194-4187 | ld frets. carefully bold requests sleep carefully silent pinto beans. 
   9933.78 | Supplier#000027684        | PERU                      |   5707666 | Manufacturer#3            | fRG4tvlJmUhNbyZ48W4                      | 27-904-825-3267 | s. enticingly final theodolites use regular requests. furiously regular dependencies cajo
   9932.72 | Supplier#000008833        | BRAZIL                    |   3208832 | Manufacturer#3            | ERwMW1YFF73uW                            | 12-292-851-6826 |  silent packages cajole pending pinto beans. unusual, regular platelets cajole blithely care
(100 rows)

