 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               
   9886.67 | Supplier#000029600        | IRAQ                      |   1669569 | Manufacturer#5            |  c7T3B6NE4qG                             | 21-753-919-1495 | endencies boost. ironic, silent accounts do are
   9886.67 | Supplier#000029600        | IRAQ                      |   2189573 | Manufacturer#5            |  c7T3B6NE4qG                             | 21-753-919-1495 | endencies boost. ironic, silent accounts do are
   9885.75 | Supplier#000132224        | IRAQ                      |   2332209 | Manufacturer#2            | nO9ZimYa00                               | 21-732-147-3767 | sual pinto beans. idly unusual warhorses after the quickly regular req
   9885.37 | Supplier#000061594        | IRAQ                      |   1541566 | Manufacturer#5            | EbvdjOsBSVg7iivES                        | 21-189-455-6754 | ily special depths. dependencies
   9884.51 | Supplier#000100107        | IRAN                      |    540103 | Manufacturer#2            | w6TmdClMBN,lvBz9p5MgiB9,9ai              | 20-334-959-4030 | ages boost blithe requests. fluffy, regular dependencies affix furiously. carefully express accounts
   9883.60 | Supplier#000098257        | EGYPT                     |   1938232 | Manufacturer#3            | pBkRHY7IrINV0C6KFay                      | 14-271-866-2187 |  haggle final ideas. slyly bold theodolites was blithely around the blithely express as
   9882.75 | Supplier#000056808        | SAUDI ARABIA              |   2576791 | Manufacturer#2            | RBgii8h77UsVv5W,4G,wN                    | 30-651-880-7504 |  ironic accounts are quickly a
   9881.94 | Supplier#000010106        | IRAQ                      |   1490078 | Manufacturer#5            | fbt5 TmLLkrO5Gfkk11YM6W0nNpHxOAX         | 21-407-535-7140 | use slowly after the carefully un
   9880.72 | Supplier#000141043        | IRAQ                      |   2580994 | Manufacturer#1            | QsCcC7H0cy7AZ80ge1FQyR4CI0QbGLhL8KsJPSz  | 21-111-584-1036 | uests unwind blithely. ironic theodolites boost slo
   9879.38 | Supplier#000079143        | EGYPT                     |    119142 | Manufacturer#2            | vhTe,1vQrsFRyVhLIW                       | 14-119-430-5096 | unusual deposits use furiously unusual excuses. regular accounts haggle
   9878.32 | Supplier#000061879        | IRAQ                      |   2501833 | Manufacturer#2            | tUhx2zL4zMomBRMCr                        | 21-721-870-7696 | ccounts detect slyly quickly e
   9878.11 | Supplier#000073973        | IRAQ                      |    873972 | Manufacturer#2            | IhX3ocG9aOGZENJBC6JTft7cjVJaViR yo       | 21-839-601-2534 |  carefully even deposits wake at the carefully regular deposits. furiously pending reques
   9876.89 | Supplier#000151774        | JORDAN                    |   1271773 | Manufacturer#1            | t5D,QRFISnATcVC8btdAWFjDL89              | 23-907-885-5715 | y blithely final accounts. special, special pinto beans above
   9874.35 | Supplier#000103392        | IRAQ                      |   1743361 | Manufacturer#3            | HkqvQhpJUbbhE6 vBr,cXFj                  | 21-645-137-1431 | xpress ideas cajole according to the furiously careful accounts. 
   9865.50 | Supplier#000061495        | IRAQ                      |   2141494 | Manufacturer#1            | dimPBhw58Yb7qtmc1eP4BUldIk05NaIjh0A3nc   | 21-592-442-8266 | ven requests. quickly pending deposits boost quickly among t
   9864.85 | Supplier#000023897        | JORDAN                    |   2863879 | Manufacturer#2            | dyS1UlNPupum9TI7WFvOke6122Cm9            | 23-173-476-8303 | r, pending multipliers kindle. regular requests use-- furiously final theodo
   9862.51 | Supplier#000109800        | SAUDI ARABIA              |   1189792 | Manufacturer#5            | VWOCvWUSSfeiaVppcQyTEB6,2Prbv9S4OO       | 30-123-926-3996 | jole slowly carefully regular deposits. bold, even 
   9859.41 | Supplier#000038988        | JORDAN                    |    838987 | Manufacturer#5            | vBlySy5Imqwm6q0KCVU5tLmhHdCdK            | 23-392-743-9361 | ep ironically: final, even deposits cajole.
   9858.95 | Supplier#000158269        | SAUDI ARABIA              |    238266 | Manufacturer#3            | NP5ZlgwBG q                              | 30-520-887-2146 | y express packages haggle sl
   9856.43 | Supplier#000111122        | IRAQ                      |    751121 | Manufacturer#5            | i7Wqg4zMpep6GyiGJn f                     | 21-692-788-8808 | y against the express, pending deposits. fluffily final dinos poach; thinly final courts are slyly b
   9855.92 | Supplier#000137359        | IRAQ                      |   2177345 | Manufacturer#4            | rmmNG,ypbO6PMxRWX                        | 21-420-309-2643 |  foxes. asymptotes might are regular ideas. slyly even packages detect acco
   9854.04 | Supplier#000120645        | IRAN                      |   2360644 | Manufacturer#3            | kncFIhsWkzfRT5dIPDj51tB5DgYaQmjwpgAqzIp  | 20-734-988-8744 | ickly permanent foxes! requests except
   9851.59 | Supplier#000142495        | IRAQ                      |   2062494 | Manufacturer#4            | DO5L,TcT4J4uV235HD8NCTeQUPUMnaGo         | 21-411-582-6554 | kages according to the bold, even packages kindle a
   9850.59 | Supplier#000016707        | EGYPT                     |   1016688 | Manufacturer#5            | wv1hH1 RuFumGacY                         | 14-598-841-7138 | ccounts boost blithely ironic platelets. carefully final dependencies wi
   9847.43 | Supplier#000078630        | SAUDI ARABIA              |   2678581 | Manufacturer#2            | O 0jO2OZW4Ll7DzKNtvWqbR84KqEbKR6EEr      | 30-624-751-3644 | c accounts. doggedly regular d
   9841.92 | Supplier#000121960        | IRAQ                      |    361955 | Manufacturer#1            | ExKm7NxEqADnzfUxWghzbsXPaDv8HlhCA        | 21-552-768-5756 |  fluffily. carefully final pinto beans are. ironic accounts sleep blithely pending packag
   9841.37 | Supplier#000100952        | IRAN                      |    660943 | Manufacturer#5            | 1reWDZLl8p3qIbt6,f1JNr1daOQyOx9Bs2CZ     | 20-973-242-9081 | gular, express requests alongside of th
   9841.37 | Supplier#000100952        | IRAN                      |   2180951 | Manufacturer#1            | 1reWDZLl8p3qIbt6,f1JNr1daOQyOx9Bs2CZ     | 20-973-242-9081 | gular, express requests alongside of th
   9840.84 | Supplier#000061360        | JORDAN                    |    421353 | Manufacturer#5            | cZtsGRjO21L8uL6P,9Vy1                    | 23-122-598-2427 | xpress packages cajole quickly across the quickly regular pi
   9840.01 | Supplier#000103781        | IRAQ                      |   1823769 | Manufacturer#3            | ,5nF1wzymrktncXpCi                       | 21-716-354-7258 | affix: blithely regular pinto beans are qui
   9837.93 | Supplier#000085036        | EGYPT                     |   2884999 | Manufacturer#3            | XwbrJd5PHzTu                             | 14-836-975-9973 | ge according to the slyly ironic theodolites. pending dolphins lose quic
   9837.81 | Supplier#000088869        | EGYPT                     |   1568841 | Manufacturer#2            | 9AxSq0ftjGzudy2fWe1BzCyRd9JWX            | 14-780-111-2505 | es across the unusual, slow accounts haggle after the blithely final deposits; reg
   9832.56 | Supplier#000073653        | EGYPT                     |   1593634 | Manufacturer#4            | JDIlPPHt3N                               | 14-841-174-5385 | hout the furiously even dep
(100 rows)

