 ps_partkey |    value    
     422580 | 13208143.91
    1167261 | 13205683.72
    1533678 | 13189311.90
    1088327 | 13183867.45
    1233217 | 13180414.74
    1184077 | 13169619.34
      85719 | 13161482.69
     915629 | 13146378.91
      38213 | 13122595.44
     739179 | 13111344.63
     356867 | 13103412.00
    1460115 | 13092595.12
     172653 | 13090996.88
     685418 | 13061954.28
    1445412 | 13040912.79
    1441577 | 13037086.00
     817568 | 13034058.47
    1014852 | 13031700.66
     153695 | 13009740.60
     240791 | 13002719.04
     351102 | 13001712.66
     443237 | 12993194.36
     139693 | 12990390.79
    1064448 | 12988624.08
    1518946 | 12979534.81
    1058763 | 12978629.96
      15886 | 12974563.71
    1187482 | 12971898.63
     927170 | 12970931.39
    1063695 | 12958805.50
     500397 | 12949171.53
     141150 | 12943303.60
     974784 | 12939444.84
    1167047 | 12935640.50
    1564500 | 12933112.29
    1366788 | 12913140.24
    1363303 | 12908824.08
     567254 | 12904471.59
     162716 | 12899620.28
     547889 | 12896890.54
     223518 | 12889005.29
     334257 | 12863235.62
     442333 | 12862937.41
    1034632 | 12855971.36
     412436 | 12855397.89
      47070 | 12846277.11
     345528 | 12841842.68
    1285404 | 12839821.56
    1541907 | 12831551.95
     174532 | 12829578.56
     398173 | 12819022.64
    1540763 | 12816743.76
     844710 | 12814435.89
    1444881 | 12811570.20
      82813 | 12801847.83
      11627 | 12788499.50
    1418350 | 12783193.76
     668382 | 12783178.44
     533016 | 12782868.53
      37427 | 12774019.21
     250328 | 12764088.18
    1110828 | 12761533.07
     651933 | 12749563.50
    1159745 | 12739084.64
    1238129 | 12737798.05
     412845 | 12735697.85
    1331485 | 12733834.19
      41808 | 12731491.82
     637326 | 12730633.30
     775727 | 12726589.64
    1213320 | 12723401.52
     547882 | 12720251.95
     484368 | 12718210.10
    1403337 | 12709751.64
    1200669 | 12704640.79
     518879 | 12695610.91
     135262 | 12690311.00
     307251 | 12682211.11
     251188 | 12676665.63
     212423 | 12643162.45
    1385622 | 12636509.76
     690840 | 12615001.86
    1198022 | 12613712.57
    1376484 | 12612698.58
    1567580 | 12609368.39
     510836 | 12604607.17
     965905 | 12600468.68
    1133675 | 12595458.60
     218032 | 12594630.89
    1572569 | 12593827.63
     280814 | 12577691.14
    1569632 | 12576469.27
     129645 | 12556704.66
     893111 | 12551641.67
     387382 | 12549549.83
    1189413 | 12535424.92
    1142898 | 12533359.18
    1251185 | 12532897.00
     337427 | 12527734.20
     442585 | 12515721.61
    1280206 | 12513857.78
     198802 | 12504455.64
     228548 | 12503239.15
     127051 | 12496533.19
     106821 | 12487410.82
     219339 | 12485637.28
     747591 | 12480295.32
    1367493 | 12461081.13
     672179 | 12454795.78
    1525989 | 12450504.85
     809052 | 12448819.88
     976534 | 12444699.14
     688390 | 12442681.06
    1128995 | 12431658.72
     213194 | 12426658.67
     934546 | 12423617.63
    1536108 | 12423072.81
     614196 | 12414511.00
     414805 | 12404076.80
     367653 | 12402745.37
     420794 | 12401771.39
     578634 | 12399325.86
    1240368 | 12396802.68
    1181068 | 12391693.75
    1353659 | 12386124.27
      13659 | 12382832.10
      90586 | 12382735.95
     822565 | 12379542.80
    1282840 | 12378368.64
      98354 | 12355157.28
     674489 | 12342619.55
    1475338 | 12338104.80
    1461634 | 12320815.77
     635492 | 12320800.20
     536522 | 12319416.81
    1561308 | 12315401.72
     550793 | 12309769.19
     598169 | 12306606.47
     941074 | 12297049.48
    1064432 | 12291941.12
    1135555 | 12290139.16
     702708 | 12283427.75
    1176951 | 12278277.18
     193700 | 12277356.67
     618622 | 12272934.24
     919693 | 12272443.14
    1440236 | 12259999.55
    1396270 | 12259922.92
     427992 | 12259176.90
    1536506 | 12258730.36
     504923 | 12255864.93
     569353 | 12245042.90
    1537876 | 12243588.80
     779119 | 12241773.65
    1594632 | 12237353.64
       6761 | 12205009.15
     463437 | 12200917.33
     799005 | 12198085.72
     841375 | 12197426.84
    1178385 | 12192998.78
    1116177 | 12191841.58
     332802 | 12189342.67
     997508 | 12177980.77
     960502 | 12175137.33
    1436091 | 12174984.24
    1026368 | 12168475.38
     700968 | 12162979.09
     528147 | 12157841.33
    1504863 | 12154305.53
     776363 | 12151572.71
     147495 | 12137083.95
     349396 | 12135713.45
     426165 | 12130951.76
      33155 | 12121889.39
     198860 | 12111776.72
     592897 | 12109421.38
    1546489 | 12105011.64
    1569298 | 12104147.91
    1365508 | 12102877.00
     351880 | 12097175.00
     517190 | 12091995.62
     445909 | 12088317.00
     649198 | 12084130.61
    1151217 | 12080957.12
    1110768 | 12078889.92
    1068194 | 12069220.70
    1309861 | 12057652.67
     217329 | 12055314.69
     256270 | 12049416.06
    1411876 | 12047005.68
     610472 | 12038864.79
    1116135 | 12030567.20
     986344 | 12027106.35
    1074531 | 12012302.45
     125845 | 11997768.35
    1029791 | 11997540.35
    1240887 | 11994677.28
     631957 | 11981819.54
      33713 | 11978600.76
    1071218 | 11975484.24
     183007 | 11972229.01
    1200845 | 11969482.25
     843782 | 11963670.87
       4674 | 11963645.76
    1505979 | 11955348.80
     933133 | 11951074.28
     694635 | 11950160.46
     288906 | 11945147.65
    1467468 | 11944999.00
     402889 | 11931332.90
    1293650 | 11929654.46
     324497 | 11926692.72
    1317500 | 11922377.94
     796315 | 11913002.35
     706538 | 11910268.03
     239753 | 11909712.82
    1529422 | 11909045.79
    1096967 | 11907360.86
     862535 | 11897324.53
     806623 | 11895799.92
     342555 | 11891257.35
     770007 | 11890766.58
     459186 | 11890396.65
     894669 | 11890024.50
     280812 | 11885945.51
    1130540 | 11884356.60
    1429740 | 11881105.45
    1165275 | 11875511.43
      34056 | 11874432.69
    1106305 | 11869784.11
     161455 | 11861173.32
    1022147 | 11860023.81
     569820 | 11859643.12
     853072 | 11852250.12
    1305415 | 11851165.73
     826658 | 11848285.01
    1188512 | 11846138.57
    1001029 | 11842062.52
     825525 | 11839323.74
     621263 | 11837009.81
     403520 | 11836469.70
     293072 | 11833514.50
     408544 | 11832884.31
     289400 | 11828903.72
    1054205 | 11827674.00
     820441 | 11827017.46
     753301 | 11825570.42
    1109421 | 11825285.60
     690973 | 11823803.88
    1440535 | 11821588.33
    1376583 | 11817248.17
     382851 | 11816909.36
     781886 | 11816375.16
    1566628 | 11814330.66
     753063 | 11807799.01
     746350 | 11804847.27
    1361075 | 11803293.78
      46822 | 11791299.60
    1006536 | 11790157.76
     818861 | 11786183.82
     239733 | 11784696.20
    1156418 | 11783047.46
    1339492 | 11782330.26
    1037317 | 11781917.95
    1183697 | 11778718.82
     739014 | 11768067.24
    1131344 | 11768009.88
     444072 | 11758422.00
    1411540 | 11757086.70
     870413 | 11744024.05
     444477 | 11728404.15
     357431 | 11728215.17
    1562645 | 11727912.28
     196774 | 11709475.14
    1056955 | 11707025.24
     748667 | 11706942.34
    1179473 | 11705247.26
      25807 | 11703061.46
    1232694 | 11702781.37
     689200 | 11700719.24
     848159 | 11696982.56
     207842 | 11691997.29
     130865 | 11691312.31
     336863 | 11686732.90
    1490439 | 11680283.21
       9834 | 11677834.91
    1444954 | 11667843.64
     987259 | 11664232.24
     458776 | 11658333.52
     931552 | 11656358.16
     496744 | 11648536.32
    1132651 | 11646074.52
     491384 | 11639991.00
     106620 | 11638415.60
     653821 | 11634771.42
    1415100 | 11633226.24
     360480 | 11622910.21
     325303 | 11622856.95
    1069101 | 11611278.92
     325631 | 11610211.47
     805239 | 11604480.84
    1557047 | 11598713.54
    1590785 | 11596037.77
    1007486 | 11593506.26
     785609 | 11593410.49
     861192 | 11582998.64
     565648 | 11581489.18
     373312 | 11581341.82
    1369434 | 11580944.88
     867608 | 11579638.33
    1592451 | 11578215.66
    1477627 | 11576205.80
    1559677 | 11569380.68
     553893 | 11568800.16
     363216 | 11565260.69
    1056045 | 11557654.54
     214500 | 11548168.36
    1386008 | 11545116.71
    1554594 | 11526092.90
    1566570 | 11525150.60
     906292 | 11524751.77
     797182 | 11522191.46
    1394909 | 11515559.14
     439869 | 11513656.84
     384534 | 11513620.02
     525639 | 11505132.76
     737224 | 11504234.95
     475906 | 11502553.52
     633464 | 11499948.83
     946015 | 11499665.20
     942832 | 11490805.81
     339363 | 11477127.74
     280436 | 11464050.28
      44299 | 11462155.10
    1371574 | 11461172.76
     517131 | 11458314.79
     147889 | 11454639.55
     551113 | 11442635.86
     380924 | 11440184.70
    1176588 | 11436078.16
    1475265 | 11425061.70
     777947 | 11424579.06
    1276469 | 11423151.09
     569803 | 11417911.08
     267652 | 11414192.07
     646818 | 11412215.40
    1326988 | 11408729.70
    1318801 | 11408249.55
     115465 | 11407925.80
    1441950 | 11405631.92
     276240 | 11401864.14
    1211263 | 11401108.80
    1150500 | 11397992.85
      67655 | 11386833.04
    1065973 | 11380969.48
     495188 | 11380736.49
    1095666 | 11374879.86
     732661 | 11372836.80
     315659 | 11356202.00
    1331832 | 11356192.91
     597312 | 11356068.10
     547655 | 11354912.10
     547078 | 11348412.29
     866656 | 11346264.67
     597425 | 11345262.68
     887115 | 11344842.02
     717013 | 11339644.07
    1452349 | 11337201.60
     628169 | 11336045.16
    1511497 | 11335172.09
     746012 | 11331883.76
     991461 | 11329643.48
    1124433 | 11328739.71
    1099793 | 11327129.94
     437451 | 11325170.85
    1221162 | 11316148.55
     502804 | 11310677.75
     717097 | 11303180.97
     876957 | 11298986.60
     365618 | 11298023.70
     849313 | 11294348.26
      51864 | 11288927.67
    1531645 | 11287692.32
    1442343 | 11287146.97
    1264269 | 11286264.50
     458705 | 11278200.16
     777371 | 11277176.78
      56883 | 11269970.96
     711627 | 11269135.70
     242806 | 11263828.15
    1523266 | 11263783.20
     654224 | 11262750.14
     818964 | 11260685.18
    1132739 | 11259489.26
    1278183 | 11248970.45
     525829 | 11247262.59
     326666 | 11246307.33
     688737 | 11242333.71
    1107181 | 11227559.16
    1145501 | 11226667.21
     801355 | 11226599.51
    1121335 | 11226569.21
     399511 | 11226042.28
    1148137 | 11224705.20
    1193057 | 11221817.30
     204835 | 11221102.58
      50251 | 11219411.11
     768314 | 11218820.32
    1004674 | 11203392.56
    1114428 | 11197320.71
     146567 | 11195867.49
      53713 | 11193670.78
     310559 | 11192883.28
    1332423 | 11191718.28
     639329 | 11186345.76
     345535 | 11181481.46
     146923 | 11180639.56
     816324 | 11167746.48
    1471461 | 11165032.88
    1406563 | 11163497.52
     246615 | 11153106.36
     101148 | 11149091.11
     422348 | 11147099.07
     527613 | 11144988.14
     704825 | 11139931.76
     666573 | 11136434.87
     808370 | 11131290.22
     826179 | 11128889.56
    1224747 | 11121365.43
      39832 | 11119711.74
    1596762 | 11109130.90
     605454 | 11105996.40
    1372094 | 11101933.38
     903840 | 11100412.31
    1385525 | 11100329.64
    1512814 | 11089440.62
    1418004 | 11076895.44
     597940 | 11072371.15
    1226691 | 11071052.81
      15990 | 11068845.45
     571873 | 11068502.20
    1129213 | 11060526.91
     767352 | 11056650.08
     723082 | 11054985.41
     372027 | 11054721.36
    1053042 | 11046447.26
    1260085 | 11043828.96
    1374039 | 11037580.53
    1477433 | 11035208.44
     792104 | 11031675.37
     577123 | 11030922.56
    1158499 | 11029570.13
     919303 | 11019815.03
    1260484 | 11014248.23
     297436 | 11013880.31
     496955 | 11011902.42
     293730 | 11000995.19
    1094404 | 10990388.48
     477615 | 10988756.08
    1423057 | 10981029.07
    1367186 | 10978904.38
    1321466 | 10974142.92
     919345 | 10964404.17
    1177987 | 10961926.14
      50261 | 10961189.90
    1083708 | 10959446.49
     383257 | 10958203.62
     500827 | 10957991.13
    1325429 | 10954051.58
     707187 | 10951376.74
     987486 | 10948419.80
    1438263 | 10942805.97
    1005660 | 10940809.84
     420399 | 10933671.10
    1389838 | 10931404.02
     197095 | 10928770.72
    1448358 | 10927461.31
     188905 | 10926522.28
    1529834 | 10924738.04
     248144 | 10923318.47
    1532757 | 10922809.26
    1435242 | 10921579.27
     301591 | 10920996.93
     392525 | 10916204.52
     194056 | 10911106.75
     638167 | 10910896.08
    1429392 | 10909616.01
      78629 | 10908055.94
    1540544 | 10905324.93
     656583 | 10896164.86
    1531879 | 10894445.91
     501888 | 10894077.92
    1285641 | 10893341.88
    1354222 | 10891381.16
     772095 | 10884767.14
     883726 | 10882738.36
    1027462 | 10877409.75
     512806 | 10874974.86
     146557 | 10874447.77
     909441 | 10871264.14
    1314506 | 10868107.34
     584972 | 10867271.85
    1191330 | 10865369.00
     242828 | 10862577.99
     550063 | 10858607.74
     339123 | 10858112.52
     710848 | 10855560.62
     734325 | 10854544.00
     733480 | 10853323.22
     537137 | 10850947.17
     574327 | 10850772.85
    1357918 | 10849393.41
     545429 | 10849376.60
     407260 | 10849242.81
     415941 | 10849155.76
     758768 | 10849011.80
    1405026 | 10848309.60
     127598 | 10847045.64
     711517 | 10846967.25
     968523 | 10846347.79
     247522 | 10845870.29
      29197 | 10845385.25
    1049216 | 10844331.17
     902673 | 10843121.73
     439181 | 10840914.74
     576770 | 10839304.14
    1488634 | 10839191.65
    1164565 | 10833210.87
    1104878 | 10830873.08
    1042689 | 10827666.78
     483085 | 10826275.24
    1020904 | 10814358.30
    1377295 | 10806517.63
    1496471 | 10802619.91
     456259 | 10798055.37
    1554166 | 10794530.99
     992992 | 10786944.75
      57099 | 10783835.04
     851947 | 10782170.40
     627363 | 10778640.05
     530411 | 10777166.72
     861150 | 10772569.07
      51846 | 10772072.04
     709638 | 10764364.78
    1521057 | 10753861.92
     349151 | 10751264.68
     871564 | 10750070.76
     839052 | 10749542.88
    1281229 | 10748385.66
     454169 | 10741001.40
     105795 | 10739048.23
     426669 | 10728068.02
     635137 | 10727742.90
    1123717 | 10726841.91
    1545535 | 10725781.76
     609396 | 10723961.97
     728954 | 10720136.40
    1058590 | 10719449.63
    1522890 | 10715869.99
    1519483 | 10713855.86
     636791 | 10711000.73
     751853 | 10709690.70
     652913 | 10708427.65
    1136019 | 10706885.07
     411353 | 10698894.09
    1257045 | 10695893.83
     784692 | 10692504.34
     563100 | 10687078.70
     662692 | 10680803.79
     243845 | 10678792.19
     363253 | 10675060.74
     885699 | 10674875.77
     798168 | 10668412.77
     914308 | 10660222.46
    1162454 | 10660136.60
     876524 | 10656671.21
    1151444 | 10655739.02
     609632 | 10655680.30
     602297 | 10654048.44
     707647 | 10652073.63
     203262 | 10651617.70
     347510 | 10651572.99
    1404466 | 10650026.40
     118181 | 10646805.47
    1529347 | 10646610.48
     757431 | 10644410.53
     410674 | 10639557.22
    1548535 | 10638772.22
    1382996 | 10637786.78
     250426 | 10637598.12
     702888 | 10635263.90
     111403 | 10631939.40
      33191 | 10630877.95
    1070268 | 10626473.28
    1013214 | 10626235.35
    1265597 | 10625841.46
     537196 | 10625411.19
     636737 | 10624457.22
     114957 | 10619355.42
      70382 | 10616304.78
     744368 | 10610778.62
     352806 | 10610632.82
     725626 | 10610415.39
     606674 | 10609136.32
     428058 | 10608158.53
     226622 | 10606175.79
     582968 | 10604057.73
     966280 | 10604003.74
     790294 | 10603826.70
    1594288 | 10600258.72
     456981 | 10593487.86
    1475051 | 10590962.48
    1025672 | 10585084.22
     246681 | 10583817.52
    1010757 | 10582971.33
    1344298 | 10578423.86
    1256047 | 10576719.66
    1289890 | 10576544.76
    1476977 | 10574258.64
     526926 | 10573748.92
    1544175 | 10573733.84
     946475 | 10573727.64
       9197 | 10568761.60
     353187 | 10566219.16
      97327 | 10564548.00
    1048233 | 10563747.99
    1097593 | 10562196.34
    1571430 | 10561811.64
     680960 | 10554972.32
     822688 | 10548921.77
     712425 | 10538684.52
     565501 | 10538319.99
    1297013 | 10536854.72
     967619 | 10533179.13
    1589777 | 10532463.02
    1443654 | 10531323.44
    1525335 | 10530616.06
    1127280 | 10529760.57
     379901 | 10529405.68
    1488702 | 10525652.37
     803762 | 10524001.83
    1164764 | 10522032.28
    1306522 | 10520985.50
     270198 | 10518161.46
     550255 | 10513864.71
     386470 | 10511186.82
    1343858 | 10509985.58
    1318129 | 10506692.30
      14560 | 10504291.92
     406628 | 10501553.26
     954352 | 10499130.60
    1189073 | 10498669.53
     990237 | 10497424.00
     598615 | 10496930.34
    1307866 | 10495893.92
     684477 | 10493232.85
    1054518 | 10484330.54
     243373 | 10480325.08
    1011282 | 10479325.88
    1204302 | 10478148.79
     499112 | 10477260.12
    1386327 | 10474979.17
    1028516 | 10474887.61
    1443247 | 10473292.92
    1287321 | 10473273.05
     911495 | 10471286.00
    1457337 | 10469656.12
      99030 | 10468668.66
     824807 | 10467011.24
    1507896 | 10466874.61
     615736 | 10466393.66
    1085616 | 10465832.88
    1419701 | 10458620.46
     479859 | 10457174.74
     406511 | 10453766.36
     962911 | 10453761.94
      59052 | 10452559.78
     189236 | 10448737.73
    1104235 | 10447529.28
     937977 | 10447168.24
     924942 | 10441865.52
     873968 | 10441327.24
     125373 | 10439026.69
    1229216 | 10438418.34
    1555952 | 10438308.96
     999525 | 10438238.88
     174319 | 10437380.42
     553075 | 10428726.57
     781605 | 10427643.74
     474060 | 10423518.12
     973428 | 10422271.04
     762698 | 10419750.17
     718648 | 10418556.02
     711864 | 10416620.64
     474252 | 10406227.20
    1189592 | 10406221.80
     476529 | 10405670.53
    1324606 | 10403875.99
     330370 | 10402577.20
     905975 | 10401204.61
     197135 | 10399242.07
    1268909 | 10397885.42
    1231585 | 10390259.64
     969915 | 10388630.64
    1097207 | 10385119.66
    1281434 | 10381323.22
      29055 | 10377754.88
       3708 | 10375016.01
     981010 | 10372296.80
    1571368 | 10372003.74
     894319 | 10370420.96
    1050855 | 10370360.77
     150086 | 10370036.52
     844456 | 10369090.35
    1320636 | 10366274.93
     136577 | 10365561.47
     157875 | 10363341.66
    1347450 | 10361645.17
    1362369 | 10359832.40
     110683 | 10359179.69
     428374 | 10357305.88
    1292760 | 10356430.75
     148095 | 10356417.05
     166666 | 10355071.08
     962255 | 10354773.25
    1501334 | 10352804.11
     296807 | 10349173.66
     717329 | 10339309.25
      24087 | 10333819.89
    1097133 | 10333518.19
      78994 | 10332024.54
    1470792 | 10326727.67
     741124 | 10322871.79
     223443 | 10319487.30
    1255960 | 10313920.98
    1270848 | 10313521.79
     349630 | 10311331.62
     946367 | 10301431.20
    1381092 | 10301182.28
    1354915 | 10300547.85
    1541088 | 10299017.17
    1035276 | 10292110.50
     929834 | 10289760.56
    1529275 | 10289077.98
      37620 | 10286089.00
    1475822 | 10284601.40
    1136511 | 10284412.86
    1522948 | 10284370.89
    1156972 | 10278415.41
     519846 | 10269043.45
      84031 | 10265858.82
    1131306 | 10261615.65
    1537622 | 10258193.67
     706589 | 10256769.34
     405177 | 10256604.35
     500806 | 10254421.43
     621243 | 10253567.20
     276525 | 10252470.72
     201493 | 10246091.57
     383640 | 10243375.75
     306009 | 10242955.74
     282249 | 10237388.96
    1478771 | 10237118.31
     192435 | 10233684.71
     566127 | 10233377.60
    1027283 | 10229070.37
     724492 | 10226804.94
     806488 | 10226082.41
     882482 | 10225055.31
     832679 | 10224525.84
    1192145 | 10223930.18
    1285344 | 10223474.28
    1576724 | 10223439.37
     424269 | 10223139.52
     793425 | 10218872.32
     307480 | 10213876.05
     718189 | 10211333.76
    1543587 | 10206522.80
    1410495 | 10205969.89
     122946 | 10204964.34
     262536 | 10201968.33
    1547203 | 10200731.31
    1345287 | 10198912.91
     672143 | 10198511.46
    1573472 | 10198316.74
     153198 | 10195437.16
     108486 | 10192956.11
    1581132 | 10190156.34
     880143 | 10187293.77
    1440761 | 10186852.56
     421562 | 10185423.66
     399015 | 10184828.28
     933006 | 10184130.65
      74341 | 10179628.19
     995388 | 10179011.43
    1133065 | 10173789.66
    1065657 | 10173293.70
    1031498 | 10171888.22
    1126380 | 10168117.10
     918474 | 10168066.75
     934948 | 10165595.15
     583789 | 10165544.34
     131404 | 10158456.12
     105638 | 10157349.89
     886681 | 10156975.44
    1055678 | 10154084.67
    1312897 | 10153909.99
     465426 | 10153701.52
    1297484 | 10151692.64
      30382 | 10150297.85
     396875 | 10150068.40
    1495840 | 10149587.20
     955308 | 10148832.65
     968896 | 10148823.37
     966546 | 10146795.04
    1045642 | 10144215.72
    1238205 | 10137783.16
     882843 | 10137009.84
     968133 | 10132496.42
     631580 | 10129850.54
     596290 | 10129293.32
     917086 | 10128973.72
     616038 | 10126863.56
    1465561 | 10126708.53
     897955 | 10125625.67
    1011177 | 10113109.20
     513475 | 10113037.19
    1393395 | 10107688.12
     893058 | 10107422.25
     106501 | 10106053.86
    1051433 | 10102754.72
    1165483 | 10100188.60
    1177366 | 10093749.80
    1395378 | 10092984.52
     142807 | 10091332.48
     953100 | 10088176.59
     203645 | 10086918.42
    1155089 | 10086688.26
     862529 | 10086569.95
     144759 | 10085302.28
      34454 | 10076888.75
    1074767 | 10074338.61
    1084213 | 10074235.71
     726545 | 10072343.94
    1372648 | 10070656.46
    1556408 | 10066079.89
     499692 | 10060936.98
     687647 | 10060580.98
    1569796 | 10058587.79
     388487 | 10057074.24
    1029255 | 10056193.62
     991594 | 10047692.71
     238034 | 10046561.44
     734351 | 10046238.87
     503355 | 10044583.33
     257785 | 10043343.75
     776799 | 10039714.71
    1461349 | 10034269.09
     796304 | 10030306.73
    1138761 | 10029120.31
     166804 | 10023274.94
     744016 | 10023210.30
     783247 | 10022537.22
     488382 | 10021299.33
     196376 | 10018586.92
     847868 | 10017465.60
     594258 | 10013203.99
     286874 | 10009808.67
     896693 | 10007954.55
     429308 | 10006440.45
     769443 | 10004349.84
     948442 | 10003686.81
     176744 |  9998826.81
    1574269 |  9996718.76
     259502 |  9995539.04
     957052 |  9991220.40
     910190 |  9988952.88
     961611 |  9988037.58
     998686 |  9987665.73
    1483211 |  9985837.56
     608394 |  9985196.24
     902282 |  9985048.56
    1532902 |  9984446.04
    1534909 |  9982808.91
     121149 |  9981479.62
     274056 |  9980123.92
    1122389 |  9978820.96
     275338 |  9973052.98
     127877 |  9971610.68
     981607 |  9971052.00
    1049860 |  9966924.18
      83643 |  9963565.26
    1094231 |  9958451.86
    1190526 |  9957897.93
     487053 |  9954549.50
     786915 |  9953352.70
    1152273 |  9950952.15
     130511 |  9949345.12
     981349 |  9946664.82
     372777 |  9945115.57
    1171149 |  9944005.64
    1007036 |  9943958.94
    1242786 |  9941363.44
    1317679 |  9940779.17
    1318597 |  9937830.71
     902368 |  9935915.46
    1371706 |  9935467.01
      83833 |  9935338.86
    1468684 |  9931789.94
    1387345 |  9931310.94
    1566020 |  9929775.52
     964177 |  9927568.55
     706916 |  9924439.39
    1147247 |  9922967.71
     786624 |  9921605.20
    1597427 |  9920378.61
    1438021 |  9917399.47
      25435 |  9914727.72
     949635 |  9912517.10
     269919 |  9910387.44
    1314883 |  9910289.74
    1355465 |  9909008.61
    1104475 |  9908781.61
     355068 |  9907342.12
     153205 |  9905969.40
     420363 |  9904004.61
     543094 |  9902437.85
     531574 |  9901134.60
     208434 |  9900047.78
     599825 |  9900001.94
     147650 |  9899897.70
    1509992 |  9897831.90
     476762 |  9896915.47
