          s_name           | numwait 
 Supplier#000004283        |      12
 Supplier#000004338        |      12
 Supplier#000004650        |      12
 Supplier#000004683        |      12
 Supplier#000004813        |      12
 Supplier#000004849        |      12
 Supplier#000004853        |      12
 Supplier#000004877        |      12
 Supplier#000004953        |      12
 Supplier#000006106        |      12
 Supplier#000006125        |      12
 Supplier#000007321        |      12
 Supplier#000007540        |      12
 Supplier#000007749        |      12
 Supplier#000008087        |      12
 Supplier#000008614        |      12
 Supplier#000008921        |      12
 Supplier#000008968        |      12
 Supplier#000009136        |      12
 Supplier#000009523        |      12
 Supplier#000009556        |      12
 Supplier#000009927        |      12
 Supplier#000000015        |      11
 Supplier#000000238        |      11
 Supplier#000000282        |      11
 Supplier#000000325        |      11
 Supplier#000001177        |      11
 Supplier#000001320        |      11
 Supplier#000001340        |      11
 Supplier#000002121        |      11
 Supplier#000002210        |      11
 Supplier#000002254        |      11
 Supplier#000002466        |      11
 Supplier#000002532        |      11
 Supplier#000002727        |      11
 Supplier#000002795        |      11
 Supplier#000003054        |      11
 Supplier#000003363        |      11
 Supplier#000003560        |      11
 Supplier#000003737        |      11
 Supplier#000003891        |      11
 Supplier#000003935        |      11
 Supplier#000004184        |      11
 Supplier#000004649        |      11
 Supplier#000004670        |      11
 Supplier#000004776        |      11
 Supplier#000005093        |      11
 Supplier#000005150        |      11
 Supplier#000005557        |      11
 Supplier#000005681        |      11
 Supplier#000005764        |      11
 Supplier#000005992        |      11
 Supplier#000006079        |      11
 Supplier#000006535        |      11
 Supplier#000006621        |      11
 Supplier#000006636        |      11
 Supplier#000006722        |      11
 Supplier#000006851        |      11
 Supplier#000007064        |      11
 Supplier#000007123        |      11
 Supplier#000007164        |      11
 Supplier#000007347        |      11
 Supplier#000008347        |      11
 Supplier#000008401        |      11
 Supplier#000008428        |      11
 Supplier#000008448        |      11
 Supplier#000008562        |      11
 Supplier#000008762        |      11
 Supplier#000008988        |      11
 Supplier#000009044        |      11
 Supplier#000009070        |      11
 Supplier#000000039        |      10
 Supplier#000000060        |      10
 Supplier#000000124        |      10
 Supplier#000000308        |      10
 Supplier#000000346        |      10
 Supplier#000000347        |      10
 Supplier#000000457        |      10
 Supplier#000000601        |      10
 Supplier#000000757        |      10
 Supplier#000000759        |      10
 Supplier#000000892        |      10
 Supplier#000000901        |      10
 Supplier#000000958        |      10
 Supplier#000001015        |      10
 Supplier#000001031        |      10
 Supplier#000001403        |      10
 Supplier#000001514        |      10
 Supplier#000001598        |      10
 Supplier#000001694        |      10
 Supplier#000001777        |      10
 Supplier#000002339        |      10
 Supplier#000002348        |      10
 Supplier#000002387        |      10
 Supplier#000002790        |      10
 Supplier#000002945        |      10
 Supplier#000003072        |      10
 Supplier#000003117        |      10
 Supplier#000003244        |      10
 Supplier#000003369        |      10
 Supplier#000003491        |      10
 Supplier#000003919        |      10
 Supplier#000003925        |      10
 Supplier#000004029        |      10
 Supplier#000004150        |      10
 Supplier#000004754        |      10
 Supplier#000004775        |      10
 Supplier#000005029        |      10
 Supplier#000005089        |      10
 Supplier#000005143        |      10
 Supplier#000005321        |      10
 Supplier#000005331        |      10
 Supplier#000005382        |      10
 Supplier#000005387        |      10
 Supplier#000005608        |      10
 Supplier#000005647        |      10
 Supplier#000005820        |      10
 Supplier#000006067        |      10
 Supplier#000006270        |      10
 Supplier#000006334        |      10
 Supplier#000006413        |      10
 Supplier#000006881        |      10
 Supplier#000007037        |      10
 Supplier#000007100        |      10
 Supplier#000007168        |      10
 Supplier#000007313        |      10
 Supplier#000007344        |      10
 Supplier#000007429        |      10
 Supplier#000007449        |      10
 Supplier#000007558        |      10
 Supplier#000007581        |      10
 Supplier#000009437        |      10
 Supplier#000009986        |      10
 Supplier#000000102        |       9
 Supplier#000000235        |       9
 Supplier#000000421        |       9
 Supplier#000000693        |       9
 Supplier#000000786        |       9
 Supplier#000000805        |       9
 Supplier#000001037        |       9
 Supplier#000001040        |       9
 Supplier#000001241        |       9
 Supplier#000001289        |       9
 Supplier#000001352        |       9
 Supplier#000001437        |       9
 Supplier#000001453        |       9
 Supplier#000001507        |       9
 Supplier#000002119        |       9
 Supplier#000002156        |       9
 Supplier#000002431        |       9
 Supplier#000002478        |       9
 Supplier#000002569        |       9
 Supplier#000003163        |       9
 Supplier#000003184        |       9
 Supplier#000003188        |       9
 Supplier#000003522        |       9
 Supplier#000003951        |       9
 Supplier#000004114        |       9
 Supplier#000004209        |       9
 Supplier#000004367        |       9
 Supplier#000004703        |       9
 Supplier#000005057        |       9
 Supplier#000005065        |       9
 Supplier#000005120        |       9
 Supplier#000005286        |       9
 Supplier#000005925        |       9
 Supplier#000006383        |       9
 Supplier#000006543        |       9
 Supplier#000007053        |       9
 Supplier#000007356        |       9
 Supplier#000007406        |       9
 Supplier#000007525        |       9
 Supplier#000007711        |       9
 Supplier#000008065        |       9
 Supplier#000008440        |       9
 Supplier#000008538        |       9
 Supplier#000008767        |       9
 Supplier#000009175        |       9
 Supplier#000009391        |       9
 Supplier#000009473        |       9
 Supplier#000000136        |       8
 Supplier#000000245        |       8
 Supplier#000000303        |       8
 Supplier#000000912        |       8
 Supplier#000001377        |       8
 Supplier#000001406        |       8
 Supplier#000001414        |       8
 Supplier#000001460        |       8
 Supplier#000001530        |       8
 Supplier#000001754        |       8
 Supplier#000002127        |       8
 Supplier#000002246        |       8
 Supplier#000002372        |       8
 Supplier#000002421        |       8
 Supplier#000002695        |       8
 Supplier#000003018        |       8
 Supplier#000003040        |       8
 Supplier#000003195        |       8
 Supplier#000003410        |       8
 Supplier#000004051        |       8
 Supplier#000004228        |       8
 Supplier#000004267        |       8
 Supplier#000004505        |       8
 Supplier#000004667        |       8
 Supplier#000004743        |       8
 Supplier#000004752        |       8
 Supplier#000005162        |       8
 Supplier#000005243        |       8
 Supplier#000005455        |       8
 Supplier#000005749        |       8
 Supplier#000005878        |       8
 Supplier#000006037        |       8
 Supplier#000006124        |       8
 Supplier#000006323        |       8
 Supplier#000006480        |       8
 Supplier#000006657        |       8
 Supplier#000006936        |       8
 Supplier#000007338        |       8
 Supplier#000007674        |       8
 Supplier#000007714        |       8
 Supplier#000008047        |       8
 Supplier#000008091        |       8
 Supplier#000008099        |       8
 Supplier#000008159        |       8
 Supplier#000008279        |       8
 Supplier#000008338        |       8
 Supplier#000008483        |       8
 Supplier#000008647        |       8
 Supplier#000008853        |       8
 Supplier#000008955        |       8
 Supplier#000009215        |       8
 Supplier#000009320        |       8
 Supplier#000009443        |       8
 Supplier#000009652        |       8
 Supplier#000009794        |       8
 Supplier#000000012        |       7
 Supplier#000000517        |       7
 Supplier#000000891        |       7
 Supplier#000001328        |       7
 Supplier#000001516        |       7
 Supplier#000001799        |       7
 Supplier#000002129        |       7
 Supplier#000002355        |       7
 Supplier#000002563        |       7
 Supplier#000002639        |       7
 Supplier#000002863        |       7
 Supplier#000003175        |       7
 Supplier#000003217        |       7
 Supplier#000003821        |       7
 Supplier#000004086        |       7
 Supplier#000004230        |       7
 Supplier#000004392        |       7
 Supplier#000004400        |       7
 Supplier#000004576        |       7
 Supplier#000004735        |       7
 Supplier#000005232        |       7
 Supplier#000005966        |       7
 Supplier#000006388        |       7
 Supplier#000006440        |       7
 Supplier#000006511        |       7
 Supplier#000006552        |       7
 Supplier#000006735        |       7
 Supplier#000006834        |       7
 Supplier#000007209        |       7
 Supplier#000007551        |       7
 Supplier#000007614        |       7
 Supplier#000008197        |       7
 Supplier#000008252        |       7
 Supplier#000008513        |       7
 Supplier#000009401        |       7
 Supplier#000009680        |       7
 Supplier#000009731        |       7
 Supplier#000009842        |       7
 Supplier#000000348        |       6
 Supplier#000000551        |       6
 Supplier#000000671        |       6
 Supplier#000000878        |       6
 Supplier#000001613        |       6
 Supplier#000002041        |       6
 Supplier#000003049        |       6
 Supplier#000003606        |       6
 Supplier#000003826        |       6
 Supplier#000004614        |       6
 Supplier#000004905        |       6
 Supplier#000005596        |       6
 Supplier#000005899        |       6
 Supplier#000006026        |       6
 Supplier#000006114        |       6
 Supplier#000006178        |       6
 Supplier#000006211        |       6
 Supplier#000006445        |       6
 Supplier#000006475        |       6
 Supplier#000007070        |       6
 Supplier#000007644        |       6
 Supplier#000007710        |       6
 Supplier#000007740        |       6
 Supplier#000007932        |       6
 Supplier#000008171        |       6
 Supplier#000008418        |       6
 Supplier#000008462        |       6
 Supplier#000009023        |       6
 Supplier#000009283        |       6
 Supplier#000000241        |       5
 Supplier#000000795        |       5
 Supplier#000001464        |       5
 Supplier#000001556        |       5
 Supplier#000001905        |       5
 Supplier#000002600        |       5
 Supplier#000002889        |       5
 Supplier#000003208        |       5
 Supplier#000003720        |       5
 Supplier#000004455        |       5
 Supplier#000004948        |       5
 Supplier#000005017        |       5
 Supplier#000005073        |       5
 Supplier#000005952        |       5
 Supplier#000007062        |       5
 Supplier#000007182        |       5
 Supplier#000007708        |       5
 Supplier#000007946        |       5
 Supplier#000008199        |       5
 Supplier#000009719        |       5
 Supplier#000001483        |       4
 Supplier#000002894        |       4
 Supplier#000004089        |       4
 Supplier#000004507        |       4
 Supplier#000004982        |       4
 Supplier#000005165        |       4
 Supplier#000008792        |       4
 Supplier#000008944        |       4
 Supplier#000008989        |       4
 Supplier#000007627        |       3
 Supplier#000004630        |       2
 Supplier#000007366        |       2
(415 rows)

